L/R;Position Real;Position Virtual;Distance;Rotation Real;Rotation Virtual;Rotation Similarity;Rotation Real Normalized;Rotation Virtual Normalized
L;(0.980, 1.337, -13.003);(0.997, 1.332, -13.019);0,024;(39.088, 48.578, 61.360);(42.039, 60.352, 63.925);-0,9956397;(0.447, 0.555, 0.701);(0.431, 0.619, 0.656)
L;(0.980, 1.337, -13.003);(0.997, 1.332, -13.019);0,024;(39.088, 48.578, 61.360);(42.039, 60.352, 63.925);-0,9956397;(0.447, 0.555, 0.701);(0.431, 0.619, 0.656)
L;(0.980, 1.336, -13.004);(0.997, 1.332, -13.019);0,024;(39.434, 48.711, 60.997);(42.039, 60.352, 63.925);-0,9959534;(0.451, 0.557, 0.697);(0.431, 0.619, 0.656)
L;(0.980, 1.336, -13.004);(0.997, 1.332, -13.019);0,024;(39.434, 48.711, 60.997);(42.039, 60.352, 63.925);-0,9959534;(0.451, 0.557, 0.697);(0.431, 0.619, 0.656)
L;(0.975, 1.336, -13.003);(0.997, 1.332, -13.019);0,028;(40.080, 46.740, 59.289);(42.039, 60.352, 63.925);-0,9951432;(0.469, 0.547, 0.694);(0.431, 0.619, 0.656)
L;(0.971, 1.335, -13.002);(0.997, 1.332, -13.019);0,031;(40.965, 44.573, 57.366);(42.039, 60.352, 63.925);-0,994072;(0.491, 0.534, 0.688);(0.431, 0.619, 0.656)
L;(0.971, 1.335, -13.002);(0.997, 1.332, -13.019);0,031;(40.965, 44.573, 57.366);(42.039, 60.352, 63.925);-0,994072;(0.491, 0.534, 0.688);(0.431, 0.619, 0.656)
L;(0.971, 1.335, -13.002);(0.997, 1.332, -13.019);0,032;(41.093, 44.816, 57.439);(42.039, 60.352, 63.925);-0,9942757;(0.491, 0.536, 0.687);(0.431, 0.619, 0.656)
R;(1.008, 1.263, -13.331);(1.008, 1.264, -13.331);0,001;(300.765, 320.863, 77.841);(301.207, 320.117, 78.394);-0,9999866;(0.673, 0.718, 0.174);(0.675, 0.717, 0.176)
R;(1.008, 1.262, -13.332);(1.008, 1.264, -13.331);0,002;(299.685, 320.698, 77.746);(301.207, 320.117, 78.394);-0,9999077;(0.672, 0.719, 0.174);(0.675, 0.717, 0.176)
L;(0.967, 1.335, -13.001);(0.997, 1.332, -13.019);0,035;(41.184, 43.678, 56.638);(42.039, 60.352, 63.925);-0,9935235;(0.499, 0.529, 0.686);(0.431, 0.619, 0.656)
R;(1.008, 1.262, -13.332);(1.008, 1.264, -13.331);0,002;(299.685, 320.698, 77.746);(301.207, 320.117, 78.394);-0,9999077;(0.672, 0.719, 0.174);(0.675, 0.717, 0.176)
L;(0.967, 1.335, -13.001);(0.997, 1.332, -13.019);0,035;(41.184, 43.678, 56.638);(42.039, 60.352, 63.925);-0,9935235;(0.499, 0.529, 0.686);(0.431, 0.619, 0.656)
R;(1.007, 1.261, -13.332);(1.008, 1.264, -13.331);0,003;(299.467, 319.691, 78.723);(301.207, 320.117, 78.394);-0,9998829;(0.673, 0.718, 0.177);(0.675, 0.717, 0.176)
L;(0.965, 1.336, -13.001);(0.997, 1.332, -13.019);0,037;(40.822, 44.193, 58.215);(42.039, 60.352, 63.925);-0,9934212;(0.488, 0.528, 0.695);(0.431, 0.619, 0.656)
R;(1.007, 1.261, -13.332);(1.008, 1.264, -13.331);0,003;(299.467, 319.691, 78.723);(301.207, 320.117, 78.394);-0,9998829;(0.673, 0.718, 0.177);(0.675, 0.717, 0.176)
L;(0.965, 1.336, -13.001);(0.997, 1.337, -13.021);0,038;(40.822, 44.193, 58.215);(41.212, 59.093, 62.028);-0,9938354;(0.488, 0.528, 0.695);(0.433, 0.622, 0.652)
R;(1.006, 1.261, -13.332);(1.008, 1.259, -13.331);0,003;(299.191, 318.708, 79.403);(299.964, 318.303, 80.502);-0,9999545;(0.673, 0.717, 0.179);(0.675, 0.716, 0.181)
L;(0.963, 1.339, -13.001);(0.997, 1.337, -13.021);0,040;(40.000, 44.622, 59.289);(41.212, 59.093, 62.028);-0,9936576;(0.475, 0.529, 0.703);(0.433, 0.622, 0.652)
R;(1.006, 1.261, -13.332);(1.008, 1.259, -13.331);0,003;(299.191, 318.708, 79.403);(299.964, 318.303, 80.502);-0,9999545;(0.673, 0.717, 0.179);(0.675, 0.716, 0.181)
L;(0.963, 1.339, -13.001);(0.997, 1.338, -13.022);0,041;(40.000, 44.622, 59.289);(40.833, 58.549, 61.199);-0,9937699;(0.475, 0.529, 0.703);(0.434, 0.623, 0.651)
R;(1.006, 1.260, -13.332);(1.008, 1.257, -13.331);0,004;(298.977, 317.933, 79.875);(299.422, 317.443, 81.492);-0,9999365;(0.674, 0.717, 0.180);(0.674, 0.715, 0.184)
L;(0.961, 1.340, -13.001);(0.997, 1.338, -13.022);0,042;(39.325, 44.764, 59.699);(40.833, 58.549, 61.199);-0,9936144;(0.466, 0.531, 0.708);(0.434, 0.623, 0.651)
R;(1.005, 1.259, -13.333);(1.008, 1.257, -13.331);0,004;(298.508, 316.959, 80.027);(299.422, 317.443, 81.492);-0,9998302;(0.674, 0.716, 0.181);(0.674, 0.715, 0.184)
L;(0.957, 1.342, -13.001);(0.997, 1.340, -13.023);0,046;(38.597, 44.338, 59.972);(40.477, 58.054, 60.440);-0,9930142;(0.460, 0.528, 0.714);(0.435, 0.624, 0.649)
R;(1.005, 1.259, -13.333);(1.008, 1.255, -13.331);0,005;(298.508, 316.959, 80.027);(298.927, 316.617, 82.438);-0,9998226;(0.674, 0.716, 0.181);(0.675, 0.714, 0.186)
L;(0.957, 1.342, -13.001);(0.997, 1.344, -13.025);0,047;(38.597, 44.338, 59.972);(39.764, 57.108, 58.972);-0,9930952;(0.460, 0.528, 0.714);(0.436, 0.626, 0.647)
R;(1.005, 1.258, -13.333);(1.008, 1.251, -13.331);0,007;(298.401, 317.398, 79.079);(297.974, 314.904, 84.386);-0,9995725;(0.674, 0.717, 0.179);(0.675, 0.713, 0.191)
L;(0.954, 1.341, -12.999);(0.997, 1.344, -13.025);0,050;(38.486, 43.060, 59.403);(39.764, 57.108, 58.972);-0,9921365;(0.465, 0.520, 0.717);(0.436, 0.626, 0.647)
R;(1.005, 1.258, -13.333);(1.008, 1.251, -13.331);0,007;(298.401, 317.398, 79.079);(297.974, 314.904, 84.386);-0,9995724;(0.674, 0.717, 0.179);(0.675, 0.713, 0.191)
L;(0.954, 1.341, -12.999);(0.997, 1.345, -13.026);0,051;(38.486, 43.060, 59.403);(39.534, 56.815, 58.513);-0,9921479;(0.465, 0.520, 0.717);(0.436, 0.627, 0.646)
R;(1.004, 1.256, -13.333);(1.008, 1.250, -13.331);0,007;(298.517, 317.308, 78.511);(297.678, 314.335, 85.029);-0,9993209;(0.674, 0.717, 0.177);(0.675, 0.712, 0.193)
L;(0.952, 1.342, -12.999);(0.997, 1.345, -13.026);0,052;(38.137, 42.602, 59.711);(39.534, 56.815, 58.513);-0,9913789;(0.461, 0.515, 0.722);(0.436, 0.627, 0.646)
R;(1.004, 1.256, -13.333);(1.008, 1.250, -13.331);0,007;(298.517, 317.308, 78.511);(297.678, 314.335, 85.029);-0,9993209;(0.674, 0.717, 0.177);(0.675, 0.712, 0.193)
L;(0.952, 1.342, -12.999);(0.997, 1.346, -13.026);0,053;(38.137, 42.602, 59.711);(39.238, 56.445, 57.931);-0,9913758;(0.461, 0.515, 0.722);(0.436, 0.628, 0.644)
R;(1.004, 1.255, -13.333);(1.008, 1.249, -13.331);0,008;(298.347, 316.919, 78.605);(297.304, 313.590, 85.869);-0,9991562;(0.675, 0.717, 0.178);(0.675, 0.712, 0.195)
L;(0.951, 1.343, -12.999);(0.997, 1.346, -13.026);0,054;(37.776, 42.321, 60.217);(39.238, 56.445, 57.931);-0,9906088;(0.457, 0.512, 0.728);(0.436, 0.628, 0.644)
R;(1.004, 1.255, -13.333);(1.008, 1.249, -13.331);0,008;(298.347, 316.919, 78.605);(297.304, 313.590, 85.869);-0,9991562;(0.675, 0.717, 0.178);(0.675, 0.712, 0.195)
L;(0.951, 1.343, -12.999);(0.997, 1.347, -13.027);0,054;(37.776, 42.321, 60.217);(39.017, 56.176, 57.504);-0,9905905;(0.457, 0.512, 0.728);(0.437, 0.629, 0.644)
R;(1.003, 1.254, -13.333);(1.008, 1.248, -13.331);0,008;(298.331, 316.770, 78.567);(297.031, 313.025, 86.504);-0,9990078;(0.675, 0.716, 0.178);(0.675, 0.711, 0.197)
L;(0.950, 1.344, -13.000);(0.997, 1.347, -13.027);0,054;(37.426, 41.699, 59.293);(39.017, 56.176, 57.504);-0,9905959;(0.459, 0.511, 0.727);(0.437, 0.629, 0.644)
R;(1.002, 1.253, -13.334);(1.008, 1.248, -13.331);0,008;(298.345, 316.437, 78.177);(297.031, 313.025, 86.504);-0,9987671;(0.675, 0.716, 0.177);(0.675, 0.711, 0.197)
L;(0.947, 1.344, -13.002);(0.997, 1.348, -13.028);0,057;(36.687, 40.815, 58.033);(38.793, 55.907, 57.075);-0,9904671;(0.459, 0.511, 0.727);(0.437, 0.629, 0.643)
R;(1.002, 1.253, -13.334);(1.008, 1.246, -13.331);0,009;(298.345, 316.437, 78.177);(296.758, 312.443, 87.156);-0,9986488;(0.675, 0.716, 0.177);(0.675, 0.711, 0.198)
L;(0.947, 1.344, -13.002);(0.997, 1.350, -13.029);0,058;(36.687, 40.815, 58.033);(38.214, 55.235, 55.997);-0,9904925;(0.459, 0.511, 0.727);(0.437, 0.632, 0.640)
R;(1.002, 1.252, -13.334);(1.008, 1.244, -13.331);0,011;(298.259, 317.097, 77.491);(296.078, 310.905, 88.874);-0,9982029;(0.675, 0.717, 0.175);(0.675, 0.709, 0.203)
L;(0.947, 1.343, -13.000);(0.997, 1.350, -13.029);0,059;(37.093, 39.963, 57.556);(38.214, 55.235, 55.997);-0,9898885;(0.468, 0.504, 0.726);(0.437, 0.632, 0.640)
R;(1.002, 1.252, -13.334);(1.008, 1.244, -13.331);0,011;(298.259, 317.097, 77.491);(296.078, 310.905, 88.874);-0,9982029;(0.675, 0.717, 0.175);(0.675, 0.709, 0.203)
L;(0.947, 1.343, -13.000);(0.997, 1.350, -13.029);0,059;(37.093, 39.963, 57.556);(38.331, 55.369, 56.212);-0,9898894;(0.468, 0.504, 0.726);(0.437, 0.631, 0.641)
R;(1.002, 1.251, -13.334);(1.008, 1.244, -13.331);0,010;(298.059, 317.643, 76.415);(296.212, 311.220, 88.523);-0,9979903;(0.674, 0.718, 0.173);(0.675, 0.709, 0.202)
L;(0.945, 1.342, -13.000);(0.997, 1.350, -13.029);0,061;(37.043, 39.547, 57.510);(38.331, 55.369, 56.212);-0,9894037;(0.469, 0.500, 0.728);(0.437, 0.631, 0.641)
R;(1.002, 1.251, -13.334);(1.008, 1.244, -13.331);0,010;(298.059, 317.643, 76.415);(296.212, 311.220, 88.523);-0,9979904;(0.674, 0.718, 0.173);(0.675, 0.709, 0.202)
L;(0.945, 1.342, -13.000);(0.997, 1.351, -13.030);0,061;(37.043, 39.547, 57.510);(38.015, 55.011, 55.634);-0,9893969;(0.469, 0.500, 0.728);(0.437, 0.632, 0.640)
R;(1.001, 1.250, -13.334);(1.008, 1.243, -13.330);0,011;(298.011, 317.646, 75.861);(295.851, 310.362, 89.478);-0,9974804;(0.674, 0.718, 0.172);(0.675, 0.709, 0.204)
L;(0.944, 1.343, -13.000);(0.997, 1.351, -13.030);0,062;(37.011, 39.334, 57.869);(38.015, 55.011, 55.634);-0,9888096;(0.468, 0.497, 0.731);(0.437, 0.632, 0.640)
R;(1.001, 1.250, -13.334);(1.008, 1.243, -13.330);0,011;(298.011, 317.646, 75.861);(295.851, 310.362, 89.478);-0,9974803;(0.674, 0.718, 0.172);(0.675, 0.709, 0.204)
L;(0.944, 1.343, -13.000);(0.997, 1.352, -13.030);0,062;(37.011, 39.334, 57.869);(37.874, 54.855, 55.380);-0,9887958;(0.468, 0.497, 0.731);(0.437, 0.633, 0.639)
R;(1.000, 1.249, -13.334);(1.008, 1.242, -13.330);0,011;(298.128, 317.410, 75.073);(295.693, 309.975, 89.908);-0,9967859;(0.675, 0.718, 0.170);(0.676, 0.708, 0.205)
L;(0.942, 1.344, -13.000);(0.997, 1.352, -13.030);0,064;(37.110, 38.823, 58.354);(37.874, 54.855, 55.380);-0,9876701;(0.468, 0.490, 0.736);(0.437, 0.633, 0.639)
R;(1.000, 1.249, -13.334);(1.008, 1.242, -13.330);0,011;(298.128, 317.410, 75.073);(295.693, 309.975, 89.908);-0,9967859;(0.675, 0.718, 0.170);(0.676, 0.708, 0.205)
L;(0.942, 1.344, -13.000);(0.997, 1.353, -13.031);0,065;(37.110, 38.823, 58.354);(37.582, 54.535, 54.857);-0,9876143;(0.468, 0.490, 0.736);(0.437, 0.634, 0.638)
R;(0.999, 1.249, -13.334);(1.008, 1.240, -13.330);0,013;(298.415, 317.159, 75.016);(295.370, 309.157, 90.814);-0,9963006;(0.675, 0.718, 0.170);(0.676, 0.707, 0.208)
L;(0.942, 1.345, -13.000);(0.997, 1.353, -13.031);0,065;(37.566, 39.099, 58.835);(37.582, 54.535, 54.857);-0,9875017;(0.470, 0.489, 0.735);(0.437, 0.634, 0.638)
R;(0.998, 1.250, -13.335);(1.008, 1.240, -13.330);0,015;(298.913, 317.203, 74.728);(295.370, 309.157, 90.814);-0,9959862;(0.676, 0.717, 0.169);(0.676, 0.707, 0.208)
L;(0.940, 1.346, -13.003);(0.997, 1.354, -13.032);0,065;(37.600, 40.064, 59.319);(37.460, 54.404, 54.642);-0,9882504;(0.465, 0.496, 0.734);(0.437, 0.635, 0.637)
R;(0.998, 1.250, -13.335);(1.008, 1.240, -13.330);0,015;(298.913, 317.203, 74.728);(295.239, 308.813, 91.195);-0,9958614;(0.676, 0.717, 0.169);(0.676, 0.707, 0.209)
L;(0.940, 1.346, -13.003);(0.997, 1.355, -13.033);0,066;(37.600, 40.064, 59.319);(36.999, 53.920, 53.841);-0,9880583;(0.465, 0.496, 0.734);(0.437, 0.637, 0.636)
R;(0.998, 1.250, -13.336);(1.008, 1.238, -13.330);0,017;(298.986, 317.968, 74.202);(294.753, 307.486, 92.659);-0,9953265;(0.675, 0.718, 0.168);(0.676, 0.705, 0.213)
L;(0.940, 1.345, -13.001);(0.997, 1.355, -13.033);0,066;(38.327, 39.406, 58.904);(36.999, 53.920, 53.841);-0,9875462;(0.476, 0.489, 0.731);(0.437, 0.637, 0.636)
R;(0.998, 1.250, -13.336);(1.008, 1.238, -13.330);0,017;(298.986, 317.968, 74.202);(294.753, 307.486, 92.659);-0,9953266;(0.675, 0.718, 0.168);(0.676, 0.705, 0.213)
L;(0.940, 1.345, -13.001);(0.997, 1.355, -13.032);0,066;(38.327, 39.406, 58.904);(37.198, 54.127, 54.184);-0,9876403;(0.476, 0.489, 0.731);(0.437, 0.636, 0.636)
R;(0.998, 1.250, -13.337);(1.008, 1.239, -13.330);0,017;(299.303, 319.323, 72.869);(294.960, 308.063, 92.024);-0,9951273;(0.675, 0.720, 0.164);(0.676, 0.706, 0.211)
L;(0.940, 1.344, -13.001);(0.997, 1.355, -13.032);0,066;(38.980, 39.550, 59.158);(37.198, 54.127, 54.184);-0,9874706;(0.480, 0.487, 0.729);(0.437, 0.636, 0.636)
R;(0.997, 1.251, -13.339);(1.008, 1.239, -13.330);0,019;(300.094, 320.478, 71.518);(294.960, 308.063, 92.023);-0,9943479;(0.675, 0.720, 0.161);(0.676, 0.706, 0.211)
L;(0.939, 1.343, -13.002);(0.997, 1.355, -13.033);0,067;(40.175, 40.279, 60.164);(37.108, 54.032, 54.028);-0,9870269;(0.485, 0.486, 0.727);(0.437, 0.636, 0.636)
R;(0.997, 1.251, -13.339);(1.008, 1.238, -13.330);0,020;(300.094, 320.478, 71.518);(294.865, 307.801, 92.312);-0,9942266;(0.675, 0.720, 0.161);(0.676, 0.706, 0.212)
L;(0.939, 1.343, -13.002);(0.997, 1.356, -13.033);0,068;(40.175, 40.279, 60.164);(36.901, 53.818, 53.672);-0,9868727;(0.485, 0.486, 0.727);(0.437, 0.637, 0.635)
R;(0.995, 1.251, -13.341);(1.008, 1.237, -13.330);0,022;(300.302, 321.401, 70.537);(294.651, 307.197, 92.977);-0,9935216;(0.674, 0.721, 0.158);(0.676, 0.705, 0.213)
L;(0.940, 1.346, -13.004);(0.997, 1.356, -13.033);0,065;(40.331, 41.831, 61.815);(36.901, 53.818, 53.672);-0,9869534;(0.475, 0.493, 0.729);(0.437, 0.637, 0.635)
R;(0.995, 1.251, -13.341);(1.008, 1.237, -13.330);0,022;(300.302, 321.401, 70.537);(294.651, 307.197, 92.977);-0,9935216;(0.674, 0.721, 0.158);(0.676, 0.705, 0.213)
L;(0.940, 1.346, -13.004);(0.997, 1.356, -13.033);0,065;(40.331, 41.831, 61.815);(36.875, 53.792, 53.629);-0,9869303;(0.475, 0.493, 0.729);(0.437, 0.637, 0.635)
R;(0.995, 1.252, -13.343);(1.008, 1.237, -13.330);0,024;(300.397, 320.779, 71.160);(294.625, 307.122, 93.060);-0,9936241;(0.675, 0.721, 0.160);(0.676, 0.705, 0.214)
L;(0.939, 1.347, -13.005);(0.997, 1.356, -13.033);0,065;(40.376, 42.616, 62.735);(36.875, 53.792, 53.629);-0,9868187;(0.470, 0.496, 0.730);(0.437, 0.637, 0.635)
R;(0.995, 1.252, -13.343);(1.008, 1.237, -13.330);0,024;(300.397, 320.779, 71.160);(294.625, 307.122, 93.060);-0,9936241;(0.675, 0.721, 0.160);(0.676, 0.705, 0.214)
L;(0.939, 1.347, -13.005);(0.997, 1.357, -13.034);0,066;(40.376, 42.616, 62.735);(36.724, 53.638, 53.372);-0,9866681;(0.470, 0.496, 0.730);(0.437, 0.638, 0.635)
R;(0.994, 1.254, -13.343);(1.008, 1.236, -13.330);0,026;(300.150, 319.252, 72.554);(294.472, 306.675, 93.551);-0,9938769;(0.676, 0.719, 0.163);(0.676, 0.704, 0.215)
L;(0.940, 1.347, -13.005);(0.997, 1.357, -13.034);0,065;(40.345, 42.387, 62.933);(36.724, 53.638, 53.372);-0,9861374;(0.469, 0.493, 0.732);(0.437, 0.638, 0.635)
R;(0.994, 1.254, -13.343);(1.008, 1.236, -13.330);0,026;(300.150, 319.252, 72.554);(294.472, 306.675, 93.551);-0,9938769;(0.676, 0.719, 0.163);(0.676, 0.704, 0.215)
L;(0.940, 1.347, -13.005);(0.997, 1.356, -13.034);0,065;(40.345, 42.387, 62.933);(36.805, 53.720, 53.509);-0,9862195;(0.469, 0.493, 0.732);(0.437, 0.637, 0.635)
R;(0.994, 1.256, -13.344);(1.008, 1.237, -13.330);0,028;(299.927, 318.470, 73.107);(294.554, 306.915, 93.287);-0,9941364;(0.676, 0.718, 0.165);(0.676, 0.705, 0.214)
L;(0.940, 1.346, -13.003);(0.997, 1.356, -13.034);0,066;(40.497, 41.327, 62.280);(36.805, 53.720, 53.509);-0,9855775;(0.476, 0.486, 0.733);(0.437, 0.637, 0.635)
R;(0.994, 1.256, -13.344);(1.008, 1.237, -13.330);0,028;(299.927, 318.470, 73.107);(294.554, 306.915, 93.287);-0,9941363;(0.676, 0.718, 0.165);(0.676, 0.705, 0.214)
L;(0.940, 1.346, -13.003);(0.997, 1.356, -13.033);0,066;(40.497, 41.327, 62.280);(36.976, 53.896, 53.802);-0,9857405;(0.476, 0.486, 0.733);(0.437, 0.637, 0.636)
R;(0.994, 1.258, -13.345);(1.008, 1.238, -13.330);0,029;(299.792, 318.582, 72.870);(294.729, 307.419, 92.733);-0,9942994;(0.676, 0.718, 0.164);(0.676, 0.705, 0.213)
L;(0.940, 1.346, -13.003);(0.997, 1.356, -13.033);0,066;(40.377, 41.576, 62.692);(36.976, 53.896, 53.802);-0,9856017;(0.473, 0.487, 0.734);(0.437, 0.637, 0.636)
R;(0.994, 1.262, -13.346);(1.008, 1.238, -13.330);0,033;(300.694, 319.403, 71.840);(294.729, 307.419, 92.733);-0,9934834;(0.676, 0.719, 0.162);(0.676, 0.705, 0.213)
L;(0.939, 1.345, -13.000);(0.997, 1.355, -13.033);0,067;(40.944, 41.763, 63.594);(36.999, 53.920, 53.841);-0,9845302;(0.474, 0.483, 0.736);(0.437, 0.637, 0.636)
R;(0.994, 1.262, -13.346);(1.008, 1.238, -13.330);0,033;(300.694, 319.403, 71.840);(294.752, 307.486, 92.659);-0,9935162;(0.676, 0.719, 0.162);(0.676, 0.705, 0.213)
L;(0.939, 1.345, -13.000);(0.997, 1.355, -13.033);0,067;(40.944, 41.763, 63.594);(37.071, 53.994, 53.964);-0,984606;(0.474, 0.483, 0.736);(0.437, 0.636, 0.636)
R;(0.994, 1.263, -13.349);(1.008, 1.238, -13.330);0,035;(300.815, 320.918, 70.643);(294.827, 307.694, 92.429);-0,9933629;(0.675, 0.720, 0.159);(0.676, 0.706, 0.212)
L;(0.939, 1.346, -13.002);(0.997, 1.355, -13.033);0,067;(40.740, 42.995, 64.748);(37.071, 53.994, 53.964);-0,9848301;(0.464, 0.490, 0.738);(0.437, 0.636, 0.636)
R;(0.994, 1.263, -13.349);(1.008, 1.238, -13.330);0,035;(300.815, 320.918, 70.643);(294.827, 307.694, 92.429);-0,9933628;(0.675, 0.720, 0.159);(0.676, 0.706, 0.212)
L;(0.939, 1.346, -13.002);(0.997, 1.356, -13.033);0,067;(40.740, 42.995, 64.748);(36.916, 53.834, 53.698);-0,9846533;(0.464, 0.490, 0.738);(0.437, 0.637, 0.635)
R;(0.994, 1.265, -13.352);(1.008, 1.237, -13.330);0,038;(301.780, 322.457, 69.252);(294.667, 307.241, 92.928);-0,992178;(0.675, 0.721, 0.155);(0.676, 0.705, 0.213)
L;(0.941, 1.348, -13.002);(0.997, 1.356, -13.033);0,065;(40.846, 44.166, 65.940);(36.916, 53.834, 53.698);-0,9845391;(0.458, 0.495, 0.739);(0.437, 0.637, 0.635)
R;(0.994, 1.265, -13.352);(1.008, 1.237, -13.330);0,038;(301.780, 322.457, 69.252);(294.667, 307.241, 92.928);-0,992178;(0.675, 0.721, 0.155);(0.676, 0.705, 0.213)
L;(0.941, 1.348, -13.002);(0.997, 1.355, -13.033);0,065;(40.846, 44.166, 65.940);(37.067, 53.990, 53.958);-0,9847274;(0.458, 0.495, 0.739);(0.437, 0.636, 0.636)
R;(0.994, 1.269, -13.353);(1.008, 1.238, -13.330);0,041;(302.464, 322.489, 69.209);(294.823, 307.684, 92.441);-0,9919635;(0.676, 0.721, 0.155);(0.676, 0.706, 0.212)
L;(0.941, 1.348, -13.002);(0.997, 1.355, -13.033);0,064;(41.448, 44.364, 66.004);(37.067, 53.990, 53.958);-0,9846779;(0.462, 0.495, 0.736);(0.437, 0.636, 0.636)
R;(0.994, 1.269, -13.353);(1.008, 1.238, -13.330);0,041;(302.464, 322.489, 69.209);(294.823, 307.684, 92.441);-0,9919634;(0.676, 0.721, 0.155);(0.676, 0.706, 0.212)
L;(0.941, 1.348, -13.002);(0.997, 1.354, -13.032);0,064;(41.448, 44.364, 66.004);(37.232, 54.162, 54.243);-0,9848862;(0.462, 0.495, 0.736);(0.437, 0.636, 0.637)
R;(0.994, 1.273, -13.354);(1.008, 1.239, -13.330);0,044;(302.999, 322.188, 69.293);(294.995, 308.161, 91.915);-0,9918135;(0.677, 0.720, 0.155);(0.676, 0.706, 0.211)
L;(0.942, 1.346, -13.001);(0.997, 1.354, -13.032);0,064;(42.353, 44.927, 66.495);(37.232, 54.162, 54.243);-0,9845744;(0.467, 0.495, 0.733);(0.437, 0.636, 0.637)
R;(0.993, 1.278, -13.357);(1.008, 1.239, -13.330);0,050;(303.832, 323.396, 67.503);(294.995, 308.161, 91.915);-0,9903036;(0.677, 0.721, 0.150);(0.676, 0.706, 0.211)
L;(0.944, 1.346, -13.000);(0.997, 1.354, -13.032);0,063;(44.569, 47.266, 69.016);(37.404, 54.345, 54.544);-0,9831081;(0.470, 0.499, 0.728);(0.437, 0.635, 0.637)
R;(0.993, 1.278, -13.357);(1.008, 1.240, -13.330);0,049;(303.832, 323.396, 67.503);(295.178, 308.654, 91.371);-0,9906253;(0.677, 0.721, 0.150);(0.676, 0.707, 0.209)
