L/R;Position Real;Rotation Real;Rotation Real Normalized
R;(7.767, 1.203, -18.440);(23.202, 170.009, 316.941);(0.064, 0.472, 0.879)
R;(7.767, 1.203, -18.440);(23.237, 170.129, 317.093);(0.064, 0.472, 0.879)
R;(7.767, 1.203, -18.440);(23.167, 170.339, 317.257);(0.064, 0.472, 0.879)
R;(7.767, 1.203, -18.440);(23.002, 170.643, 317.402);(0.064, 0.473, 0.879)
R;(7.767, 1.203, -18.440);(22.838, 171.203, 317.758);(0.063, 0.473, 0.879)
R;(7.767, 1.203, -18.440);(22.765, 171.816, 318.101);(0.063, 0.474, 0.878)
R;(7.767, 1.203, -18.440);(22.707, 171.968, 318.130);(0.063, 0.475, 0.878)
R;(7.767, 1.203, -18.440);(22.593, 171.937, 318.176);(0.062, 0.474, 0.878)
R;(7.767, 1.203, -18.440);(22.275, 172.298, 318.569);(0.061, 0.475, 0.878)
R;(7.767, 1.203, -18.440);(22.011, 172.609, 318.994);(0.061, 0.475, 0.878)
R;(7.767, 1.203, -18.440);(21.858, 172.820, 319.263);(0.060, 0.475, 0.878)
R;(7.767, 1.203, -18.440);(21.634, 172.916, 319.294);(0.059, 0.475, 0.878)
R;(7.767, 1.203, -18.440);(21.270, 173.092, 319.498);(0.058, 0.476, 0.878)
R;(7.767, 1.203, -18.440);(20.875, 173.437, 319.897);(0.057, 0.476, 0.878)
R;(7.767, 1.203, -18.440);(20.491, 173.754, 320.267);(0.056, 0.476, 0.878)
R;(7.767, 1.203, -18.440);(20.125, 173.924, 320.647);(0.055, 0.476, 0.878)
R;(7.767, 1.203, -18.440);(19.829, 174.120, 321.007);(0.054, 0.476, 0.878)
R;(7.767, 1.203, -18.440);(19.533, 174.397, 321.410);(0.053, 0.476, 0.878)
R;(7.767, 1.203, -18.440);(18.895, 174.500, 321.555);(0.052, 0.476, 0.878)
R;(7.767, 1.203, -18.440);(18.063, 174.605, 321.663);(0.049, 0.476, 0.878)
R;(7.767, 1.203, -18.440);(17.112, 174.786, 322.251);(0.047, 0.476, 0.878)
R;(7.767, 1.203, -18.440);(16.186, 175.024, 323.044);(0.044, 0.476, 0.878)
R;(7.767, 1.203, -18.440);(15.445, 175.105, 323.646);(0.042, 0.475, 0.879)
R;(7.767, 1.203, -18.440);(14.706, 175.421, 324.263);(0.040, 0.475, 0.879)
R;(7.767, 1.203, -18.440);(14.002, 175.816, 324.854);(0.038, 0.476, 0.879)
R;(7.767, 1.203, -18.440);(13.358, 176.185, 325.195);(0.036, 0.476, 0.879)
R;(7.767, 1.203, -18.440);(12.869, 176.705, 325.536);(0.035, 0.477, 0.878)
R;(7.767, 1.203, -18.440);(12.405, 177.273, 325.907);(0.033, 0.478, 0.878)
R;(7.767, 1.203, -18.440);(11.866, 178.090, 326.399);(0.032, 0.479, 0.877)
R;(7.767, 1.203, -18.440);(11.440, 179.010, 327.087);(0.031, 0.480, 0.877)
R;(7.767, 1.203, -18.440);(11.232, 179.874, 327.628);(0.030, 0.481, 0.876)
R;(7.767, 1.203, -18.440);(11.214, 180.638, 327.969);(0.030, 0.482, 0.876)
R;(7.767, 1.203, -18.440);(11.252, 181.368, 328.137);(0.030, 0.484, 0.875)
R;(7.767, 1.203, -18.440);(11.155, 182.231, 328.035);(0.030, 0.485, 0.874)
R;(7.767, 1.203, -18.440);(10.991, 183.186, 328.210);(0.029, 0.487, 0.873)
R;(7.750, 1.182, -18.380);(12.149, 183.535, 327.854);(0.032, 0.488, 0.872)
R;(7.752, 1.181, -18.386);(12.076, 184.746, 328.442);(0.032, 0.490, 0.871)
R;(7.754, 1.179, -18.393);(12.094, 185.838, 328.853);(0.032, 0.492, 0.870)
R;(7.746, 1.180, -18.403);(12.655, 187.859, 329.671);(0.033, 0.495, 0.868)
R;(7.746, 1.178, -18.410);(12.861, 188.761, 329.749);(0.034, 0.497, 0.867)
R;(7.747, 1.177, -18.417);(12.892, 189.749, 329.778);(0.034, 0.498, 0.866)
R;(7.745, 1.178, -18.426);(13.009, 190.976, 329.944);(0.034, 0.501, 0.865)
R;(7.742, 1.179, -18.435);(13.079, 192.263, 330.362);(0.034, 0.503, 0.864)
R;(7.741, 1.179, -18.443);(13.039, 193.314, 330.566);(0.034, 0.505, 0.863)
R;(7.740, 1.179, -18.451);(12.868, 194.186, 330.672);(0.034, 0.506, 0.862)
R;(7.740, 1.178, -18.460);(12.789, 195.225, 330.859);(0.033, 0.508, 0.861)
R;(7.739, 1.178, -18.469);(12.666, 196.515, 331.107);(0.033, 0.510, 0.859)
R;(7.737, 1.179, -18.477);(12.350, 197.978, 331.360);(0.032, 0.513, 0.858)
R;(7.735, 1.179, -18.485);(11.988, 199.166, 331.382);(0.031, 0.515, 0.857)
R;(7.733, 1.180, -18.495);(11.534, 200.258, 331.543);(0.030, 0.517, 0.856)
R;(7.731, 1.180, -18.504);(10.899, 201.464, 331.823);(0.028, 0.519, 0.854)
R;(7.728, 1.181, -18.514);(10.205, 202.757, 331.950);(0.026, 0.521, 0.853)
R;(7.724, 1.181, -18.525);(9.319, 204.029, 331.967);(0.024, 0.523, 0.852)
R;(7.721, 1.181, -18.535);(8.250, 205.343, 332.137);(0.021, 0.526, 0.850)
R;(7.717, 1.181, -18.545);(7.079, 206.762, 332.542);(0.018, 0.528, 0.849)
R;(7.712, 1.180, -18.558);(6.121, 208.280, 333.152);(0.016, 0.530, 0.848)
R;(7.707, 1.179, -18.570);(5.511, 209.919, 333.542);(0.014, 0.533, 0.846)
R;(7.703, 1.178, -18.583);(5.150, 211.560, 333.793);(0.013, 0.535, 0.845)
R;(7.696, 1.176, -18.598);(5.083, 213.535, 334.095);(0.013, 0.538, 0.843)
R;(7.688, 1.175, -18.612);(4.724, 215.463, 334.537);(0.012, 0.541, 0.841)
R;(7.680, 1.173, -18.627);(4.192, 217.468, 335.027);(0.010, 0.544, 0.839)
R;(7.671, 1.171, -18.642);(3.730, 219.425, 335.419);(0.009, 0.547, 0.837)
R;(7.660, 1.169, -18.658);(3.461, 221.299, 335.819);(0.009, 0.550, 0.835)
R;(7.649, 1.167, -18.673);(3.268, 223.339, 336.320);(0.008, 0.553, 0.833)
R;(7.636, 1.164, -18.689);(2.958, 225.666, 336.878);(0.007, 0.557, 0.831)
R;(7.623, 1.163, -18.704);(2.529, 227.970, 337.354);(0.006, 0.560, 0.829)
R;(7.609, 1.160, -18.720);(2.097, 230.248, 337.892);(0.005, 0.563, 0.826)
R;(7.594, 1.158, -18.735);(1.563, 232.478, 338.597);(0.004, 0.566, 0.824)
R;(7.579, 1.156, -18.749);(0.935, 234.746, 339.383);(0.002, 0.569, 0.822)
R;(7.561, 1.154, -18.764);(0.419, 237.122, 340.320);(0.001, 0.572, 0.820)
R;(7.543, 1.151, -18.777);(0.181, 239.517, 340.903);(0.000, 0.575, 0.818)
R;(7.525, 1.149, -18.790);(359.990, 241.857, 341.415);(0.652, 0.438, 0.619)
R;(7.506, 1.147, -18.802);(359.552, 244.254, 342.261);(0.650, 0.441, 0.619)
R;(7.487, 1.145, -18.812);(358.881, 246.510, 343.177);(0.647, 0.445, 0.619)
R;(7.468, 1.143, -18.822);(358.142, 248.814, 344.026);(0.645, 0.448, 0.619)
R;(7.446, 1.141, -18.830);(357.642, 251.238, 344.939);(0.642, 0.451, 0.620)
R;(7.425, 1.139, -18.838);(357.496, 253.624, 345.612);(0.640, 0.454, 0.619)
R;(7.405, 1.138, -18.845);(357.327, 255.968, 346.258);(0.639, 0.457, 0.619)
R;(7.382, 1.137, -18.849);(356.953, 258.327, 346.920);(0.637, 0.461, 0.619)
R;(7.361, 1.136, -18.853);(356.228, 260.625, 347.751);(0.634, 0.464, 0.619)
R;(7.339, 1.136, -18.855);(355.344, 262.820, 348.671);(0.631, 0.467, 0.619)
R;(7.318, 1.135, -18.856);(354.637, 264.906, 349.281);(0.629, 0.470, 0.619)
R;(7.297, 1.135, -18.856);(354.380, 267.095, 349.515);(0.627, 0.473, 0.619)
R;(7.275, 1.134, -18.855);(354.498, 269.446, 349.610);(0.626, 0.476, 0.618)
R;(7.254, 1.134, -18.853);(354.836, 271.827, 349.504);(0.625, 0.479, 0.616)
R;(7.233, 1.134, -18.850);(355.054, 274.091, 349.459);(0.624, 0.482, 0.615)
R;(7.214, 1.134, -18.845);(354.964, 276.064, 349.671);(0.623, 0.485, 0.614)
R;(7.195, 1.134, -18.839);(354.468, 278.054, 350.080);(0.621, 0.487, 0.614)
R;(7.177, 1.134, -18.832);(353.891, 280.079, 350.627);(0.619, 0.490, 0.614)
R;(7.160, 1.133, -18.825);(353.926, 282.134, 350.938);(0.618, 0.493, 0.613)
R;(7.144, 1.133, -18.817);(354.196, 284.089, 350.826);(0.617, 0.495, 0.611)
R;(7.129, 1.132, -18.809);(354.375, 285.885, 350.499);(0.617, 0.498, 0.610)
R;(7.115, 1.131, -18.800);(354.414, 287.577, 350.603);(0.616, 0.500, 0.609)
R;(7.102, 1.129, -18.791);(354.264, 289.353, 351.042);(0.614, 0.502, 0.609)
R;(7.090, 1.128, -18.782);(354.254, 290.998, 351.374);(0.613, 0.504, 0.608)
R;(7.079, 1.126, -18.773);(354.289, 292.480, 351.499);(0.612, 0.506, 0.608)
R;(7.068, 1.124, -18.765);(354.523, 294.107, 351.605);(0.612, 0.508, 0.607)
R;(7.059, 1.121, -18.756);(354.961, 295.776, 351.656);(0.611, 0.509, 0.606)
R;(7.050, 1.118, -18.748);(355.516, 297.356, 351.689);(0.611, 0.511, 0.604)
R;(7.042, 1.116, -18.740);(356.109, 298.832, 351.560);(0.611, 0.513, 0.603)
R;(7.034, 1.113, -18.733);(356.601, 300.322, 351.513);(0.611, 0.514, 0.602)
R;(7.029, 1.110, -18.725);(357.010, 301.583, 351.616);(0.610, 0.516, 0.601)
R;(7.023, 1.107, -18.719);(357.342, 302.757, 351.653);(0.610, 0.517, 0.600)
R;(7.018, 1.104, -18.713);(357.706, 303.823, 351.634);(0.610, 0.518, 0.600)
R;(7.014, 1.101, -18.708);(358.220, 304.762, 351.717);(0.610, 0.519, 0.599)
R;(7.012, 1.098, -18.704);(359.096, 305.505, 351.669);(0.611, 0.519, 0.598)
R;(7.009, 1.095, -18.699);(359.736, 306.450, 351.632);(0.611, 0.520, 0.597)
R;(7.007, 1.093, -18.695);(0.330, 307.249, 351.697);(0.001, 0.658, 0.753)
R;(7.006, 1.091, -18.693);(0.733, 307.803, 351.812);(0.002, 0.658, 0.753)
R;(7.005, 1.089, -18.691);(1.030, 308.042, 351.864);(0.002, 0.659, 0.752)
R;(7.005, 1.088, -18.689);(1.060, 307.963, 351.701);(0.002, 0.659, 0.752)
R;(7.006, 1.087, -18.688);(0.885, 307.795, 351.668);(0.002, 0.659, 0.752)
R;(7.007, 1.087, -18.688);(0.646, 307.731, 351.702);(0.001, 0.658, 0.753)
R;(7.008, 1.086, -18.688);(0.516, 307.764, 351.639);(0.001, 0.659, 0.752)
R;(7.009, 1.087, -18.688);(0.498, 307.816, 351.301);(0.001, 0.659, 0.752)
R;(7.010, 1.087, -18.689);(0.537, 307.770, 350.702);(0.001, 0.660, 0.752)
R;(7.012, 1.088, -18.690);(0.462, 307.633, 350.127);(0.001, 0.660, 0.751)
R;(7.014, 1.089, -18.691);(0.281, 307.508, 349.773);(0.001, 0.660, 0.751)
R;(7.017, 1.092, -18.694);(359.912, 307.085, 349.283);(0.612, 0.522, 0.594)
R;(7.018, 1.093, -18.696);(359.835, 306.830, 348.819);(0.612, 0.522, 0.594)
R;(7.021, 1.094, -18.698);(359.793, 306.391, 348.280);(0.613, 0.522, 0.593)
R;(7.024, 1.096, -18.701);(359.955, 305.710, 347.856);(0.614, 0.521, 0.593)
R;(7.027, 1.098, -18.704);(0.081, 304.836, 347.493);(0.000, 0.659, 0.752)
R;(7.031, 1.100, -18.707);(359.965, 303.793, 347.052);(0.615, 0.519, 0.593)
R;(7.037, 1.103, -18.711);(359.169, 302.414, 347.662);(0.615, 0.518, 0.595)
R;(7.043, 1.106, -18.715);(358.300, 300.485, 348.380);(0.614, 0.515, 0.597)
R;(7.050, 1.108, -18.718);(356.866, 298.556, 349.176);(0.613, 0.513, 0.600)
R;(7.057, 1.111, -18.722);(355.591, 296.690, 350.188);(0.612, 0.511, 0.603)
R;(7.064, 1.113, -18.724);(355.453, 295.237, 350.989);(0.613, 0.509, 0.605)
R;(1.000, 1.328, -13.297);(304.432, 153.511, 58.514);(0.880, 0.444, 0.169)
R;(1.000, 1.326, -13.298);(304.074, 155.765, 55.050);(0.879, 0.450, 0.159)
R;(1.000, 1.324, -13.300);(303.264, 159.033, 51.540);(0.876, 0.459, 0.149)
R;(1.000, 1.321, -13.301);(302.774, 161.627, 48.991);(0.873, 0.466, 0.141)
R;(1.000, 1.318, -13.302);(302.650, 163.689, 46.806);(0.872, 0.471, 0.135)
R;(1.000, 1.313, -13.302);(302.695, 165.037, 45.225);(0.871, 0.475, 0.130)
R;(1.000, 1.309, -13.302);(302.890, 165.410, 44.034);(0.871, 0.475, 0.127)
R;(0.999, 1.305, -13.302);(303.272, 165.741, 42.568);(0.871, 0.476, 0.122)
R;(0.999, 1.301, -13.303);(303.896, 167.054, 40.461);(0.870, 0.478, 0.116)
R;(0.999, 1.298, -13.304);(304.435, 169.575, 37.238);(0.869, 0.484, 0.106)
R;(0.999, 1.294, -13.304);(304.825, 171.953, 34.643);(0.867, 0.489, 0.099)
R;(0.999, 1.291, -13.305);(305.016, 173.733, 32.986);(0.865, 0.493, 0.094)
R;(0.998, 1.287, -13.306);(305.139, 175.042, 31.464);(0.864, 0.496, 0.089)
R;(0.998, 1.284, -13.307);(305.205, 176.648, 29.453);(0.862, 0.499, 0.083)
R;(0.997, 1.280, -13.308);(305.747, 178.988, 26.265);(0.861, 0.504, 0.074)
R;(0.996, 1.277, -13.311);(306.760, 182.218, 22.268);(0.858, 0.510, 0.062)
R;(0.996, 1.273, -13.314);(308.386, 187.138, 16.262);(0.854, 0.518, 0.045)
R;(0.995, 1.269, -13.318);(310.253, 191.496, 10.498);(0.851, 0.525, 0.029)
R;(0.995, 1.264, -13.321);(313.225, 195.994, 4.597);(0.848, 0.530, 0.012)
R;(0.995, 1.258, -13.325);(316.934, 199.810, 359.428);(0.610, 0.385, 0.692)
R;(0.995, 1.251, -13.329);(321.182, 203.018, 354.797);(0.618, 0.391, 0.682)
R;(0.994, 1.243, -13.332);(325.007, 205.981, 351.107);(0.624, 0.395, 0.674)
R;(0.994, 1.234, -13.333);(328.050, 208.411, 348.282);(0.629, 0.399, 0.667)
R;(0.994, 1.224, -13.334);(331.681, 209.845, 345.516);(0.634, 0.401, 0.661)
R;(0.995, 1.214, -13.335);(336.093, 210.874, 342.553);(0.641, 0.402, 0.653)
R;(0.995, 1.202, -13.335);(341.697, 211.662, 339.037);(0.650, 0.403, 0.645)
R;(0.994, 1.191, -13.332);(345.961, 212.884, 337.116);(0.655, 0.403, 0.639)
R;(0.993, 1.180, -13.327);(348.070, 214.108, 336.932);(0.657, 0.404, 0.636)
R;(0.992, 1.169, -13.319);(348.776, 214.555, 337.034);(0.658, 0.405, 0.635)
R;(0.992, 1.158, -13.311);(351.315, 214.099, 335.741);(0.662, 0.403, 0.632)
R;(0.992, 1.148, -13.303);(355.463, 213.258, 333.617);(0.668, 0.401, 0.627)
R;(0.991, 1.138, -13.293);(359.381, 212.807, 331.728);(0.674, 0.399, 0.622)
R;(0.989, 1.130, -13.280);(1.048, 213.227, 331.350);(0.003, 0.541, 0.841)
R;(0.989, 1.123, -13.266);(2.227, 212.669, 331.177);(0.006, 0.540, 0.841)
R;(0.988, 1.117, -13.251);(3.860, 211.437, 330.435);(0.010, 0.539, 0.842)
R;(0.987, 1.111, -13.238);(6.123, 210.664, 329.179);(0.016, 0.539, 0.842)
R;(0.986, 1.107, -13.222);(8.634, 209.989, 327.305);(0.022, 0.540, 0.841)
R;(0.986, 1.103, -13.205);(10.728, 209.082, 326.029);(0.028, 0.540, 0.841)
R;(0.986, 1.101, -13.186);(12.173, 206.913, 324.899);(0.032, 0.537, 0.843)
R;(0.985, 1.100, -13.167);(14.268, 204.556, 323.237);(0.037, 0.534, 0.844)
R;(0.985, 1.100, -13.149);(16.298, 202.493, 321.788);(0.043, 0.532, 0.846)
R;(0.984, 1.103, -13.130);(16.903, 201.007, 321.190);(0.045, 0.530, 0.847)
R;(0.983, 1.107, -13.113);(16.692, 199.404, 320.176);(0.044, 0.528, 0.848)
R;(0.983, 1.110, -13.096);(17.461, 197.292, 318.219);(0.047, 0.526, 0.849)
R;(0.982, 1.113, -13.080);(20.277, 194.549, 314.536);(0.055, 0.525, 0.849)
R;(0.982, 1.116, -13.064);(23.577, 191.187, 310.079);(0.065, 0.524, 0.849)
R;(0.982, 1.123, -13.047);(25.033, 188.287, 307.502);(0.069, 0.521, 0.851)
R;(0.981, 1.130, -13.031);(24.993, 185.707, 305.998);(0.070, 0.518, 0.853)
R;(0.980, 1.140, -13.017);(23.143, 183.548, 304.957);(0.065, 0.515, 0.855)
R;(0.979, 1.151, -13.003);(21.610, 181.298, 304.094);(0.061, 0.511, 0.857)
R;(0.978, 1.160, -12.989);(20.418, 178.324, 303.174);(0.058, 0.506, 0.861)
R;(0.977, 1.170, -12.978);(19.276, 174.177, 301.213);(0.055, 0.500, 0.864)
R;(0.975, 1.178, -12.969);(18.619, 170.459, 298.950);(0.054, 0.495, 0.867)
R;(0.974, 1.186, -12.961);(19.275, 167.658, 298.290);(0.056, 0.489, 0.870)
R;(0.972, 1.192, -12.955);(20.564, 166.024, 299.687);(0.060, 0.484, 0.873)
R;(0.970, 1.199, -12.949);(21.080, 165.263, 302.480);(0.061, 0.479, 0.876)
R;(0.965, 1.207, -12.943);(18.362, 163.737, 304.434);(0.053, 0.473, 0.879)
R;(0.959, 1.214, -12.938);(14.790, 162.358, 306.696);(0.043, 0.467, 0.883)
R;(0.954, 1.219, -12.933);(10.886, 159.389, 309.213);(0.031, 0.458, 0.888)
R;(1.002, 1.340, -13.300);(290.501, 136.231, 61.043);(0.889, 0.417, 0.187)
R;(1.001, 1.339, -13.301);(290.517, 135.963, 60.262);(0.890, 0.417, 0.185)
R;(1.000, 1.339, -13.301);(290.248, 136.782, 58.673);(0.890, 0.419, 0.180)
R;(1.000, 1.340, -13.302);(289.647, 139.926, 55.677);(0.887, 0.429, 0.171)
R;(1.000, 1.339, -13.303);(289.759, 143.080, 52.112);(0.885, 0.437, 0.159)
R;(1.000, 1.337, -13.303);(290.085, 142.624, 52.239);(0.886, 0.436, 0.160)
R;(1.001, 1.335, -13.303);(290.857, 140.353, 54.643);(0.888, 0.429, 0.167)
R;(1.001, 1.334, -13.303);(290.951, 139.875, 55.939);(0.888, 0.427, 0.171)
R;(1.000, 1.333, -13.304);(290.563, 141.467, 54.213);(0.887, 0.432, 0.165)
R;(0.999, 1.333, -13.306);(290.395, 145.272, 49.705);(0.884, 0.442, 0.151)
R;(0.999, 1.332, -13.307);(290.312, 149.851, 44.638);(0.880, 0.454, 0.135)
R;(0.999, 1.331, -13.308);(290.173, 153.551, 40.613);(0.877, 0.464, 0.123)
R;(1.000, 1.328, -13.308);(290.659, 154.812, 39.334);(0.876, 0.467, 0.119)
R;(1.001, 1.326, -13.309);(291.223, 155.485, 38.982);(0.876, 0.468, 0.117)
R;(1.001, 1.323, -13.310);(291.849, 156.211, 38.313);(0.876, 0.469, 0.115)
R;(1.001, 1.321, -13.312);(292.295, 159.253, 34.947);(0.873, 0.476, 0.104)
R;(1.001, 1.319, -13.314);(292.695, 164.109, 29.472);(0.869, 0.487, 0.087)
R;(1.001, 1.317, -13.317);(293.722, 170.956, 21.906);(0.862, 0.502, 0.064)
R;(1.002, 1.314, -13.319);(294.966, 177.552, 15.590);(0.856, 0.515, 0.045)
R;(1.003, 1.310, -13.320);(296.071, 181.240, 11.989);(0.852, 0.522, 0.035)
R;(1.003, 1.306, -13.320);(297.378, 183.576, 9.373);(0.851, 0.525, 0.027)
R;(1.004, 1.301, -13.320);(298.892, 185.412, 6.837);(0.850, 0.527, 0.019)
R;(1.004, 1.296, -13.321);(300.618, 187.544, 4.014);(0.848, 0.529, 0.011)
R;(1.005, 1.290, -13.321);(302.465, 190.330, 0.868);(0.846, 0.533, 0.002)
R;(1.005, 1.283, -13.322);(305.043, 193.607, 357.474);(0.600, 0.381, 0.703)
R;(1.006, 1.276, -13.323);(308.853, 196.563, 353.395);(0.607, 0.386, 0.695)
R;(1.005, 1.270, -13.325);(313.638, 199.114, 348.581);(0.616, 0.391, 0.684)
R;(1.004, 1.262, -13.329);(320.167, 202.152, 342.255);(0.627, 0.396, 0.671)
R;(1.003, 1.252, -13.333);(326.881, 205.504, 336.739);(0.638, 0.401, 0.657)
R;(1.001, 1.241, -13.335);(332.255, 209.779, 332.936);(0.645, 0.407, 0.646)
R;(0.998, 1.229, -13.333);(335.248, 213.936, 331.405);(0.648, 0.413, 0.640)
R;(0.996, 1.216, -13.327);(337.594, 215.332, 331.137);(0.650, 0.414, 0.637)
R;(0.995, 1.204, -13.321);(341.400, 214.473, 330.065);(0.655, 0.412, 0.633)
R;(0.994, 1.190, -13.314);(346.331, 213.172, 327.836);(0.663, 0.408, 0.628)
R;(0.993, 1.175, -13.307);(352.394, 212.435, 325.224);(0.672, 0.405, 0.620)
R;(0.991, 1.161, -13.298);(358.603, 212.428, 323.441);(0.680, 0.403, 0.613)
R;(0.990, 1.146, -13.287);(4.063, 212.437, 322.235);(0.011, 0.550, 0.835)
R;(0.989, 1.133, -13.272);(8.977, 211.343, 320.687);(0.023, 0.550, 0.835)
R;(0.986, 1.123, -13.254);(11.423, 210.329, 320.828);(0.030, 0.548, 0.836)
R;(0.985, 1.115, -13.235);(11.659, 209.111, 322.301);(0.030, 0.544, 0.839)
R;(0.983, 1.110, -13.213);(10.459, 206.640, 323.935);(0.027, 0.538, 0.843)
R;(0.981, 1.105, -13.194);(11.647, 204.528, 324.170);(0.030, 0.533, 0.845)
R;(0.978, 1.100, -13.174);(13.664, 201.594, 322.859);(0.036, 0.529, 0.848)
R;(0.977, 1.098, -13.155);(15.622, 197.864, 320.716);(0.041, 0.525, 0.850)
R;(0.974, 1.096, -13.136);(17.724, 194.049, 318.255);(0.047, 0.520, 0.853)
R;(0.971, 1.095, -13.118);(19.949, 191.787, 317.129);(0.054, 0.517, 0.854)
R;(0.968, 1.097, -13.102);(21.210, 191.322, 317.800);(0.057, 0.515, 0.855)
R;(0.965, 1.104, -13.087);(19.503, 190.880, 319.072);(0.052, 0.513, 0.857)
R;(0.963, 1.111, -13.074);(16.454, 189.647, 320.319);(0.044, 0.509, 0.860)
R;(0.961, 1.118, -13.061);(13.695, 187.889, 320.940);(0.037, 0.505, 0.862)
R;(0.959, 1.126, -13.051);(11.245, 186.250, 321.280);(0.030, 0.501, 0.865)
R;(0.957, 1.131, -13.043);(10.692, 185.129, 320.208);(0.029, 0.500, 0.865)
R;(0.956, 1.137, -13.036);(10.201, 183.775, 320.044);(0.028, 0.498, 0.867)
R;(0.954, 1.144, -13.032);(8.401, 183.663, 321.323);(0.023, 0.496, 0.868)
R;(0.952, 1.151, -13.030);(5.477, 184.162, 322.361);(0.015, 0.496, 0.868)
R;(0.952, 1.155, -13.030);(3.715, 184.638, 323.098);(0.010, 0.496, 0.868)
R;(0.951, 1.159, -13.032);(3.130, 185.159, 323.143);(0.008, 0.497, 0.868)
R;(0.951, 1.161, -13.034);(2.616, 186.034, 323.955);(0.007, 0.498, 0.867)
R;(0.952, 1.164, -13.039);(1.394, 186.920, 325.285);(0.004, 0.498, 0.867)
R;(0.953, 1.167, -13.046);(359.574, 188.537, 327.096);(0.690, 0.362, 0.627)
R;(0.953, 1.170, -13.054);(356.640, 190.934, 329.292);(0.684, 0.366, 0.631)
R;(0.953, 1.174, -13.062);(352.532, 193.136, 331.841);(0.676, 0.371, 0.637)
R;(0.953, 1.174, -13.071);(349.663, 194.423, 332.848);(0.672, 0.374, 0.640)
R;(0.955, 1.173, -13.081);(349.567, 195.476, 332.401);(0.672, 0.376, 0.639)
