L/R;Position Real;Rotation Real;Rotation Real Normalized
R;(7.731, 1.125, -18.472);(38.295, 197.797, 306.483);(0.104, 0.539, 0.836)
R;(7.731, 1.130, -18.465);(38.231, 196.065, 304.679);(0.105, 0.538, 0.836)
R;(7.731, 1.135, -18.459);(37.829, 194.962, 303.522);(0.104, 0.537, 0.837)
R;(7.732, 1.141, -18.453);(37.358, 194.257, 302.545);(0.103, 0.537, 0.837)
R;(7.733, 1.147, -18.446);(37.265, 193.572, 301.993);(0.103, 0.537, 0.837)
R;(7.734, 1.153, -18.440);(37.505, 192.485, 301.342);(0.104, 0.535, 0.838)
R;(7.735, 1.159, -18.435);(37.736, 190.921, 300.311);(0.105, 0.534, 0.839)
R;(7.736, 1.165, -18.432);(37.764, 189.602, 298.042);(0.106, 0.534, 0.839)
R;(7.736, 1.171, -18.430);(37.579, 189.194, 296.272);(0.106, 0.535, 0.838)
R;(7.738, 1.177, -18.428);(37.250, 188.634, 295.468);(0.106, 0.535, 0.838)
R;(7.739, 1.184, -18.426);(36.432, 188.177, 294.826);(0.104, 0.535, 0.838)
R;(7.740, 1.190, -18.424);(35.750, 187.606, 293.808);(0.102, 0.535, 0.838)
R;(7.742, 1.196, -18.422);(35.385, 186.707, 292.982);(0.101, 0.535, 0.839)
R;(7.743, 1.203, -18.421);(34.945, 186.122, 292.784);(0.100, 0.534, 0.840)
R;(7.743, 1.208, -18.420);(34.547, 185.532, 291.960);(0.099, 0.534, 0.840)
R;(7.744, 1.214, -18.420);(33.964, 185.159, 291.474);(0.098, 0.534, 0.840)
R;(7.745, 1.220, -18.420);(33.069, 184.980, 291.538);(0.095, 0.533, 0.841)
R;(7.745, 1.225, -18.421);(31.920, 184.991, 291.608);(0.092, 0.533, 0.841)
R;(7.745, 1.230, -18.422);(30.361, 185.541, 292.026);(0.087, 0.534, 0.841)
R;(7.745, 1.234, -18.423);(29.352, 186.096, 292.812);(0.084, 0.534, 0.841)
R;(7.746, 1.237, -18.424);(28.949, 185.906, 292.783);(0.083, 0.534, 0.841)
R;(7.745, 1.239, -18.425);(28.635, 185.825, 292.601);(0.082, 0.534, 0.841)
R;(7.746, 1.240, -18.426);(28.334, 185.867, 293.144);(0.081, 0.534, 0.842)
R;(7.746, 1.242, -18.428);(27.833, 186.027, 293.517);(0.080, 0.534, 0.842)
R;(7.746, 1.242, -18.429);(27.639, 186.232, 293.540);(0.079, 0.534, 0.842)
R;(7.746, 1.241, -18.431);(27.935, 186.618, 293.913);(0.080, 0.534, 0.842)
R;(7.745, 1.241, -18.432);(27.892, 187.115, 294.285);(0.080, 0.535, 0.841)
R;(7.746, 1.241, -18.433);(27.520, 187.528, 294.843);(0.079, 0.535, 0.841)
R;(7.746, 1.240, -18.434);(26.936, 187.813, 295.548);(0.077, 0.535, 0.842)
R;(7.746, 1.239, -18.436);(26.774, 188.203, 296.036);(0.076, 0.535, 0.841)
R;(7.746, 1.237, -18.437);(27.015, 188.696, 296.642);(0.077, 0.535, 0.841)
R;(7.746, 1.235, -18.438);(27.353, 189.095, 297.194);(0.077, 0.535, 0.841)
R;(7.746, 1.233, -18.440);(27.597, 189.230, 297.462);(0.078, 0.535, 0.841)
R;(7.746, 1.231, -18.441);(27.795, 189.168, 297.573);(0.079, 0.535, 0.841)
R;(7.746, 1.229, -18.441);(27.874, 189.241, 297.725);(0.079, 0.535, 0.841)
R;(7.746, 1.228, -18.442);(27.936, 189.348, 297.924);(0.079, 0.535, 0.841)
R;(7.746, 1.226, -18.443);(27.791, 189.608, 298.499);(0.078, 0.535, 0.842)
R;(7.746, 1.225, -18.444);(27.476, 190.005, 299.059);(0.077, 0.535, 0.842)
R;(7.746, 1.223, -18.444);(27.077, 190.497, 299.967);(0.076, 0.535, 0.842)
R;(7.746, 1.222, -18.444);(26.959, 191.020, 300.930);(0.075, 0.534, 0.842)
R;(7.746, 1.220, -18.445);(27.217, 191.271, 301.378);(0.076, 0.534, 0.842)
R;(7.749, 1.216, -18.444);(28.056, 191.136, 301.256);(0.078, 0.534, 0.842)
R;(7.751, 1.212, -18.443);(28.720, 191.066, 301.375);(0.080, 0.534, 0.842)
R;(7.754, 1.209, -18.442);(28.633, 191.135, 301.601);(0.080, 0.534, 0.842)
R;(7.754, 1.208, -18.442);(28.084, 191.326, 301.986);(0.078, 0.534, 0.842)
R;(7.754, 1.208, -18.442);(27.645, 191.755, 302.609);(0.077, 0.534, 0.842)
R;(7.754, 1.207, -18.442);(27.287, 192.090, 303.169);(0.076, 0.534, 0.842)
R;(7.755, 1.206, -18.442);(27.199, 192.034, 303.262);(0.076, 0.533, 0.842)
R;(7.755, 1.206, -18.442);(27.285, 191.842, 303.241);(0.076, 0.533, 0.843)
R;(7.755, 1.206, -18.442);(27.353, 191.727, 303.357);(0.076, 0.533, 0.843)
R;(7.756, 1.205, -18.442);(27.359, 191.874, 303.662);(0.076, 0.533, 0.843)
R;(7.756, 1.204, -18.442);(27.190, 192.103, 303.892);(0.075, 0.533, 0.843)
R;(7.757, 1.204, -18.442);(27.056, 192.353, 304.179);(0.075, 0.533, 0.843)
R;(7.757, 1.203, -18.442);(27.147, 192.446, 304.391);(0.075, 0.533, 0.843)
R;(7.757, 1.203, -18.442);(27.300, 192.320, 304.297);(0.076, 0.533, 0.843)
R;(7.758, 1.202, -18.442);(27.415, 192.256, 304.431);(0.076, 0.532, 0.843)
R;(7.759, 1.202, -18.441);(27.282, 192.328, 304.868);(0.075, 0.532, 0.843)
R;(7.760, 1.201, -18.441);(27.039, 192.485, 305.106);(0.075, 0.532, 0.843)
R;(7.760, 1.201, -18.441);(26.916, 192.752, 305.111);(0.074, 0.533, 0.843)
R;(7.761, 1.201, -18.441);(26.792, 192.964, 305.385);(0.074, 0.533, 0.843)
R;(7.762, 1.201, -18.441);(26.773, 193.045, 305.764);(0.074, 0.532, 0.843)
R;(7.763, 1.201, -18.441);(26.885, 193.043, 305.809);(0.074, 0.532, 0.843)
R;(7.763, 1.201, -18.440);(26.879, 192.685, 305.385);(0.074, 0.532, 0.843)
R;(7.764, 1.201, -18.440);(26.828, 192.424, 305.310);(0.074, 0.532, 0.844)
R;(7.765, 1.202, -18.440);(26.589, 192.309, 305.362);(0.073, 0.531, 0.844)
R;(7.765, 1.202, -18.440);(26.342, 192.318, 305.435);(0.073, 0.531, 0.844)
R;(7.766, 1.203, -18.440);(26.164, 192.354, 305.597);(0.072, 0.531, 0.844)
R;(7.766, 1.203, -18.440);(25.948, 192.579, 305.732);(0.072, 0.532, 0.844)
R;(7.767, 1.203, -18.440);(25.807, 192.806, 305.911);(0.071, 0.532, 0.844)
R;(7.767, 1.203, -18.440);(26.060, 192.690, 305.692);(0.072, 0.532, 0.844)
R;(7.767, 1.203, -18.440);(26.070, 192.609, 305.577);(0.072, 0.532, 0.844)
R;(7.767, 1.203, -18.440);(26.083, 192.590, 305.570);(0.072, 0.532, 0.844)
R;(7.767, 1.203, -18.440);(26.094, 192.608, 305.664);(0.072, 0.532, 0.844)
R;(7.767, 1.203, -18.440);(26.121, 192.629, 305.737);(0.072, 0.532, 0.844)
R;(7.767, 1.203, -18.440);(26.166, 192.604, 305.839);(0.072, 0.531, 0.844)
R;(7.767, 1.203, -18.440);(26.151, 192.613, 305.841);(0.072, 0.532, 0.844)
R;(7.767, 1.203, -18.440);(26.087, 192.612, 305.834);(0.072, 0.532, 0.844)
R;(7.767, 1.203, -18.440);(25.999, 192.539, 305.839);(0.072, 0.531, 0.844)
R;(7.767, 1.203, -18.440);(25.964, 192.521, 305.828);(0.072, 0.531, 0.844)
R;(7.767, 1.203, -18.440);(25.964, 192.524, 305.820);(0.072, 0.531, 0.844)
R;(7.767, 1.203, -18.440);(25.950, 192.528, 305.807);(0.072, 0.531, 0.844)
R;(7.767, 1.203, -18.440);(25.939, 192.491, 305.844);(0.072, 0.531, 0.844)
R;(7.767, 1.203, -18.440);(25.974, 192.500, 305.915);(0.072, 0.531, 0.844)
R;(7.767, 1.203, -18.440);(26.039, 192.505, 305.904);(0.072, 0.531, 0.844)
R;(7.767, 1.203, -18.440);(26.085, 192.463, 305.879);(0.072, 0.531, 0.844)
R;(7.767, 1.203, -18.440);(26.123, 192.407, 305.858);(0.072, 0.531, 0.844)
R;(7.767, 1.203, -18.440);(26.189, 192.253, 305.846);(0.072, 0.531, 0.844)
R;(7.767, 1.203, -18.440);(26.279, 192.095, 305.865);(0.073, 0.530, 0.845)
R;(7.767, 1.203, -18.440);(26.309, 191.974, 305.858);(0.073, 0.530, 0.845)
R;(7.767, 1.203, -18.440);(26.293, 191.876, 305.854);(0.073, 0.530, 0.845)
R;(7.767, 1.203, -18.440);(26.263, 191.850, 305.881);(0.073, 0.530, 0.845)
R;(7.767, 1.203, -18.440);(26.169, 191.841, 305.864);(0.072, 0.530, 0.845)
R;(7.767, 1.203, -18.440);(25.966, 191.671, 305.916);(0.072, 0.530, 0.845)
R;(7.767, 1.203, -18.440);(25.863, 191.544, 306.007);(0.071, 0.529, 0.845)
R;(7.767, 1.203, -18.440);(25.888, 191.477, 306.008);(0.072, 0.529, 0.846)
R;(7.767, 1.203, -18.440);(25.982, 191.358, 306.002);(0.072, 0.529, 0.846)
R;(7.767, 1.203, -18.440);(26.208, 191.168, 306.021);(0.072, 0.528, 0.846)
R;(7.767, 1.203, -18.440);(26.390, 190.948, 306.067);(0.073, 0.528, 0.846)
R;(7.767, 1.203, -18.440);(26.382, 190.789, 306.200);(0.073, 0.527, 0.846)
R;(7.767, 1.203, -18.440);(26.165, 190.628, 306.336);(0.072, 0.527, 0.847)
R;(7.767, 1.203, -18.440);(25.844, 190.364, 306.493);(0.071, 0.526, 0.847)
R;(7.767, 1.203, -18.440);(25.502, 190.061, 306.657);(0.071, 0.525, 0.848)
R;(7.767, 1.203, -18.440);(25.324, 189.644, 306.700);(0.070, 0.525, 0.848)
R;(7.767, 1.203, -18.440);(25.278, 189.278, 306.692);(0.070, 0.524, 0.849)
R;(7.767, 1.203, -18.440);(25.214, 188.904, 306.767);(0.070, 0.523, 0.849)
R;(7.767, 1.203, -18.440);(24.965, 188.628, 306.856);(0.069, 0.522, 0.850)
R;(7.767, 1.203, -18.440);(24.608, 188.359, 307.038);(0.068, 0.522, 0.850)
R;(7.767, 1.203, -18.440);(24.375, 188.115, 307.303);(0.067, 0.521, 0.851)
R;(7.767, 1.203, -18.440);(24.345, 187.915, 307.547);(0.067, 0.520, 0.851)
R;(7.767, 1.203, -18.440);(24.442, 187.704, 307.604);(0.068, 0.520, 0.852)
R;(7.767, 1.203, -18.440);(24.463, 187.319, 307.621);(0.068, 0.519, 0.852)
R;(7.767, 1.203, -18.440);(24.379, 186.912, 307.745);(0.068, 0.518, 0.853)
R;(7.767, 1.203, -18.440);(24.209, 186.478, 307.900);(0.067, 0.517, 0.853)
R;(7.767, 1.203, -18.440);(24.057, 185.912, 308.053);(0.067, 0.516, 0.854)
R;(7.767, 1.203, -18.440);(23.861, 185.451, 308.160);(0.066, 0.514, 0.855)
R;(7.767, 1.203, -18.440);(23.684, 184.982, 308.314);(0.066, 0.513, 0.856)
R;(7.767, 1.203, -18.440);(23.525, 184.509, 308.608);(0.065, 0.512, 0.856)
R;(7.767, 1.203, -18.440);(23.415, 184.089, 308.866);(0.065, 0.511, 0.857)
R;(7.767, 1.203, -18.440);(23.252, 183.820, 308.975);(0.065, 0.510, 0.858)
R;(7.767, 1.203, -18.440);(23.117, 183.535, 309.297);(0.064, 0.509, 0.858)
R;(7.767, 1.203, -18.440);(22.948, 183.218, 309.708);(0.064, 0.508, 0.859)
R;(7.767, 1.203, -18.440);(22.794, 182.858, 310.087);(0.063, 0.507, 0.860)
R;(7.767, 1.203, -18.440);(22.828, 182.448, 310.378);(0.063, 0.506, 0.860)
R;(7.767, 1.203, -18.440);(22.948, 181.955, 310.504);(0.064, 0.505, 0.861)
R;(7.767, 1.203, -18.440);(23.173, 181.412, 310.676);(0.064, 0.503, 0.862)
R;(7.767, 1.203, -18.440);(23.319, 180.867, 310.768);(0.065, 0.502, 0.862)
R;(7.767, 1.203, -18.440);(23.358, 180.399, 310.991);(0.065, 0.501, 0.863)
R;(7.767, 1.203, -18.440);(23.362, 179.942, 311.340);(0.065, 0.499, 0.864)
R;(7.767, 1.203, -18.440);(23.390, 179.452, 311.631);(0.065, 0.498, 0.865)
R;(7.767, 1.203, -18.440);(23.350, 178.967, 311.832);(0.065, 0.497, 0.865)
R;(7.767, 1.203, -18.440);(23.346, 178.619, 312.193);(0.065, 0.496, 0.866)
R;(7.767, 1.203, -18.440);(23.273, 178.272, 312.382);(0.065, 0.495, 0.867)
R;(7.767, 1.203, -18.440);(23.398, 177.831, 312.592);(0.065, 0.493, 0.867)
R;(7.767, 1.203, -18.440);(23.651, 177.387, 312.762);(0.066, 0.492, 0.868)
R;(7.767, 1.203, -18.440);(23.854, 176.860, 312.786);(0.066, 0.491, 0.869)
R;(7.767, 1.203, -18.440);(23.977, 176.436, 312.921);(0.067, 0.490, 0.869)
R;(7.767, 1.203, -18.440);(23.970, 176.028, 313.102);(0.067, 0.489, 0.870)
R;(7.767, 1.203, -18.440);(23.983, 175.630, 313.369);(0.067, 0.488, 0.870)
R;(7.767, 1.203, -18.440);(24.031, 175.165, 313.567);(0.067, 0.487, 0.871)
R;(7.767, 1.203, -18.440);(24.202, 174.636, 313.651);(0.067, 0.485, 0.872)
R;(7.767, 1.203, -18.440);(24.302, 174.078, 313.610);(0.068, 0.484, 0.872)
R;(7.767, 1.203, -18.440);(24.236, 173.643, 313.806);(0.067, 0.483, 0.873)
R;(7.767, 1.203, -18.440);(23.959, 173.216, 314.113);(0.067, 0.482, 0.874)
R;(7.767, 1.203, -18.440);(23.662, 172.770, 314.186);(0.066, 0.481, 0.874)
R;(7.767, 1.203, -18.440);(23.483, 172.334, 314.317);(0.065, 0.480, 0.875)
R;(7.767, 1.203, -18.440);(23.415, 171.893, 314.488);(0.065, 0.479, 0.876)
R;(7.767, 1.203, -18.440);(23.481, 171.543, 314.546);(0.065, 0.478, 0.876)
R;(7.767, 1.203, -18.440);(23.748, 170.989, 314.508);(0.066, 0.477, 0.877)
R;(7.767, 1.203, -18.440);(23.931, 170.425, 314.500);(0.067, 0.475, 0.877)
R;(7.767, 1.203, -18.440);(23.782, 170.107, 314.702);(0.066, 0.474, 0.878)
R;(7.767, 1.203, -18.440);(23.424, 169.977, 314.850);(0.065, 0.474, 0.878)
R;(7.767, 1.203, -18.440);(22.957, 169.779, 314.966);(0.064, 0.474, 0.878)
R;(7.767, 1.203, -18.440);(22.816, 169.537, 315.325);(0.064, 0.473, 0.879)
R;(7.767, 1.203, -18.440);(22.911, 169.166, 315.348);(0.064, 0.472, 0.879)
R;(7.767, 1.203, -18.440);(23.252, 168.716, 315.220);(0.065, 0.471, 0.880)
R;(7.767, 1.203, -18.440);(23.503, 168.328, 315.305);(0.066, 0.470, 0.880)
R;(7.767, 1.203, -18.440);(23.594, 168.073, 315.517);(0.066, 0.469, 0.881)
R;(7.767, 1.203, -18.440);(23.576, 167.998, 315.639);(0.066, 0.469, 0.881)
R;(7.767, 1.203, -18.440);(23.505, 167.914, 315.617);(0.066, 0.469, 0.881)
R;(7.767, 1.203, -18.440);(23.355, 167.811, 315.774);(0.065, 0.468, 0.881)
R;(7.767, 1.203, -18.440);(23.276, 167.643, 315.868);(0.065, 0.468, 0.881)
R;(7.767, 1.203, -18.440);(23.433, 167.474, 315.708);(0.065, 0.468, 0.882)
R;(7.767, 1.203, -18.440);(23.699, 167.199, 315.577);(0.066, 0.467, 0.882)
R;(7.767, 1.203, -18.440);(23.803, 167.187, 315.693);(0.066, 0.467, 0.882)
R;(7.767, 1.203, -18.440);(23.729, 167.220, 315.738);(0.066, 0.467, 0.882)
R;(7.767, 1.203, -18.440);(23.673, 167.045, 315.760);(0.066, 0.467, 0.882)
R;(7.767, 1.203, -18.440);(23.554, 166.931, 315.852);(0.066, 0.466, 0.882)
R;(7.767, 1.203, -18.440);(23.407, 166.834, 316.009);(0.065, 0.466, 0.882)
R;(7.767, 1.203, -18.440);(23.314, 166.784, 316.103);(0.065, 0.466, 0.883)
R;(7.767, 1.203, -18.440);(23.304, 166.721, 316.056);(0.065, 0.466, 0.883)
R;(7.767, 1.203, -18.440);(23.293, 166.643, 316.023);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.321, 166.551, 316.067);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.357, 166.513, 316.150);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.368, 166.508, 316.136);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.349, 166.458, 316.178);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.306, 166.447, 316.260);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.246, 166.469, 316.293);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.192, 166.485, 316.281);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.170, 166.464, 316.330);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.164, 166.533, 316.397);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.177, 166.561, 316.406);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.187, 166.589, 316.426);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.199, 166.590, 316.476);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.187, 166.686, 316.454);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.167, 166.819, 316.443);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.174, 166.878, 316.474);(0.065, 0.465, 0.883)
R;(7.767, 1.203, -18.440);(23.155, 167.006, 316.460);(0.065, 0.466, 0.883)
R;(7.767, 1.203, -18.440);(23.175, 167.092, 316.459);(0.065, 0.466, 0.882)
R;(7.767, 1.203, -18.440);(23.213, 167.124, 316.463);(0.065, 0.466, 0.882)
R;(7.767, 1.203, -18.440);(23.233, 167.105, 316.449);(0.065, 0.466, 0.882)
R;(7.767, 1.203, -18.440);(23.240, 167.178, 316.433);(0.065, 0.466, 0.882)
R;(7.767, 1.203, -18.440);(23.241, 167.277, 316.402);(0.065, 0.466, 0.882)
R;(7.767, 1.203, -18.440);(23.200, 167.353, 316.381);(0.065, 0.467, 0.882)
R;(7.767, 1.203, -18.440);(23.127, 167.512, 316.399);(0.064, 0.467, 0.882)
R;(7.767, 1.203, -18.440);(23.041, 167.657, 316.361);(0.064, 0.467, 0.882)
R;(7.767, 1.203, -18.440);(22.968, 167.792, 316.291);(0.064, 0.468, 0.882)
R;(7.767, 1.203, -18.440);(22.962, 167.838, 316.296);(0.064, 0.468, 0.882)
R;(7.767, 1.203, -18.440);(23.016, 167.868, 316.241);(0.064, 0.468, 0.881)
R;(7.767, 1.203, -18.440);(23.072, 167.947, 316.162);(0.064, 0.468, 0.881)
R;(7.767, 1.203, -18.440);(23.116, 168.135, 316.156);(0.064, 0.469, 0.881)
R;(7.767, 1.203, -18.440);(23.122, 168.376, 316.189);(0.064, 0.469, 0.881)
R;(7.767, 1.203, -18.440);(23.110, 168.485, 316.178);(0.064, 0.469, 0.881)
R;(7.767, 1.203, -18.440);(23.073, 168.474, 316.217);(0.064, 0.469, 0.881)
R;(7.767, 1.203, -18.440);(23.042, 168.447, 316.255);(0.064, 0.469, 0.881)
R;(7.767, 1.203, -18.440);(22.962, 168.590, 316.386);(0.064, 0.469, 0.881)
R;(7.767, 1.203, -18.440);(22.883, 168.871, 316.576);(0.064, 0.470, 0.881)
R;(7.767, 1.203, -18.440);(22.832, 169.232, 316.694);(0.063, 0.470, 0.880)
R;(7.767, 1.203, -18.440);(22.873, 169.578, 316.835);(0.064, 0.471, 0.880)
R;(7.767, 1.203, -18.440);(22.962, 169.858, 317.005);(0.064, 0.471, 0.880)
R;(7.767, 1.203, -18.440);(23.122, 170.029, 316.993);(0.064, 0.472, 0.879)
