L/R;Position Real;Position Virtual;Distance;Rotation Real;Rotation Virtual;Rotation Similarity;Rotation Real Normalized;Rotation Virtual Normalized
L;(0.677, 1.048, -12.954);(0.968, 1.294, -13.010);0.385;(26.520, 190.421, 172.435);(32.916, 192.767, 173.784);-0.9982841;(0.103, 0.737, 0.668);(0.126, 0.737, 0.664)
L;(0.677, 1.048, -12.954);(0.968, 1.294, -13.010);0.385;(26.520, 190.421, 172.435);(32.916, 192.767, 173.784);-0.9982841;(0.103, 0.737, 0.668);(0.126, 0.737, 0.664)
L;(0.677, 1.048, -12.954);(0.968, 1.294, -13.010);0.385;(26.520, 190.421, 172.435);(32.916, 192.767, 173.784);-0.998284;(0.103, 0.737, 0.668);(0.126, 0.737, 0.664)
L;(0.677, 1.048, -12.954);(0.968, 1.294, -13.010);0.385;(26.520, 190.421, 172.435);(32.916, 192.767, 173.784);-0.9982841;(0.103, 0.737, 0.668);(0.126, 0.737, 0.664)
L;(0.673, 1.046, -12.957);(0.968, 1.294, -13.010);0.389;(27.492, 189.104, 172.397);(32.916, 192.767, 173.784);-0.9984914;(0.107, 0.735, 0.670);(0.126, 0.737, 0.664)
L;(0.673, 1.046, -12.957);(0.968, 1.294, -13.010);0.389;(27.492, 189.104, 172.397);(32.916, 192.767, 173.784);-0.9984914;(0.107, 0.735, 0.670);(0.126, 0.737, 0.664)
L;(0.673, 1.046, -12.957);(0.968, 1.294, -13.010);0.389;(27.492, 189.104, 172.397);(32.916, 192.767, 173.784);-0.9984914;(0.107, 0.735, 0.670);(0.126, 0.737, 0.664)
L;(0.673, 1.046, -12.957);(0.968, 1.294, -13.010);0.389;(27.492, 189.104, 172.397);(32.916, 192.767, 173.784);-0.9984914;(0.107, 0.735, 0.670);(0.126, 0.737, 0.664)
L;(0.673, 1.046, -12.957);(0.968, 1.294, -13.010);0.389;(27.492, 189.104, 172.397);(32.916, 192.767, 173.784);-0.9984914;(0.107, 0.735, 0.670);(0.126, 0.737, 0.664)
L;(0.668, 1.045, -12.960);(0.968, 1.294, -13.010);0.393;(27.610, 188.149, 172.235);(32.916, 192.767, 173.784);-0.9983004;(0.108, 0.733, 0.671);(0.126, 0.737, 0.664)
L;(0.668, 1.045, -12.960);(0.968, 1.294, -13.010);0.393;(27.610, 188.149, 172.235);(32.916, 192.767, 173.784);-0.9983004;(0.108, 0.733, 0.671);(0.126, 0.737, 0.664)
L;(0.668, 1.045, -12.960);(0.968, 1.294, -13.010);0.393;(27.610, 188.149, 172.235);(32.916, 192.767, 173.784);-0.9983004;(0.108, 0.733, 0.671);(0.126, 0.737, 0.664)
L;(0.666, 1.045, -12.961);(0.968, 1.294, -13.010);0.395;(27.549, 187.218, 172.305);(32.916, 192.767, 173.784);-0.997964;(0.108, 0.732, 0.673);(0.126, 0.737, 0.664)
L;(0.666, 1.045, -12.961);(0.968, 1.294, -13.010);0.395;(27.549, 187.218, 172.305);(32.916, 192.767, 173.784);-0.9979639;(0.108, 0.732, 0.673);(0.126, 0.737, 0.664)
L;(0.666, 1.045, -12.961);(0.968, 1.294, -13.010);0.395;(27.549, 187.218, 172.305);(32.916, 192.767, 173.784);-0.9979639;(0.108, 0.732, 0.673);(0.126, 0.737, 0.664)
L;(0.666, 1.045, -12.961);(0.968, 1.294, -13.010);0.395;(27.549, 187.218, 172.305);(32.916, 192.767, 173.784);-0.997964;(0.108, 0.732, 0.673);(0.126, 0.737, 0.664)
L;(0.664, 1.046, -12.958);(0.968, 1.294, -13.010);0.396;(26.437, 183.430, 171.776);(32.916, 192.767, 173.784);-0.9956434;(0.105, 0.726, 0.680);(0.126, 0.737, 0.664)
L;(0.664, 1.046, -12.958);(0.968, 1.294, -13.010);0.396;(26.437, 183.430, 171.776);(32.916, 192.767, 173.784);-0.9956434;(0.105, 0.726, 0.680);(0.126, 0.737, 0.664)
L;(0.664, 1.046, -12.958);(0.968, 1.294, -13.010);0.396;(26.437, 183.430, 171.776);(32.916, 192.767, 173.784);-0.9956434;(0.105, 0.726, 0.680);(0.126, 0.737, 0.664)
L;(0.663, 1.045, -12.963);(0.968, 1.294, -13.010);0.397;(27.629, 185.400, 172.206);(32.916, 192.767, 173.784);-0.9972243;(0.109, 0.728, 0.677);(0.126, 0.737, 0.664)
L;(0.663, 1.045, -12.963);(0.968, 1.294, -13.010);0.397;(27.629, 185.400, 172.206);(32.916, 192.767, 173.784);-0.9972243;(0.109, 0.728, 0.677);(0.126, 0.737, 0.664)
L;(0.663, 1.045, -12.963);(0.968, 1.294, -13.010);0.397;(27.629, 185.400, 172.206);(32.916, 192.767, 173.784);-0.9972243;(0.109, 0.728, 0.677);(0.126, 0.737, 0.664)
L;(0.663, 1.049, -12.962);(0.968, 1.294, -13.010);0.395;(26.627, 182.867, 172.023);(32.916, 192.767, 173.784);-0.9953117;(0.105, 0.724, 0.681);(0.126, 0.737, 0.664)
L;(0.663, 1.049, -12.962);(0.968, 1.294, -13.010);0.395;(26.627, 182.867, 172.023);(32.916, 192.767, 173.784);-0.9953117;(0.105, 0.724, 0.681);(0.126, 0.737, 0.664)
L;(0.663, 1.049, -12.962);(0.968, 1.294, -13.010);0.395;(26.627, 182.867, 172.023);(32.916, 192.767, 173.784);-0.9953117;(0.105, 0.724, 0.681);(0.126, 0.737, 0.664)
L;(0.663, 1.049, -12.962);(0.968, 1.294, -13.010);0.395;(26.627, 182.867, 172.023);(32.916, 192.767, 173.784);-0.9953117;(0.105, 0.724, 0.681);(0.126, 0.737, 0.664)
L;(0.663, 1.049, -12.962);(0.968, 1.294, -13.010);0.395;(26.627, 182.867, 172.023);(32.916, 192.767, 173.783);-0.9953117;(0.105, 0.724, 0.681);(0.126, 0.737, 0.664)
L;(0.662, 1.050, -12.967);(0.968, 1.294, -13.010);0.394;(27.558, 184.346, 171.260);(32.916, 192.767, 173.783);-0.9967843;(0.109, 0.728, 0.677);(0.126, 0.737, 0.664)
L;(0.662, 1.050, -12.967);(0.968, 1.294, -13.010);0.394;(27.558, 184.346, 171.260);(32.916, 192.767, 173.783);-0.9967842;(0.109, 0.728, 0.677);(0.126, 0.737, 0.664)
L;(0.662, 1.050, -12.967);(0.968, 1.294, -13.010);0.394;(27.558, 184.346, 171.260);(32.916, 192.767, 173.783);-0.9967842;(0.109, 0.728, 0.677);(0.126, 0.737, 0.664)
L;(0.662, 1.050, -12.967);(0.968, 1.294, -13.010);0.394;(27.558, 184.346, 171.260);(32.916, 192.767, 173.783);-0.9967843;(0.109, 0.728, 0.677);(0.126, 0.737, 0.664)
L;(0.662, 1.052, -12.972);(0.968, 1.294, -13.010);0.392;(28.474, 184.541, 170.417);(32.916, 192.767, 173.783);-0.997321;(0.113, 0.730, 0.674);(0.126, 0.737, 0.664)
L;(0.662, 1.052, -12.972);(0.968, 1.294, -13.010);0.392;(28.474, 184.541, 170.417);(32.916, 192.767, 173.783);-0.9973211;(0.113, 0.730, 0.674);(0.126, 0.737, 0.664)
L;(0.662, 1.052, -12.972);(0.968, 1.294, -13.010);0.392;(28.474, 184.541, 170.417);(32.916, 192.767, 173.783);-0.9973211;(0.113, 0.730, 0.674);(0.126, 0.737, 0.664)
L;(0.662, 1.052, -12.972);(0.968, 1.294, -13.010);0.392;(28.474, 184.541, 170.417);(32.916, 192.767, 173.783);-0.997321;(0.113, 0.730, 0.674);(0.126, 0.737, 0.664)
L;(0.662, 1.056, -12.976);(0.968, 1.294, -13.010);0.390;(28.278, 184.713, 169.201);(32.916, 192.766, 173.783);-0.9973465;(0.112, 0.733, 0.671);(0.126, 0.737, 0.664)
L;(0.662, 1.056, -12.976);(0.968, 1.294, -13.010);0.390;(28.278, 184.713, 169.201);(32.916, 192.766, 173.783);-0.9973465;(0.112, 0.733, 0.671);(0.126, 0.737, 0.664)
L;(0.662, 1.056, -12.976);(0.968, 1.294, -13.010);0.390;(28.278, 184.713, 169.201);(32.916, 192.766, 173.783);-0.9973465;(0.112, 0.733, 0.671);(0.126, 0.737, 0.664)
L;(0.661, 1.059, -12.981);(0.968, 1.294, -13.010);0.388;(29.063, 185.442, 168.026);(32.916, 192.766, 173.783);-0.997787;(0.115, 0.736, 0.667);(0.126, 0.737, 0.664)
L;(0.661, 1.059, -12.981);(0.968, 1.294, -13.010);0.388;(29.063, 185.442, 168.026);(32.916, 192.766, 173.783);-0.997787;(0.115, 0.736, 0.667);(0.126, 0.737, 0.664)
L;(0.661, 1.059, -12.981);(0.968, 1.294, -13.010);0.388;(29.063, 185.442, 168.026);(32.916, 192.766, 173.783);-0.997787;(0.115, 0.736, 0.667);(0.126, 0.737, 0.664)
L;(0.662, 1.062, -12.983);(0.968, 1.294, -13.010);0.385;(29.434, 185.337, 167.720);(32.916, 192.766, 173.783);-0.9978162;(0.117, 0.736, 0.666);(0.126, 0.737, 0.664)
L;(0.662, 1.062, -12.983);(0.968, 1.294, -13.010);0.385;(29.434, 185.337, 167.720);(32.916, 192.767, 173.783);-0.9978162;(0.117, 0.736, 0.666);(0.126, 0.737, 0.664)
L;(0.662, 1.062, -12.983);(0.968, 1.294, -13.010);0.385;(29.434, 185.337, 167.720);(32.916, 192.767, 173.783);-0.9978162;(0.117, 0.736, 0.666);(0.126, 0.737, 0.664)
L;(0.663, 1.064, -12.984);(0.968, 1.294, -13.010);0.383;(29.042, 184.363, 166.901);(32.916, 192.767, 173.783);-0.997209;(0.116, 0.736, 0.667);(0.126, 0.737, 0.664)
L;(0.663, 1.064, -12.984);(0.968, 1.294, -13.010);0.383;(29.042, 184.363, 166.901);(32.916, 192.767, 173.783);-0.997209;(0.116, 0.736, 0.667);(0.126, 0.737, 0.664)
L;(0.663, 1.064, -12.984);(0.968, 1.294, -13.010);0.383;(29.042, 184.363, 166.901);(32.916, 192.767, 173.783);-0.997209;(0.116, 0.736, 0.667);(0.126, 0.737, 0.664)
L;(0.663, 1.065, -12.986);(0.968, 1.294, -13.010);0.382;(28.859, 183.947, 166.110);(32.916, 192.767, 173.784);-0.9968228;(0.116, 0.737, 0.666);(0.126, 0.737, 0.664)
L;(0.663, 1.065, -12.986);(0.968, 1.294, -13.010);0.382;(28.859, 183.947, 166.110);(32.916, 192.767, 173.784);-0.9968227;(0.116, 0.737, 0.666);(0.126, 0.737, 0.664)
L;(0.663, 1.065, -12.986);(0.968, 1.294, -13.010);0.382;(28.859, 183.947, 166.110);(32.916, 192.767, 173.784);-0.9968227;(0.116, 0.737, 0.666);(0.126, 0.737, 0.664)
L;(0.664, 1.066, -12.987);(0.968, 1.294, -13.010);0.381;(28.714, 182.945, 165.909);(32.916, 192.767, 173.784);-0.9963206;(0.115, 0.736, 0.667);(0.126, 0.737, 0.664)
L;(0.664, 1.066, -12.987);(0.968, 1.294, -13.010);0.381;(28.714, 182.945, 165.909);(32.916, 192.767, 173.784);-0.9963206;(0.115, 0.736, 0.667);(0.126, 0.737, 0.664)
L;(0.664, 1.066, -12.987);(0.968, 1.294, -13.010);0.381;(28.714, 182.945, 165.909);(32.916, 192.767, 173.784);-0.9963206;(0.115, 0.736, 0.667);(0.126, 0.737, 0.664)
L;(0.663, 1.065, -12.988);(0.968, 1.294, -13.010);0.382;(28.811, 183.301, 165.933);(32.916, 192.767, 173.784);-0.9965121;(0.116, 0.736, 0.667);(0.126, 0.737, 0.664)
L;(0.663, 1.065, -12.988);(0.968, 1.294, -13.010);0.382;(28.811, 183.301, 165.933);(32.916, 192.767, 173.784);-0.996512;(0.116, 0.736, 0.667);(0.126, 0.737, 0.664)
L;(0.663, 1.065, -12.988);(0.968, 1.294, -13.010);0.382;(28.811, 183.301, 165.933);(32.916, 192.767, 173.784);-0.996512;(0.116, 0.736, 0.667);(0.126, 0.737, 0.664)
L;(0.663, 1.065, -12.990);(0.968, 1.294, -13.010);0.382;(28.831, 183.538, 165.543);(32.916, 192.767, 173.784);-0.9965172;(0.116, 0.738, 0.665);(0.126, 0.737, 0.664)
L;(0.663, 1.065, -12.990);(0.968, 1.294, -13.010);0.382;(28.831, 183.538, 165.543);(32.916, 192.767, 173.784);-0.9965173;(0.116, 0.738, 0.665);(0.126, 0.737, 0.664)
L;(0.663, 1.065, -12.990);(0.968, 1.294, -13.010);0.382;(28.831, 183.538, 165.543);(32.916, 192.767, 173.784);-0.9965173;(0.116, 0.738, 0.665);(0.126, 0.737, 0.664)
L;(0.663, 1.065, -12.991);(0.968, 1.294, -13.010);0.382;(28.542, 183.609, 165.430);(32.916, 192.767, 173.784);-0.9964079;(0.115, 0.738, 0.665);(0.126, 0.737, 0.664)
L;(0.663, 1.065, -12.991);(0.968, 1.294, -13.010);0.382;(28.542, 183.609, 165.430);(32.916, 192.767, 173.784);-0.9964079;(0.115, 0.738, 0.665);(0.126, 0.737, 0.664)
L;(0.663, 1.065, -12.991);(0.968, 1.294, -13.010);0.382;(28.542, 183.609, 165.430);(32.916, 192.767, 173.784);-0.9964079;(0.115, 0.738, 0.665);(0.126, 0.737, 0.664)
L;(0.663, 1.065, -12.991);(0.968, 1.294, -13.010);0.382;(28.542, 183.609, 165.430);(32.916, 192.767, 173.784);-0.9964079;(0.115, 0.738, 0.665);(0.126, 0.737, 0.664)
L;(0.662, 1.064, -12.995);(0.968, 1.294, -13.010);0.383;(28.029, 184.080, 165.595);(32.916, 192.767, 173.784);-0.9964214;(0.112, 0.739, 0.665);(0.126, 0.737, 0.664)
L;(0.662, 1.064, -12.995);(0.968, 1.294, -13.010);0.383;(28.029, 184.080, 165.595);(32.916, 192.767, 173.784);-0.9964214;(0.112, 0.739, 0.665);(0.126, 0.737, 0.664)
L;(0.662, 1.064, -12.995);(0.968, 1.294, -13.010);0.383;(28.029, 184.080, 165.595);(32.916, 192.767, 173.784);-0.9964214;(0.112, 0.739, 0.665);(0.126, 0.737, 0.664)
L;(0.662, 1.064, -12.995);(0.968, 1.294, -13.010);0.383;(28.029, 184.080, 165.595);(32.916, 192.767, 173.783);-0.9964213;(0.112, 0.739, 0.665);(0.126, 0.737, 0.664)
L;(0.663, 1.064, -12.999);(0.968, 1.294, -13.010);0.383;(27.716, 185.172, 166.096);(32.916, 192.767, 173.783);-0.9967762;(0.111, 0.740, 0.664);(0.126, 0.737, 0.664)
L;(0.663, 1.064, -12.999);(0.968, 1.294, -13.010);0.383;(27.716, 185.172, 166.096);(32.916, 192.767, 173.783);-0.9967762;(0.111, 0.740, 0.664);(0.126, 0.737, 0.664)
L;(0.663, 1.064, -12.999);(0.968, 1.294, -13.010);0.383;(27.716, 185.172, 166.096);(32.916, 192.767, 173.783);-0.9967762;(0.111, 0.740, 0.664);(0.126, 0.737, 0.664)
L;(0.661, 1.062, -13.003);(0.968, 1.294, -13.010);0.385;(28.161, 186.121, 166.147);(32.916, 192.766, 173.783);-0.9972064;(0.112, 0.741, 0.662);(0.126, 0.737, 0.664)
L;(0.661, 1.062, -13.003);(0.968, 1.294, -13.010);0.385;(28.161, 186.121, 166.147);(32.916, 192.766, 173.783);-0.9972064;(0.112, 0.741, 0.662);(0.126, 0.737, 0.664)
L;(0.661, 1.062, -13.003);(0.968, 1.294, -13.010);0.385;(28.161, 186.121, 166.147);(32.916, 192.766, 173.783);-0.9972064;(0.112, 0.741, 0.662);(0.126, 0.737, 0.664)
L;(0.661, 1.062, -13.003);(0.968, 1.294, -13.010);0.385;(28.161, 186.121, 166.147);(32.916, 192.766, 173.783);-0.9972064;(0.112, 0.741, 0.662);(0.126, 0.737, 0.664)
L;(0.661, 1.062, -13.003);(0.968, 1.294, -13.010);0.385;(28.161, 186.121, 166.147);(32.916, 192.767, 173.783);-0.9972064;(0.112, 0.741, 0.662);(0.126, 0.737, 0.664)
L;(0.661, 1.062, -13.005);(0.968, 1.294, -13.010);0.385;(28.273, 186.791, 166.474);(32.916, 192.767, 173.783);-0.9974827;(0.112, 0.742, 0.661);(0.126, 0.737, 0.664)
L;(0.661, 1.062, -13.005);(0.968, 1.294, -13.010);0.385;(28.273, 186.791, 166.474);(32.916, 192.767, 173.783);-0.9974827;(0.112, 0.742, 0.661);(0.126, 0.737, 0.664)
L;(0.661, 1.062, -13.005);(0.968, 1.294, -13.010);0.385;(28.273, 186.791, 166.474);(32.916, 192.767, 173.783);-0.9974827;(0.112, 0.742, 0.661);(0.126, 0.737, 0.664)
L;(0.661, 1.062, -13.005);(0.968, 1.294, -13.010);0.385;(28.273, 186.791, 166.474);(32.916, 192.767, 173.783);-0.9974827;(0.112, 0.742, 0.661);(0.126, 0.737, 0.664)
L;(0.659, 1.061, -13.011);(0.968, 1.294, -13.010);0.387;(28.791, 187.612, 166.767);(32.916, 192.767, 173.783);-0.9978817;(0.114, 0.743, 0.660);(0.126, 0.737, 0.664)
L;(0.659, 1.061, -13.011);(0.968, 1.294, -13.010);0.387;(28.791, 187.612, 166.767);(32.916, 192.766, 173.783);-0.9978817;(0.114, 0.743, 0.660);(0.126, 0.737, 0.664)
L;(0.659, 1.061, -13.011);(0.968, 1.294, -13.010);0.387;(28.791, 187.612, 166.767);(32.916, 192.766, 173.783);-0.9978817;(0.114, 0.743, 0.660);(0.126, 0.737, 0.664)
L;(0.659, 1.061, -13.011);(0.968, 1.294, -13.010);0.387;(28.791, 187.612, 166.767);(32.916, 192.766, 173.783);-0.9978818;(0.114, 0.743, 0.660);(0.126, 0.737, 0.664)
L;(0.659, 1.062, -13.013);(0.968, 1.294, -13.010);0.387;(28.247, 187.479, 166.617);(32.916, 192.766, 173.783);-0.9976223;(0.112, 0.743, 0.660);(0.126, 0.737, 0.664)
L;(0.659, 1.062, -13.013);(0.968, 1.294, -13.010);0.387;(28.247, 187.479, 166.617);(32.916, 192.766, 173.783);-0.9976222;(0.112, 0.743, 0.660);(0.126, 0.737, 0.664)
L;(0.659, 1.062, -13.013);(0.968, 1.294, -13.010);0.387;(28.247, 187.479, 166.617);(32.916, 192.766, 173.783);-0.9976222;(0.112, 0.743, 0.660);(0.126, 0.737, 0.664)
L;(0.657, 1.062, -13.017);(0.968, 1.294, -13.010);0.388;(28.184, 188.111, 166.877);(32.916, 192.766, 173.784);-0.9977541;(0.111, 0.743, 0.659);(0.126, 0.737, 0.664)
L;(0.657, 1.062, -13.017);(0.968, 1.294, -13.010);0.388;(28.184, 188.111, 166.877);(32.916, 192.766, 173.784);-0.9977541;(0.111, 0.743, 0.659);(0.126, 0.737, 0.664)
L;(0.657, 1.062, -13.017);(0.968, 1.294, -13.010);0.388;(28.184, 188.111, 166.877);(32.916, 192.766, 173.784);-0.9977541;(0.111, 0.743, 0.659);(0.126, 0.737, 0.664)
L;(0.657, 1.062, -13.017);(0.968, 1.294, -13.010);0.388;(28.184, 188.111, 166.877);(32.916, 192.766, 173.783);-0.9977541;(0.111, 0.743, 0.659);(0.126, 0.737, 0.664)
L;(0.657, 1.062, -13.017);(0.968, 1.294, -13.010);0.388;(28.184, 188.111, 166.877);(32.916, 192.766, 173.784);-0.9977541;(0.111, 0.743, 0.659);(0.126, 0.737, 0.664)
L;(0.652, 1.060, -13.025);(0.968, 1.294, -13.010);0.393;(28.443, 190.613, 167.537);(32.916, 192.766, 173.784);-0.9981004;(0.111, 0.746, 0.656);(0.126, 0.737, 0.664)
L;(0.652, 1.060, -13.025);(0.968, 1.294, -13.010);0.393;(28.443, 190.613, 167.537);(32.916, 192.766, 173.784);-0.9981004;(0.111, 0.746, 0.656);(0.126, 0.737, 0.664)
L;(0.652, 1.060, -13.025);(0.968, 1.294, -13.010);0.393;(28.443, 190.613, 167.537);(32.916, 192.766, 173.784);-0.9981004;(0.111, 0.746, 0.656);(0.126, 0.737, 0.664)
L;(0.652, 1.060, -13.025);(0.968, 1.294, -13.010);0.393;(28.443, 190.613, 167.537);(32.916, 192.766, 173.784);-0.9981005;(0.111, 0.746, 0.656);(0.126, 0.737, 0.664)
L;(0.653, 1.062, -13.023);(0.968, 1.294, -13.010);0.392;(27.451, 190.015, 167.544);(32.916, 192.766, 173.784);-0.9977521;(0.108, 0.746, 0.658);(0.126, 0.737, 0.664)
L;(0.653, 1.062, -13.023);(0.968, 1.294, -13.010);0.392;(27.451, 190.015, 167.544);(32.916, 192.766, 173.784);-0.9977521;(0.108, 0.746, 0.658);(0.126, 0.737, 0.664)
L;(0.653, 1.062, -13.023);(0.968, 1.294, -13.010);0.392;(27.451, 190.015, 167.544);(32.916, 192.766, 173.784);-0.9977521;(0.108, 0.746, 0.658);(0.126, 0.737, 0.664)
L;(0.653, 1.062, -13.023);(0.968, 1.294, -13.010);0.392;(27.451, 190.015, 167.544);(32.916, 192.766, 173.784);-0.9977521;(0.108, 0.746, 0.658);(0.126, 0.737, 0.664)
L;(0.651, 1.060, -13.027);(0.968, 1.294, -13.010);0.395;(28.251, 191.104, 167.807);(32.916, 192.766, 173.784);-0.9980928;(0.110, 0.747, 0.656);(0.126, 0.737, 0.664)
L;(0.651, 1.060, -13.027);(0.968, 1.294, -13.010);0.395;(28.251, 191.104, 167.807);(32.916, 192.767, 173.784);-0.9980929;(0.110, 0.747, 0.656);(0.126, 0.737, 0.664)
L;(0.651, 1.060, -13.027);(0.968, 1.294, -13.010);0.395;(28.251, 191.104, 167.807);(32.916, 192.767, 173.784);-0.9980929;(0.110, 0.747, 0.656);(0.126, 0.737, 0.664)
L;(0.651, 1.061, -13.026);(0.968, 1.294, -13.010);0.394;(27.978, 190.706, 167.691);(32.916, 192.766, 173.784);-0.9979826;(0.110, 0.746, 0.656);(0.126, 0.737, 0.664)
L;(0.651, 1.061, -13.026);(0.968, 1.294, -13.010);0.394;(27.978, 190.706, 167.691);(32.916, 192.766, 173.784);-0.9979827;(0.110, 0.746, 0.656);(0.126, 0.737, 0.664)
L;(0.651, 1.061, -13.026);(0.968, 1.294, -13.010);0.394;(27.978, 190.706, 167.691);(32.916, 192.766, 173.784);-0.9979827;(0.110, 0.746, 0.656);(0.126, 0.737, 0.664)
L;(0.648, 1.060, -13.027);(0.968, 1.294, -13.010);0.396;(28.211, 190.911, 167.586);(32.916, 192.767, 173.784);-0.9980106;(0.110, 0.747, 0.656);(0.126, 0.737, 0.664)
L;(0.648, 1.060, -13.027);(0.968, 1.294, -13.010);0.396;(28.211, 190.911, 167.586);(32.916, 192.767, 173.784);-0.9980106;(0.110, 0.747, 0.656);(0.126, 0.737, 0.664)
L;(0.648, 1.060, -13.027);(0.968, 1.294, -13.010);0.396;(28.211, 190.911, 167.586);(32.916, 192.767, 173.784);-0.9980106;(0.110, 0.747, 0.656);(0.126, 0.737, 0.664)
L;(0.648, 1.061, -13.026);(0.968, 1.294, -13.010);0.396;(27.957, 190.631, 167.727);(32.916, 192.767, 173.784);-0.9979943;(0.109, 0.746, 0.657);(0.126, 0.737, 0.664)
L;(0.648, 1.061, -13.026);(0.968, 1.294, -13.010);0.396;(27.957, 190.631, 167.727);(32.916, 192.767, 173.784);-0.9979942;(0.109, 0.746, 0.657);(0.126, 0.737, 0.664)
L;(0.648, 1.061, -13.026);(0.968, 1.294, -13.010);0.396;(27.957, 190.631, 167.727);(32.916, 192.767, 173.784);-0.9979942;(0.109, 0.746, 0.657);(0.126, 0.737, 0.664)
L;(0.648, 1.061, -13.026);(0.968, 1.294, -13.010);0.396;(27.957, 190.631, 167.727);(32.916, 192.767, 173.784);-0.9979942;(0.109, 0.746, 0.657);(0.126, 0.737, 0.664)
L;(0.648, 1.060, -13.025);(0.968, 1.294, -13.010);0.397;(27.954, 190.509, 167.788);(32.916, 192.767, 173.784);-0.9980236;(0.109, 0.746, 0.657);(0.126, 0.737, 0.664)
L;(0.648, 1.060, -13.025);(0.968, 1.294, -13.010);0.397;(27.954, 190.509, 167.788);(32.916, 192.767, 173.784);-0.9980236;(0.109, 0.746, 0.657);(0.126, 0.737, 0.664)
L;(0.648, 1.060, -13.025);(0.968, 1.294, -13.010);0.397;(27.954, 190.509, 167.788);(32.916, 192.767, 173.784);-0.9980236;(0.109, 0.746, 0.657);(0.126, 0.737, 0.664)
L;(0.647, 1.060, -13.025);(0.968, 1.294, -13.010);0.398;(28.497, 190.228, 167.869);(32.916, 192.767, 173.784);-0.9982648;(0.112, 0.745, 0.658);(0.126, 0.737, 0.664)
