Position;
(-0.249, 0.000, -6.423)
(-0.045, 0.000, -9.597)
(-0.106, 0.000, -10.529)
(-2.016, 0.000, -12.581)
(0.161, 0.000, -11.089)
(0.435, 0.000, -13.224)
(0.404, 0.000, -18.078)
(0.582, 0.000, -16.876)
(0.117, 0.000, -11.569)
(-3.412, 0.000, -15.268)
(-2.556, 0.000, -6.344)
(-1.880, 0.000, 2.604)
(-1.341, 0.000, 11.731)
(-1.335, 0.000, 20.895)
(-0.744, 0.000, 29.280)
(2.498, 0.000, 31.921)
