L/R;Position Real;Position Virtual;Distance;Rotation Real;Rotation Virtual;Rotation Similarity;Rotation Real Normalized;Rotation Virtual Normalized
R;(0.935, 1.271, -13.026);(0.951, 1.334, -12.997);0,072;(40.526, 19.147, 32.359);(36.370, 23.828, 53.141);-0,9867124;(0.733, 0.346, 0.585);(0.530, 0.347, 0.774)
R;(0.935, 1.271, -13.026);(0.951, 1.334, -12.997);0,072;(40.005, 19.602, 33.134);(36.370, 23.828, 53.141);-0,9875924;(0.721, 0.353, 0.597);(0.530, 0.347, 0.774)
R;(0.935, 1.271, -13.026);(0.951, 1.334, -12.997);0,072;(40.005, 19.602, 33.134);(36.370, 23.828, 53.141);-0,9875925;(0.721, 0.353, 0.597);(0.530, 0.347, 0.774)
R;(0.930, 1.257, -13.025);(0.951, 1.334, -12.997);0,085;(39.594, 18.596, 31.832);(36.370, 23.828, 53.141);-0,9865405;(0.732, 0.344, 0.588);(0.530, 0.347, 0.774)
R;(0.925, 1.243, -13.021);(0.951, 1.334, -12.997);0,098;(39.488, 17.583, 31.366);(36.370, 23.828, 53.141);-0,9865035;(0.739, 0.329, 0.587);(0.530, 0.347, 0.774)
R;(0.925, 1.243, -13.021);(0.951, 1.334, -12.997);0,098;(39.488, 17.583, 31.366);(36.370, 23.828, 53.141);-0,9865035;(0.739, 0.329, 0.587);(0.530, 0.347, 0.774)
R;(0.925, 1.242, -13.020);(0.951, 1.334, -12.997);0,099;(39.812, 17.134, 31.129);(36.370, 23.828, 53.141);-0,9863664;(0.746, 0.321, 0.583);(0.530, 0.347, 0.774)
R;(0.925, 1.242, -13.020);(0.951, 1.334, -12.997);0,099;(39.812, 17.134, 31.129);(36.370, 23.828, 53.141);-0,9863664;(0.746, 0.321, 0.583);(0.530, 0.347, 0.774)
R;(0.922, 1.234, -13.019);(0.951, 1.334, -12.997);0,106;(40.573, 16.562, 30.088);(36.370, 23.828, 53.141);-0,9850831;(0.763, 0.312, 0.566);(0.530, 0.347, 0.774)
R;(0.922, 1.234, -13.019);(0.951, 1.334, -12.997);0,106;(40.573, 16.562, 30.088);(36.370, 23.828, 53.141);-0,9850831;(0.763, 0.312, 0.566);(0.530, 0.347, 0.774)
R;(0.918, 1.226, -13.018);(0.951, 1.334, -12.997);0,115;(40.804, 15.919, 28.866);(36.370, 23.828, 53.141);-0,9836322;(0.778, 0.303, 0.550);(0.530, 0.347, 0.774)
R;(0.913, 1.211, -13.015);(0.951, 1.334, -12.997);0,130;(40.943, 14.604, 26.685);(36.370, 23.828, 53.141);-0,9810361;(0.803, 0.286, 0.523);(0.530, 0.347, 0.774)
R;(0.913, 1.211, -13.015);(0.951, 1.334, -12.997);0,130;(40.943, 14.604, 26.685);(36.370, 23.828, 53.141);-0,9810361;(0.803, 0.286, 0.523);(0.530, 0.347, 0.774)
R;(0.913, 1.211, -13.015);(0.951, 1.334, -12.997);0,130;(40.943, 14.604, 26.685);(36.370, 23.828, 53.141);-0,9810361;(0.803, 0.286, 0.523);(0.530, 0.347, 0.774)
R;(0.913, 1.210, -13.014);(0.951, 1.334, -12.997);0,132;(40.982, 14.759, 26.912);(36.370, 23.828, 53.141);-0,9812928;(0.800, 0.288, 0.526);(0.530, 0.347, 0.774)
R;(0.907, 1.194, -13.009);(0.951, 1.334, -12.997);0,147;(42.134, 12.693, 24.944);(36.370, 23.828, 53.141);-0,9790348;(0.833, 0.251, 0.493);(0.530, 0.347, 0.774)
R;(0.907, 1.194, -13.009);(0.951, 1.334, -12.997);0,147;(42.134, 12.693, 24.944);(36.370, 23.828, 53.141);-0,9790348;(0.833, 0.251, 0.493);(0.530, 0.347, 0.774)
R;(0.907, 1.195, -13.010);(0.951, 1.334, -12.997);0,147;(42.318, 13.259, 25.445);(36.370, 23.828, 53.141);-0,9794807;(0.828, 0.259, 0.498);(0.530, 0.347, 0.774)
R;(0.907, 1.195, -13.010);(0.951, 1.334, -12.997);0,147;(42.318, 13.259, 25.445);(36.370, 23.828, 53.141);-0,9794807;(0.828, 0.259, 0.498);(0.530, 0.347, 0.774)
R;(0.904, 1.189, -13.008);(0.951, 1.334, -12.997);0,154;(42.852, 12.825, 25.010);(36.370, 23.828, 53.141);-0,9788611;(0.836, 0.250, 0.488);(0.530, 0.347, 0.774)
R;(0.896, 1.178, -13.004);(0.951, 1.334, -12.997);0,166;(43.917, 12.746, 24.378);(36.370, 23.828, 53.141);-0,9775077;(0.847, 0.246, 0.470);(0.530, 0.347, 0.774)
R;(0.896, 1.178, -13.004);(0.951, 1.334, -12.997);0,166;(43.917, 12.746, 24.378);(36.370, 23.828, 53.141);-0,9775077;(0.847, 0.246, 0.470);(0.530, 0.347, 0.774)
R;(0.896, 1.177, -13.003);(0.951, 1.334, -12.997);0,166;(43.555, 11.946, 24.020);(36.370, 23.828, 53.141);-0,9775046;(0.851, 0.234, 0.470);(0.530, 0.347, 0.774)
R;(0.896, 1.177, -13.003);(0.951, 1.334, -12.997);0,166;(43.555, 11.946, 24.020);(36.370, 23.828, 53.141);-0,9775047;(0.851, 0.234, 0.470);(0.530, 0.347, 0.774)
R;(0.891, 1.174, -13.001);(0.951, 1.334, -12.997);0,171;(43.584, 12.306, 24.092);(36.370, 23.828, 53.141);-0,9774172;(0.850, 0.240, 0.470);(0.530, 0.347, 0.774)
R;(0.891, 1.174, -13.001);(0.951, 1.334, -12.997);0,171;(43.584, 12.306, 24.092);(36.370, 23.828, 53.141);-0,9774172;(0.850, 0.240, 0.470);(0.530, 0.347, 0.774)
R;(0.880, 1.159, -12.992);(0.938, 1.330, -12.995);0,181;(41.645, 10.000, 22.256);(36.370, 23.828, 53.141);-0,9760491;(0.863, 0.207, 0.461);(0.530, 0.347, 0.774)
R;(0.880, 1.159, -12.992);(0.951, 1.334, -12.997);0,189;(41.645, 10.000, 22.256);(36.370, 23.828, 53.141);-0,9760491;(0.863, 0.207, 0.461);(0.530, 0.347, 0.774)
R;(0.875, 1.156, -12.989);(0.951, 1.334, -12.997);0,194;(41.014, 9.558, 21.708);(36.370, 23.828, 53.141);-0,975408;(0.866, 0.202, 0.458);(0.530, 0.347, 0.774)
R;(0.875, 1.156, -12.989);(0.951, 1.334, -12.997);0,194;(41.014, 9.558, 21.708);(36.370, 23.828, 53.141);-0,975408;(0.866, 0.202, 0.458);(0.530, 0.347, 0.774)
R;(0.871, 1.154, -12.986);(0.951, 1.334, -12.997);0,198;(40.626, 9.337, 21.525);(36.370, 23.828, 53.141);-0,9752252;(0.866, 0.199, 0.459);(0.530, 0.347, 0.774)
R;(0.871, 1.154, -12.986);(0.951, 1.334, -12.997);0,198;(40.626, 9.337, 21.525);(36.370, 23.828, 53.141);-0,9752252;(0.866, 0.199, 0.459);(0.530, 0.347, 0.774)
R;(0.866, 1.153, -12.983);(0.951, 1.334, -12.997);0,201;(40.621, 9.668, 21.760);(36.370, 23.828, 53.141);-0,975487;(0.863, 0.205, 0.462);(0.530, 0.347, 0.774)
R;(0.866, 1.153, -12.983);(0.951, 1.334, -12.997);0,201;(40.621, 9.668, 21.760);(36.370, 23.828, 53.141);-0,9754871;(0.863, 0.205, 0.462);(0.530, 0.347, 0.774)
R;(0.861, 1.153, -12.981);(0.951, 1.334, -12.997);0,203;(40.628, 10.278, 22.361);(36.370, 23.828, 53.141);-0,9762372;(0.855, 0.216, 0.471);(0.530, 0.347, 0.774)
R;(0.854, 1.150, -12.975);(0.951, 1.334, -12.997);0,209;(39.704, 9.748, 22.645);(36.370, 23.828, 53.141);-0,9769784;(0.850, 0.209, 0.485);(0.530, 0.347, 0.774)
R;(0.854, 1.150, -12.975);(0.951, 1.334, -12.997);0,209;(39.704, 9.748, 22.645);(36.370, 23.828, 53.141);-0,9769784;(0.850, 0.209, 0.485);(0.530, 0.347, 0.774)
R;(0.856, 1.149, -12.974);(0.951, 1.334, -12.997);0,210;(39.279, 9.048, 22.281);(36.370, 23.828, 53.141);-0,9766266;(0.853, 0.196, 0.484);(0.530, 0.347, 0.774)
R;(0.856, 1.149, -12.974);(0.951, 1.334, -12.997);0,210;(39.279, 9.048, 22.281);(36.370, 23.828, 53.141);-0,9766266;(0.853, 0.196, 0.484);(0.530, 0.347, 0.774)
R;(0.853, 1.146, -12.970);(0.951, 1.334, -12.997);0,214;(38.372, 7.930, 21.638);(36.370, 23.828, 53.141);-0,9758406;(0.857, 0.177, 0.483);(0.530, 0.347, 0.774)
R;(0.845, 1.144, -12.965);(0.951, 1.334, -12.997);0,220;(37.707, 7.752, 21.068);(36.370, 23.828, 53.141);-0,9748459;(0.859, 0.177, 0.480);(0.530, 0.347, 0.774)
R;(0.845, 1.144, -12.965);(0.951, 1.334, -12.997);0,220;(37.707, 7.752, 21.068);(36.370, 23.828, 53.141);-0,9748459;(0.859, 0.177, 0.480);(0.530, 0.347, 0.774)
R;(0.845, 1.144, -12.963);(0.951, 1.334, -12.997);0,220;(37.676, 6.737, 20.545);(36.370, 23.828, 53.141);-0,974206;(0.867, 0.155, 0.473);(0.530, 0.347, 0.774)
R;(0.845, 1.144, -12.963);(0.951, 1.334, -12.997);0,220;(37.676, 6.737, 20.545);(36.370, 23.828, 53.141);-0,9742061;(0.867, 0.155, 0.473);(0.530, 0.347, 0.774)
R;(0.842, 1.144, -12.960);(0.951, 1.334, -12.997);0,222;(37.812, 6.381, 20.470);(36.370, 23.828, 53.141);-0,9741813;(0.870, 0.147, 0.471);(0.530, 0.347, 0.774)
R;(0.842, 1.144, -12.960);(0.951, 1.334, -12.997);0,222;(37.812, 6.381, 20.470);(36.370, 23.828, 53.141);-0,9741813;(0.870, 0.147, 0.471);(0.530, 0.347, 0.774)
R;(0.840, 1.146, -12.958);(0.951, 1.334, -12.997);0,222;(38.727, 6.119, 20.580);(36.370, 23.828, 53.141);-0,9745587;(0.875, 0.138, 0.465);(0.530, 0.347, 0.774)
R;(0.840, 1.146, -12.958);(0.951, 1.334, -12.997);0,222;(38.727, 6.119, 20.580);(36.370, 23.828, 53.141);-0,9745587;(0.875, 0.138, 0.465);(0.530, 0.347, 0.774)
R;(0.838, 1.149, -12.956);(0.951, 1.334, -12.997);0,221;(39.972, 6.238, 21.196);(36.370, 23.828, 53.141);-0,9756217;(0.875, 0.137, 0.464);(0.530, 0.347, 0.774)
R;(0.838, 1.149, -12.956);(0.951, 1.334, -12.997);0,221;(39.972, 6.238, 21.196);(36.370, 23.828, 53.141);-0,9756216;(0.875, 0.137, 0.464);(0.530, 0.347, 0.774)
R;(0.837, 1.155, -12.952);(0.951, 1.334, -12.997);0,217;(41.963, 5.660, 22.286);(36.370, 23.828, 53.141);-0,9772701;(0.877, 0.118, 0.466);(0.530, 0.347, 0.774)
R;(0.837, 1.164, -12.950);(0.951, 1.334, -12.997);0,210;(43.642, 5.907, 23.760);(36.370, 23.828, 53.141);-0,9789735;(0.872, 0.118, 0.475);(0.530, 0.347, 0.774)
R;(0.837, 1.164, -12.950);(0.951, 1.334, -12.997);0,210;(43.642, 5.907, 23.760);(36.370, 23.828, 53.141);-0,9789735;(0.872, 0.118, 0.475);(0.530, 0.347, 0.774)
R;(0.837, 1.168, -12.953);(0.951, 1.334, -12.997);0,206;(43.802, 7.581, 24.611);(36.370, 23.828, 53.141);-0,9798458;(0.862, 0.149, 0.484);(0.530, 0.347, 0.774)
R;(0.837, 1.168, -12.953);(0.951, 1.334, -12.997);0,206;(43.802, 7.581, 24.611);(36.370, 23.828, 53.141);-0,9798455;(0.862, 0.149, 0.484);(0.530, 0.347, 0.774)
R;(0.838, 1.174, -12.954);(0.951, 1.334, -12.997);0,201;(43.437, 7.978, 24.878);(36.370, 23.828, 53.141);-0,9802445;(0.857, 0.157, 0.491);(0.530, 0.347, 0.774)
R;(0.839, 1.186, -12.957);(0.951, 1.334, -12.997);0,190;(42.661, 9.474, 25.771);(36.370, 23.828, 53.141);-0,9813525;(0.841, 0.187, 0.508);(0.530, 0.347, 0.774)
R;(0.839, 1.186, -12.957);(0.951, 1.334, -12.997);0,190;(42.661, 9.474, 25.771);(36.370, 23.828, 53.141);-0,9813525;(0.841, 0.187, 0.508);(0.530, 0.347, 0.774)
R;(0.841, 1.186, -12.957);(0.951, 1.334, -12.997);0,189;(41.745, 9.053, 25.390);(36.370, 23.828, 53.141);-0,9811298;(0.840, 0.182, 0.511);(0.530, 0.347, 0.774)
R;(0.841, 1.186, -12.957);(0.951, 1.334, -12.997);0,189;(41.745, 9.053, 25.390);(36.370, 23.828, 53.141);-0,9811296;(0.840, 0.182, 0.511);(0.530, 0.347, 0.774)
R;(0.841, 1.196, -12.961);(0.951, 1.334, -12.997);0,180;(40.897, 10.865, 26.648);(36.370, 23.828, 53.141);-0,9825662;(0.818, 0.217, 0.533);(0.530, 0.347, 0.774)
R;(0.844, 1.213, -12.966);(0.951, 1.334, -12.997);0,165;(39.072, 13.087, 28.588);(36.370, 23.828, 53.141);-0,9847487;(0.779, 0.261, 0.570);(0.530, 0.347, 0.774)
R;(0.844, 1.213, -12.966);(0.951, 1.334, -12.997);0,165;(39.072, 13.087, 28.588);(36.370, 23.828, 53.141);-0,9847487;(0.779, 0.261, 0.570);(0.530, 0.347, 0.774)
R;(0.843, 1.215, -12.966);(0.951, 1.334, -12.997);0,164;(38.697, 13.049, 28.818);(36.370, 23.828, 53.141);-0,9850891;(0.774, 0.261, 0.577);(0.530, 0.347, 0.774)
R;(0.843, 1.215, -12.966);(0.951, 1.334, -12.997);0,164;(38.697, 13.049, 28.818);(36.370, 23.828, 53.141);-0,985089;(0.774, 0.261, 0.577);(0.530, 0.347, 0.774)
R;(0.845, 1.236, -12.972);(0.951, 1.334, -12.997);0,147;(36.191, 15.568, 31.626);(36.370, 23.828, 53.141);-0,9878271;(0.716, 0.308, 0.626);(0.530, 0.347, 0.774)
R;(0.845, 1.236, -12.972);(0.951, 1.334, -12.997);0,147;(36.191, 15.568, 31.626);(36.370, 23.828, 53.141);-0,9878271;(0.716, 0.308, 0.626);(0.530, 0.347, 0.774)
R;(0.846, 1.249, -12.975);(0.951, 1.334, -12.997);0,137;(34.691, 16.947, 33.470);(36.370, 23.828, 53.141);-0,9893777;(0.679, 0.332, 0.655);(0.530, 0.347, 0.774)
R;(0.848, 1.271, -12.981);(0.951, 1.334, -12.997);0,121;(32.085, 18.636, 36.028);(36.370, 23.828, 53.141);-0,9909539;(0.620, 0.360, 0.697);(0.530, 0.347, 0.774)
R;(0.848, 1.271, -12.981);(0.951, 1.334, -12.997);0,121;(32.085, 18.636, 36.028);(36.370, 23.828, 53.141);-0,9909539;(0.620, 0.360, 0.697);(0.530, 0.347, 0.774)
R;(0.848, 1.274, -12.983);(0.951, 1.334, -12.997);0,120;(32.040, 19.567, 36.439);(36.370, 23.828, 53.141);-0,9910418;(0.612, 0.374, 0.696);(0.530, 0.347, 0.774)
R;(0.848, 1.274, -12.983);(0.951, 1.334, -12.997);0,120;(32.040, 19.567, 36.439);(36.370, 23.828, 53.141);-0,9910418;(0.612, 0.374, 0.696);(0.530, 0.347, 0.774)
R;(0.849, 1.285, -12.986);(0.951, 1.334, -12.997);0,113;(30.753, 19.886, 37.187);(36.370, 23.828, 53.141);-0,9911871;(0.589, 0.381, 0.712);(0.530, 0.347, 0.774)
R;(0.849, 1.285, -12.986);(0.951, 1.334, -12.997);0,113;(30.753, 19.886, 37.187);(36.370, 23.828, 53.142);-0,9911871;(0.589, 0.381, 0.712);(0.530, 0.347, 0.774)
R;(0.849, 1.298, -12.990);(0.951, 1.334, -12.997);0,108;(29.334, 20.570, 38.400);(36.370, 23.828, 53.142);-0,9914463;(0.559, 0.392, 0.731);(0.530, 0.347, 0.774)
R;(0.849, 1.298, -12.990);(0.951, 1.334, -12.997);0,108;(29.334, 20.570, 38.400);(36.370, 23.828, 53.142);-0,9914463;(0.559, 0.392, 0.731);(0.530, 0.347, 0.774)
R;(0.849, 1.310, -12.994);(0.951, 1.334, -12.997);0,105;(27.587, 21.370, 39.994);(36.370, 23.828, 53.142);-0,9915812;(0.520, 0.403, 0.753);(0.530, 0.347, 0.774)
R;(0.846, 1.337, -13.002);(0.951, 1.334, -12.997);0,104;(24.651, 23.575, 43.449);(36.370, 23.828, 53.142);-0,991311;(0.446, 0.427, 0.787);(0.530, 0.347, 0.774)
R;(0.846, 1.337, -13.002);(0.951, 1.397, -13.043);0,127;(24.651, 23.575, 43.449);(14.168, 19.603, 43.448);-0,9952205;(0.446, 0.427, 0.787);(0.285, 0.394, 0.874)
R;(0.847, 1.336, -13.001);(0.951, 1.397, -13.043);0,127;(24.582, 23.151, 43.313);(14.168, 19.603, 43.448);-0,9953834;(0.448, 0.422, 0.789);(0.285, 0.394, 0.874)
R;(0.847, 1.336, -13.001);(0.951, 1.397, -13.042);0,126;(24.582, 23.151, 43.313);(14.377, 19.622, 43.524);-0,9955441;(0.448, 0.422, 0.789);(0.288, 0.394, 0.873)
R;(0.847, 1.348, -13.006);(0.951, 1.397, -13.042);0,121;(23.382, 23.903, 44.208);(14.377, 19.622, 43.524);-0,9962723;(0.422, 0.431, 0.798);(0.288, 0.394, 0.873)
R;(0.847, 1.348, -13.006);(0.951, 1.398, -13.043);0,121;(23.382, 23.903, 44.208);(13.923, 19.581, 43.358);-0,9959484;(0.422, 0.431, 0.798);(0.281, 0.395, 0.875)
R;(0.844, 1.359, -13.011);(0.951, 1.398, -13.043);0,118;(22.222, 24.873, 44.769);(13.923, 19.581, 43.358);-0,9964166;(0.398, 0.446, 0.802);(0.281, 0.395, 0.875)
R;(0.844, 1.359, -13.011);(0.951, 1.400, -13.046);0,119;(22.222, 24.873, 44.769);(12.774, 19.485, 42.939);-0,9956003;(0.398, 0.446, 0.802);(0.261, 0.399, 0.879)
R;(0.842, 1.380, -13.019);(0.951, 1.400, -13.046);0,114;(19.235, 25.832, 46.092);(12.774, 19.485, 42.939);-0,9969221;(0.342, 0.459, 0.820);(0.261, 0.399, 0.879)
R;(0.842, 1.380, -13.019);(0.951, 1.405, -13.052);0,116;(19.235, 25.832, 46.092);(10.662, 19.330, 42.179);-0,9955171;(0.342, 0.459, 0.820);(0.224, 0.406, 0.886)
R;(0.839, 1.389, -13.025);(0.951, 1.405, -13.052);0,116;(16.699, 26.454, 46.593);(10.662, 19.330, 42.179);-0,99651;(0.298, 0.471, 0.830);(0.224, 0.406, 0.886)
R;(0.835, 1.407, -13.034);(0.951, 1.408, -13.056);0,117;(12.243, 27.217, 47.599);(9.117, 19.236, 41.630);-0,9965237;(0.218, 0.484, 0.847);(0.195, 0.411, 0.890)
R;(0.835, 1.407, -13.034);(0.951, 1.414, -13.064);0,119;(12.243, 27.217, 47.599);(6.432, 19.109, 40.688);-0,9950958;(0.218, 0.484, 0.847);(0.142, 0.421, 0.896)
R;(0.835, 1.406, -13.033);(0.951, 1.414, -13.064);0,120;(12.124, 26.813, 47.364);(6.432, 19.109, 40.688);-0,9954507;(0.217, 0.481, 0.849);(0.142, 0.421, 0.896)
R;(0.835, 1.406, -13.033);(0.951, 1.413, -13.064);0,120;(12.124, 26.813, 47.364);(6.496, 19.111, 40.711);-0,995491;(0.217, 0.481, 0.849);(0.143, 0.421, 0.896)
R;(0.833, 1.412, -13.038);(0.951, 1.413, -13.064);0,121;(10.303, 27.058, 47.333);(6.496, 19.111, 40.711);-0,9959663;(0.186, 0.488, 0.853);(0.143, 0.421, 0.896)
R;(0.829, 1.423, -13.045);(0.951, 1.416, -13.068);0,123;(7.505, 27.236, 47.298);(5.255, 19.067, 40.279);-0,9958822;(0.136, 0.494, 0.859);(0.117, 0.425, 0.898)
R;(0.829, 1.423, -13.045);(0.951, 1.420, -13.074);0,125;(7.505, 27.236, 47.298);(3.092, 19.012, 39.530);-0,9948463;(0.136, 0.494, 0.859);(0.070, 0.432, 0.899)
R;(0.829, 1.422, -13.045);(0.951, 1.420, -13.074);0,125;(7.992, 27.336, 47.020);(3.092, 19.012, 39.530);-0,9947819;(0.145, 0.497, 0.855);(0.070, 0.432, 0.899)
R;(0.829, 1.422, -13.045);(0.951, 1.420, -13.074);0,125;(7.992, 27.336, 47.020);(3.074, 19.012, 39.524);-0,9947711;(0.145, 0.497, 0.855);(0.070, 0.432, 0.899)
R;(0.826, 1.426, -13.049);(0.951, 1.420, -13.074);0,127;(7.497, 27.746, 46.805);(3.074, 19.012, 39.524);-0,9947891;(0.136, 0.505, 0.852);(0.070, 0.432, 0.899)
R;(0.820, 1.435, -13.058);(0.951, 1.422, -13.077);0,133;(6.510, 29.420, 47.385);(2.006, 18.996, 39.156);-0,9930149;(0.116, 0.524, 0.844);(0.046, 0.436, 0.899)
R;(0.820, 1.435, -13.058);(0.951, 1.426, -13.085);0,134;(6.510, 29.420, 47.385);(359.478, 18.985, 38.286);-0,9912262;(0.116, 0.524, 0.844);(0.993, 0.052, 0.106)
R;(0.819, 1.435, -13.059);(0.951, 1.426, -13.085);0,134;(6.776, 29.611, 47.847);(359.478, 18.985, 38.286);-0,9906489;(0.120, 0.522, 0.844);(0.993, 0.052, 0.106)
R;(0.819, 1.435, -13.059);(0.951, 1.426, -13.086);0,134;(6.776, 29.611, 47.847);(359.353, 18.985, 38.243);-0,9905422;(0.120, 0.522, 0.844);(0.993, 0.052, 0.106)
R;(0.813, 1.443, -13.069);(0.951, 1.426, -13.086);0,139;(5.548, 31.369, 49.226);(359.353, 18.985, 38.243);-0,9885988;(0.095, 0.535, 0.840);(0.993, 0.052, 0.106)
R;(0.813, 1.443, -13.069);(0.951, 1.430, -13.094);0,140;(5.548, 31.369, 49.226);(356.842, 19.014, 37.378);-0,9862628;(0.095, 0.535, 0.840);(0.993, 0.053, 0.104)
R;(0.811, 1.445, -13.075);(0.951, 1.430, -13.094);0,142;(4.530, 32.145, 49.443);(356.842, 19.014, 37.378);-0,9858618;(0.077, 0.543, 0.836);(0.993, 0.053, 0.104)
R;(0.806, 1.447, -13.085);(0.951, 1.431, -13.098);0,146;(2.265, 33.105, 48.791);(355.506, 19.044, 36.916);-0,9851942;(0.038, 0.561, 0.827);(0.993, 0.053, 0.103)
R;(0.806, 1.447, -13.085);(0.951, 1.434, -13.105);0,147;(2.265, 33.105, 48.791);(353.319, 19.119, 36.156);-0,9830111;(0.038, 0.561, 0.827);(0.993, 0.054, 0.102)
R;(0.805, 1.445, -13.086);(0.951, 1.434, -13.105);0,147;(1.908, 33.168, 47.915);(353.319, 19.119, 36.156);-0,983979;(0.033, 0.569, 0.822);(0.993, 0.054, 0.102)
R;(0.805, 1.445, -13.086);(0.951, 1.434, -13.106);0,147;(1.908, 33.168, 47.915);(353.104, 19.127, 36.081);-0,9837551;(0.033, 0.569, 0.822);(0.993, 0.054, 0.102)
