L/R;Position Real;Rotation Real;Rotation Real Normalized
L;(0.947, 1.347, -13.033);(337.661, 168.052, 305.977);(0.695, 0.346, 0.630)
L;(0.947, 1.347, -13.032);(337.616, 168.137, 305.982);(0.695, 0.346, 0.630)
L;(0.946, 1.347, -13.032);(337.513, 168.256, 305.957);(0.695, 0.346, 0.630)
L;(0.946, 1.347, -13.031);(337.462, 168.418, 305.914);(0.695, 0.347, 0.630)
L;(0.946, 1.347, -13.031);(337.532, 168.666, 305.864);(0.695, 0.347, 0.630)
L;(0.945, 1.347, -13.030);(337.693, 168.884, 305.860);(0.695, 0.348, 0.629)
L;(0.945, 1.347, -13.030);(337.714, 169.033, 305.998);(0.695, 0.348, 0.630)
L;(0.945, 1.347, -13.030);(337.537, 169.147, 306.203);(0.694, 0.348, 0.630)
L;(0.945, 1.348, -13.029);(337.290, 169.217, 306.369);(0.694, 0.348, 0.630)
L;(0.945, 1.348, -13.029);(337.267, 169.377, 306.367);(0.694, 0.348, 0.630)
L;(0.945, 1.348, -13.028);(337.230, 169.562, 306.204);(0.694, 0.349, 0.630)
L;(0.945, 1.348, -13.028);(337.199, 169.692, 306.240);(0.694, 0.349, 0.630)
L;(0.945, 1.348, -13.027);(337.139, 169.749, 306.411);(0.693, 0.349, 0.630)
L;(0.945, 1.348, -13.027);(337.097, 169.825, 306.637);(0.693, 0.349, 0.631)
L;(0.946, 1.349, -13.027);(337.102, 169.898, 306.885);(0.693, 0.349, 0.631)
L;(0.946, 1.349, -13.026);(337.121, 169.962, 307.158);(0.693, 0.349, 0.631)
L;(0.946, 1.349, -13.026);(337.192, 170.125, 307.470);(0.692, 0.349, 0.631)
L;(0.947, 1.349, -13.026);(337.273, 170.307, 307.693);(0.692, 0.350, 0.631)
L;(0.947, 1.349, -13.026);(337.387, 170.402, 307.808);(0.692, 0.350, 0.631)
L;(0.947, 1.348, -13.027);(337.553, 170.678, 307.795);(0.692, 0.350, 0.631)
L;(0.948, 1.348, -13.027);(337.661, 170.869, 307.646);(0.692, 0.350, 0.631)
L;(0.948, 1.347, -13.027);(337.770, 170.934, 307.449);(0.693, 0.351, 0.630)
L;(0.949, 1.347, -13.027);(337.808, 170.942, 307.394);(0.693, 0.351, 0.630)
L;(0.949, 1.347, -13.028);(337.838, 170.997, 307.770);(0.692, 0.350, 0.631)
L;(0.949, 1.347, -13.028);(337.942, 171.080, 308.152);(0.692, 0.350, 0.631)
L;(0.950, 1.347, -13.028);(338.048, 171.209, 308.565);(0.692, 0.350, 0.631)
L;(0.950, 1.346, -13.029);(338.051, 171.340, 308.646);(0.692, 0.351, 0.631)
L;(0.950, 1.346, -13.029);(337.950, 171.555, 308.449);(0.692, 0.351, 0.631)
L;(0.951, 1.346, -13.029);(337.837, 171.695, 308.062);(0.692, 0.352, 0.631)
L;(0.951, 1.346, -13.030);(337.780, 171.797, 307.726);(0.692, 0.352, 0.630)
L;(0.952, 1.345, -13.030);(337.859, 171.922, 307.595);(0.692, 0.352, 0.630)
L;(0.952, 1.346, -13.030);(337.945, 171.874, 307.729);(0.692, 0.352, 0.630)
L;(0.952, 1.346, -13.030);(337.957, 171.714, 307.933);(0.692, 0.352, 0.631)
L;(0.952, 1.346, -13.029);(337.935, 171.591, 308.070);(0.692, 0.351, 0.631)
L;(0.952, 1.346, -13.029);(337.939, 171.489, 308.224);(0.692, 0.351, 0.631)
L;(0.952, 1.346, -13.029);(338.011, 171.404, 308.337);(0.692, 0.351, 0.631)
L;(0.952, 1.346, -13.030);(338.036, 171.351, 308.390);(0.692, 0.351, 0.631)
L;(0.952, 1.346, -13.030);(338.088, 171.348, 308.404);(0.692, 0.351, 0.631)
L;(0.952, 1.346, -13.030);(338.087, 171.323, 308.510);(0.692, 0.351, 0.631)
L;(0.953, 1.346, -13.030);(338.061, 171.295, 308.582);(0.692, 0.350, 0.631)
L;(0.953, 1.346, -13.030);(338.007, 171.292, 308.494);(0.692, 0.351, 0.631)
L;(0.953, 1.345, -13.031);(337.899, 171.181, 308.285);(0.692, 0.351, 0.631)
L;(0.954, 1.345, -13.031);(337.882, 171.103, 307.958);(0.692, 0.351, 0.631)
L;(0.954, 1.344, -13.032);(337.940, 171.035, 307.793);(0.692, 0.350, 0.631)
L;(0.955, 1.344, -13.032);(338.132, 170.938, 307.873);(0.693, 0.350, 0.631)
L;(0.955, 1.344, -13.032);(338.273, 170.815, 308.149);(0.693, 0.350, 0.631)
L;(0.955, 1.344, -13.032);(338.309, 170.651, 308.291);(0.693, 0.349, 0.631)
L;(0.955, 1.344, -13.032);(338.269, 170.476, 308.249);(0.693, 0.349, 0.631)
L;(0.955, 1.344, -13.032);(337.966, 170.137, 307.923);(0.693, 0.349, 0.631)
L;(0.955, 1.344, -13.032);(337.910, 169.882, 307.647);(0.693, 0.348, 0.631)
L;(0.955, 1.344, -13.032);(338.129, 169.602, 307.771);(0.693, 0.348, 0.631)
L;(0.955, 1.344, -13.032);(338.348, 169.262, 308.351);(0.693, 0.347, 0.632)
L;(0.954, 1.344, -13.031);(338.659, 168.832, 309.156);(0.693, 0.346, 0.633)
L;(0.954, 1.345, -13.031);(338.843, 168.603, 309.631);(0.693, 0.345, 0.633)
L;(0.953, 1.344, -13.031);(338.825, 168.456, 309.676);(0.693, 0.345, 0.633)
L;(0.953, 1.344, -13.031);(338.629, 168.345, 309.313);(0.693, 0.345, 0.633)
L;(0.953, 1.344, -13.032);(338.506, 168.146, 308.876);(0.693, 0.344, 0.633)
L;(0.953, 1.344, -13.032);(338.499, 168.152, 308.574);(0.694, 0.345, 0.632)
L;(0.953, 1.344, -13.032);(338.681, 168.225, 308.650);(0.694, 0.345, 0.632)
L;(0.953, 1.344, -13.032);(338.958, 168.248, 308.760);(0.694, 0.344, 0.632)
L;(0.954, 1.345, -13.033);(339.261, 168.289, 308.542);(0.695, 0.345, 0.632)
L;(0.954, 1.346, -13.033);(339.394, 168.410, 307.979);(0.695, 0.345, 0.631)
L;(0.955, 1.347, -13.034);(339.204, 168.500, 307.073);(0.696, 0.346, 0.630)
L;(0.955, 1.349, -13.034);(338.900, 168.550, 306.216);(0.696, 0.346, 0.629)
L;(0.955, 1.352, -13.034);(338.424, 168.662, 305.397);(0.696, 0.347, 0.628)
L;(0.956, 1.355, -13.035);(338.048, 168.793, 304.797);(0.696, 0.348, 0.628)
L;(0.956, 1.358, -13.036);(337.871, 168.992, 304.226);(0.697, 0.348, 0.627)
L;(0.957, 1.361, -13.036);(337.772, 169.233, 303.838);(0.697, 0.349, 0.627)
L;(0.957, 1.366, -13.037);(337.761, 169.716, 303.540);(0.697, 0.350, 0.626)
L;(0.958, 1.369, -13.039);(337.735, 170.196, 303.111);(0.697, 0.351, 0.625)
L;(0.958, 1.373, -13.040);(337.687, 170.650, 302.295);(0.697, 0.352, 0.624)
L;(0.960, 1.377, -13.042);(337.661, 171.488, 300.022);(0.699, 0.355, 0.621)
L;(0.960, 1.381, -13.043);(337.593, 172.021, 298.851);(0.700, 0.356, 0.619)
L;(0.962, 1.388, -13.048);(337.751, 173.731, 295.227);(0.702, 0.361, 0.614)
L;(0.963, 1.392, -13.051);(337.835, 175.027, 292.934);(0.704, 0.364, 0.610)
L;(0.963, 1.397, -13.054);(338.022, 176.389, 290.735);(0.705, 0.368, 0.606)
L;(0.964, 1.400, -13.058);(338.444, 177.846, 288.552);(0.707, 0.371, 0.602)
L;(0.964, 1.404, -13.063);(339.199, 179.619, 286.046);(0.709, 0.375, 0.598)
L;(0.964, 1.408, -13.067);(339.563, 181.173, 283.765);(0.710, 0.379, 0.593)
L;(0.963, 1.412, -13.072);(340.030, 182.822, 281.457);(0.712, 0.383, 0.589)
L;(0.963, 1.417, -13.076);(340.049, 184.206, 279.042);(0.713, 0.386, 0.585)
L;(0.963, 1.421, -13.081);(340.086, 184.590, 277.295);(0.714, 0.388, 0.582)
L;(0.963, 1.424, -13.086);(340.528, 185.133, 275.805);(0.716, 0.389, 0.580)
L;(0.962, 1.428, -13.091);(340.876, 186.353, 273.920);(0.717, 0.392, 0.576)
L;(0.961, 1.431, -13.097);(341.230, 187.456, 272.267);(0.718, 0.395, 0.573)
L;(0.960, 1.433, -13.103);(341.903, 188.467, 270.615);(0.720, 0.397, 0.570)
L;(0.959, 1.435, -13.109);(342.780, 189.417, 268.934);(0.722, 0.399, 0.566)
L;(0.958, 1.436, -13.115);(343.709, 190.312, 267.267);(0.723, 0.401, 0.562)
L;(0.957, 1.438, -13.121);(344.475, 191.088, 265.811);(0.725, 0.402, 0.559)
L;(0.955, 1.439, -13.127);(345.355, 191.871, 264.412);(0.726, 0.404, 0.556)
L;(0.954, 1.439, -13.134);(346.139, 192.881, 262.882);(0.728, 0.406, 0.553)
L;(0.952, 1.439, -13.140);(347.013, 193.709, 261.455);(0.729, 0.407, 0.550)
L;(0.951, 1.439, -13.146);(347.823, 194.490, 259.938);(0.731, 0.409, 0.546)
L;(0.949, 1.438, -13.153);(348.302, 195.336, 258.271);(0.732, 0.411, 0.543)
L;(0.947, 1.437, -13.159);(348.818, 196.020, 256.831);(0.734, 0.412, 0.540)
L;(0.946, 1.436, -13.166);(349.347, 196.708, 255.417);(0.735, 0.414, 0.537)
L;(0.944, 1.434, -13.173);(349.844, 197.261, 254.311);(0.736, 0.415, 0.535)
L;(0.943, 1.432, -13.180);(350.429, 197.870, 253.264);(0.737, 0.416, 0.533)
L;(0.941, 1.429, -13.188);(351.061, 198.422, 252.535);(0.738, 0.417, 0.531)
L;(0.939, 1.426, -13.196);(351.785, 199.090, 251.848);(0.739, 0.418, 0.529)
L;(0.937, 1.423, -13.204);(352.305, 199.591, 251.038);(0.739, 0.419, 0.527)
L;(0.934, 1.420, -13.212);(352.556, 200.113, 250.189);(0.740, 0.420, 0.525)
L;(0.932, 1.415, -13.221);(352.648, 200.656, 249.352);(0.740, 0.421, 0.524)
L;(0.929, 1.411, -13.229);(353.048, 201.263, 248.396);(0.741, 0.423, 0.522)
L;(0.926, 1.406, -13.237);(353.596, 202.048, 247.359);(0.742, 0.424, 0.519)
L;(0.923, 1.398, -13.246);(354.266, 202.566, 246.727);(0.743, 0.425, 0.517)
L;(0.920, 1.393, -13.253);(354.866, 202.972, 246.083);(0.744, 0.425, 0.516)
L;(0.917, 1.386, -13.261);(355.673, 203.198, 245.617);(0.745, 0.425, 0.514)
L;(0.914, 1.378, -13.268);(356.711, 203.674, 244.781);(0.746, 0.426, 0.512)
L;(0.910, 1.370, -13.275);(357.698, 204.096, 243.938);(0.747, 0.426, 0.510)
L;(0.907, 1.361, -13.282);(358.514, 204.513, 243.209);(0.748, 0.427, 0.508)
L;(0.904, 1.352, -13.289);(359.298, 205.028, 242.548);(0.749, 0.428, 0.506)
L;(0.900, 1.342, -13.295);(0.378, 205.465, 241.918);(0.001, 0.647, 0.762)
L;(0.896, 1.331, -13.300);(1.768, 205.681, 241.359);(0.006, 0.649, 0.761)
L;(0.893, 1.320, -13.305);(2.955, 205.637, 240.750);(0.009, 0.649, 0.760)
L;(0.889, 1.310, -13.309);(4.217, 205.749, 240.031);(0.013, 0.651, 0.759)
L;(0.885, 1.298, -13.312);(5.471, 206.249, 239.039);(0.017, 0.653, 0.757)
L;(0.881, 1.286, -13.315);(6.717, 206.535, 238.035);(0.021, 0.655, 0.755)
L;(0.877, 1.275, -13.317);(7.922, 206.698, 237.149);(0.025, 0.657, 0.754)
L;(0.873, 1.263, -13.318);(9.501, 206.862, 236.186);(0.030, 0.659, 0.752)
L;(0.868, 1.251, -13.318);(11.098, 206.963, 235.441);(0.035, 0.660, 0.751)
L;(0.864, 1.240, -13.318);(12.729, 207.138, 234.740);(0.041, 0.661, 0.749)
L;(0.860, 1.229, -13.317);(14.175, 207.030, 234.043);(0.045, 0.662, 0.748)
L;(0.857, 1.218, -13.316);(15.527, 207.048, 232.891);(0.050, 0.664, 0.746)
L;(0.853, 1.208, -13.314);(16.997, 207.392, 231.637);(0.055, 0.666, 0.744)
L;(0.850, 1.198, -13.313);(18.396, 207.385, 231.061);(0.059, 0.667, 0.743)
L;(0.846, 1.190, -13.311);(19.873, 207.518, 231.059);(0.064, 0.667, 0.742)
L;(0.843, 1.182, -13.309);(21.302, 207.381, 231.378);(0.068, 0.666, 0.743)
L;(0.841, 1.175, -13.306);(22.772, 206.979, 231.422);(0.073, 0.665, 0.743)
L;(0.839, 1.168, -13.303);(24.169, 206.163, 230.985);(0.078, 0.664, 0.744)
L;(0.838, 1.162, -13.299);(25.303, 205.549, 229.749);(0.082, 0.665, 0.743)
L;(0.836, 1.156, -13.295);(26.511, 205.312, 228.441);(0.086, 0.666, 0.741)
L;(0.835, 1.151, -13.292);(27.754, 204.998, 227.296);(0.090, 0.667, 0.740)
L;(0.835, 1.147, -13.288);(29.151, 204.245, 226.379);(0.095, 0.667, 0.739)
L;(0.835, 1.142, -13.284);(30.408, 203.275, 225.586);(0.100, 0.666, 0.739)
L;(0.835, 1.139, -13.280);(31.501, 202.578, 224.878);(0.104, 0.666, 0.739)
L;(0.834, 1.135, -13.276);(32.435, 201.790, 224.441);(0.107, 0.665, 0.739)
L;(0.834, 1.132, -13.273);(33.741, 201.050, 223.820);(0.111, 0.664, 0.739)
L;(0.834, 1.130, -13.269);(35.222, 200.814, 223.123);(0.117, 0.664, 0.738)
L;(0.834, 1.128, -13.265);(36.859, 200.370, 222.500);(0.122, 0.664, 0.738)
L;(0.834, 1.127, -13.262);(38.502, 199.160, 221.927);(0.128, 0.662, 0.738)
L;(0.835, 1.126, -13.259);(39.831, 197.151, 221.400);(0.133, 0.659, 0.740)
L;(0.836, 1.126, -13.256);(40.719, 195.365, 220.780);(0.137, 0.656, 0.742)
L;(0.838, 1.126, -13.254);(41.099, 193.935, 219.360);(0.139, 0.656, 0.742)
L;(0.839, 1.127, -13.251);(41.457, 192.708, 217.482);(0.141, 0.657, 0.741)
L;(0.840, 1.127, -13.250);(41.314, 191.969, 215.679);(0.142, 0.658, 0.739)
L;(0.841, 1.127, -13.249);(40.959, 191.556, 214.482);(0.141, 0.659, 0.738)
L;(0.842, 1.127, -13.248);(40.861, 190.906, 214.053);(0.141, 0.659, 0.739)
L;(0.842, 1.128, -13.248);(40.420, 190.343, 214.560);(0.140, 0.657, 0.741)
L;(0.842, 1.129, -13.249);(40.028, 190.065, 215.334);(0.138, 0.655, 0.743)
L;(0.842, 1.131, -13.251);(39.047, 190.769, 216.974);(0.134, 0.654, 0.744)
L;(0.841, 1.133, -13.253);(37.847, 192.168, 219.214);(0.129, 0.654, 0.746)
L;(0.841, 1.136, -13.255);(36.619, 194.572, 221.328);(0.123, 0.655, 0.745)
L;(0.940, 1.254, -13.038);(357.873, 152.496, 352.033);(0.682, 0.291, 0.671)
L;(0.941, 1.257, -13.039);(357.540, 153.752, 349.821);(0.683, 0.294, 0.668)
L;(0.942, 1.262, -13.039);(356.579, 153.826, 347.399);(0.684, 0.295, 0.667)
L;(0.943, 1.268, -13.039);(355.510, 153.481, 346.137);(0.684, 0.296, 0.666)
L;(0.945, 1.275, -13.038);(354.720, 153.632, 345.889);(0.684, 0.296, 0.667)
L;(0.947, 1.282, -13.037);(354.247, 153.530, 345.556);(0.684, 0.296, 0.667)
L;(0.949, 1.289, -13.036);(353.721, 153.598, 345.062);(0.684, 0.297, 0.667)
L;(0.951, 1.297, -13.036);(352.780, 153.910, 344.311);(0.683, 0.298, 0.667)
L;(0.953, 1.305, -13.036);(351.744, 154.166, 343.135);(0.683, 0.299, 0.666)
L;(0.955, 1.313, -13.036);(350.418, 154.619, 341.401);(0.683, 0.301, 0.665)
L;(0.956, 1.323, -13.036);(348.856, 154.830, 339.045);(0.683, 0.303, 0.664)
L;(0.957, 1.332, -13.037);(347.095, 154.727, 337.412);(0.683, 0.304, 0.664)
L;(0.958, 1.341, -13.038);(345.351, 154.972, 335.973);(0.682, 0.306, 0.664)
L;(0.959, 1.350, -13.040);(343.981, 155.496, 334.607);(0.682, 0.308, 0.663)
L;(0.960, 1.359, -13.043);(342.973, 156.572, 332.820);(0.682, 0.311, 0.662)
L;(0.960, 1.367, -13.048);(342.362, 158.416, 330.542);(0.683, 0.316, 0.659)
L;(0.960, 1.375, -13.055);(342.334, 160.742, 327.756);(0.684, 0.321, 0.655)
L;(0.960, 1.382, -13.063);(342.419, 162.995, 324.589);(0.686, 0.327, 0.650)
L;(0.958, 1.390, -13.069);(341.632, 164.217, 321.884);(0.687, 0.330, 0.647)
L;(0.957, 1.399, -13.077);(339.785, 165.187, 320.354);(0.686, 0.333, 0.647)
L;(0.954, 1.406, -13.086);(338.315, 166.991, 318.397);(0.685, 0.338, 0.645)
L;(0.952, 1.412, -13.096);(337.597, 169.229, 315.398);(0.686, 0.344, 0.641)
L;(0.949, 1.415, -13.109);(338.177, 172.230, 311.334);(0.689, 0.351, 0.634)
L;(0.946, 1.416, -13.122);(339.838, 175.201, 307.489);(0.693, 0.357, 0.627)
L;(0.943, 1.418, -13.133);(341.742, 177.281, 304.189);(0.696, 0.361, 0.620)
L;(0.939, 1.421, -13.145);(342.309, 178.721, 302.486);(0.698, 0.364, 0.617)
L;(0.934, 1.424, -13.156);(341.699, 180.521, 301.584);(0.697, 0.368, 0.615)
L;(0.930, 1.427, -13.168);(341.571, 182.644, 300.202);(0.697, 0.373, 0.613)
L;(0.925, 1.425, -13.181);(341.912, 184.866, 298.636);(0.698, 0.377, 0.609)
L;(0.921, 1.424, -13.193);(343.007, 186.763, 296.565);(0.699, 0.381, 0.605)
L;(0.917, 1.420, -13.205);(344.790, 188.165, 294.734);(0.702, 0.383, 0.600)
L;(0.913, 1.416, -13.217);(347.123, 189.490, 293.695);(0.705, 0.385, 0.596)
L;(0.909, 1.413, -13.229);(348.708, 190.943, 293.304);(0.706, 0.386, 0.594)
L;(0.904, 1.408, -13.240);(349.828, 192.532, 293.645);(0.706, 0.388, 0.592)
L;(0.900, 1.401, -13.251);(351.358, 193.739, 293.597);(0.707, 0.390, 0.591)
L;(0.897, 1.392, -13.261);(353.521, 194.838, 292.311);(0.709, 0.391, 0.587)
L;(0.894, 1.380, -13.271);(356.195, 195.806, 289.034);(0.714, 0.393, 0.580)
L;(0.890, 1.367, -13.278);(359.440, 196.414, 284.823);(0.720, 0.394, 0.571)
L;(0.887, 1.358, -13.285);(0.637, 196.731, 281.257);(0.002, 0.573, 0.819)
L;(0.883, 1.351, -13.291);(1.085, 197.252, 281.365);(0.003, 0.574, 0.819)
L;(0.878, 1.345, -13.296);(1.453, 197.871, 282.491);(0.004, 0.574, 0.819)
L;(0.872, 1.338, -13.300);(1.911, 198.981, 282.749);(0.006, 0.576, 0.818)
L;(0.867, 1.332, -13.302);(2.528, 199.889, 281.681);(0.007, 0.579, 0.816)
L;(0.863, 1.326, -13.302);(2.755, 199.947, 279.783);(0.008, 0.581, 0.814)
L;(0.859, 1.323, -13.303);(2.557, 199.791, 277.997);(0.007, 0.584, 0.812)
L;(0.854, 1.321, -13.303);(1.434, 200.091, 276.890);(0.004, 0.586, 0.811)
L;(0.850, 1.320, -13.303);(0.191, 200.715, 276.959);(0.001, 0.587, 0.810)
L;(0.847, 1.319, -13.302);(358.396, 201.341, 277.666);(0.722, 0.406, 0.560)
L;(0.844, 1.319, -13.301);(356.980, 201.752, 278.616);(0.720, 0.407, 0.562)
L;(0.842, 1.318, -13.299);(355.514, 202.101, 278.835);(0.718, 0.408, 0.563)
