L/R;Position Real;Position Virtual;Distance;Rotation Real;Rotation Virtual;Rotation Similarity;Rotation Real Normalized;Rotation Virtual Normalized
R;(0.937, 1.320, -13.029);(0.980, 1.412, -13.154);0,161;(275.075, 151.853, 191.851);(288.742, 207.960, 149.682);-0,9831221;(0.747, 0.412, 0.521);(0.748, 0.539, 0.388)
R;(0.934, 1.316, -13.025);(0.980, 1.412, -13.154);0,167;(275.084, 146.755, 196.466);(288.742, 207.960, 149.682);-0,9821345;(0.746, 0.398, 0.533);(0.748, 0.539, 0.388)
R;(0.934, 1.316, -13.025);(0.980, 1.412, -13.154);0,167;(275.084, 146.755, 196.466);(288.742, 207.960, 149.682);-0,9821345;(0.746, 0.398, 0.533);(0.748, 0.539, 0.388)
R;(0.931, 1.310, -13.024);(0.980, 1.412, -13.154);0,172;(274.701, 133.066, 209.665);(288.742, 207.960, 149.682);-0,9800539;(0.742, 0.359, 0.566);(0.748, 0.539, 0.388)
R;(0.926, 1.301, -13.020);(0.980, 1.412, -13.154);0,182;(275.100, 115.981, 225.808);(288.742, 207.960, 149.682);-0,977012;(0.735, 0.310, 0.603);(0.748, 0.539, 0.388)
R;(0.926, 1.301, -13.020);(0.980, 1.412, -13.154);0,182;(275.100, 115.981, 225.808);(288.742, 207.960, 149.682);-0,977012;(0.735, 0.310, 0.603);(0.748, 0.539, 0.388)
R;(0.927, 1.303, -13.020);(0.980, 1.412, -13.154);0,181;(275.262, 123.239, 218.903);(288.742, 207.960, 149.682);-0,9782984;(0.739, 0.331, 0.587);(0.748, 0.539, 0.388)
R;(0.927, 1.303, -13.020);(0.980, 1.412, -13.154);0,181;(275.262, 123.239, 218.903);(288.742, 207.959, 149.682);-0,9782984;(0.739, 0.331, 0.587);(0.748, 0.539, 0.388)
R;(0.925, 1.300, -13.018);(0.980, 1.412, -13.154);0,184;(275.685, 121.411, 220.562);(288.742, 207.959, 149.682);-0,9778244;(0.738, 0.325, 0.591);(0.748, 0.539, 0.388)
R;(0.925, 1.300, -13.018);(0.980, 1.412, -13.154);0,184;(275.685, 121.411, 220.562);(288.742, 207.959, 149.682);-0,9778244;(0.738, 0.325, 0.591);(0.748, 0.539, 0.388)
R;(0.923, 1.298, -13.017);(0.980, 1.412, -13.154);0,187;(276.187, 121.153, 220.583);(288.742, 207.959, 149.682);-0,9774405;(0.739, 0.324, 0.590);(0.748, 0.539, 0.388)
R;(0.923, 1.298, -13.017);(0.980, 1.412, -13.154);0,187;(276.187, 121.153, 220.583);(288.742, 207.959, 149.682);-0,9774405;(0.739, 0.324, 0.590);(0.748, 0.539, 0.388)
R;(0.920, 1.292, -13.017);(0.980, 1.412, -13.154);0,192;(276.956, 115.281, 226.003);(288.742, 207.959, 149.682);-0,9757687;(0.737, 0.307, 0.602);(0.748, 0.539, 0.388)
R;(0.920, 1.292, -13.017);(0.980, 1.412, -13.154);0,192;(276.956, 115.281, 226.003);(288.742, 207.959, 149.682);-0,9757688;(0.737, 0.307, 0.602);(0.748, 0.539, 0.388)
R;(0.918, 1.290, -13.017);(0.980, 1.412, -13.154);0,193;(277.352, 118.450, 222.612);(288.742, 207.959, 149.682);-0,9759317;(0.740, 0.316, 0.594);(0.748, 0.539, 0.388)
R;(0.915, 1.287, -13.018);(0.980, 1.412, -13.154);0,196;(278.185, 118.394, 222.196);(288.742, 207.959, 149.682);-0,9750737;(0.741, 0.316, 0.592);(0.748, 0.539, 0.388)
R;(0.915, 1.287, -13.018);(0.980, 1.412, -13.154);0,196;(278.185, 118.394, 222.196);(288.742, 207.959, 149.682);-0,9750737;(0.741, 0.316, 0.592);(0.748, 0.539, 0.388)
R;(0.916, 1.289, -13.017);(0.980, 1.412, -13.154);0,195;(278.459, 123.974, 216.701);(288.742, 207.959, 149.682);-0,976209;(0.745, 0.331, 0.579);(0.748, 0.539, 0.388)
R;(0.916, 1.289, -13.017);(0.980, 1.412, -13.154);0,195;(278.459, 123.974, 216.701);(288.742, 207.959, 149.682);-0,9762091;(0.745, 0.331, 0.579);(0.748, 0.539, 0.388)
R;(0.913, 1.288, -13.018);(0.980, 1.412, -13.154);0,195;(278.922, 121.965, 218.311);(288.742, 207.959, 149.682);-0,9751747;(0.745, 0.326, 0.583);(0.748, 0.539, 0.388)
R;(0.913, 1.285, -13.019);(0.980, 1.412, -13.154);0,197;(279.430, 120.920, 219.494);(288.742, 207.959, 149.682);-0,9749099;(0.744, 0.322, 0.585);(0.748, 0.539, 0.388)
R;(0.913, 1.285, -13.019);(0.980, 1.412, -13.154);0,197;(279.430, 120.920, 219.494);(288.742, 207.959, 149.682);-0,9749099;(0.744, 0.322, 0.585);(0.748, 0.539, 0.388)
R;(0.911, 1.285, -13.020);(0.980, 1.412, -13.154);0,197;(279.989, 120.698, 219.368);(288.742, 207.959, 149.682);-0,9742026;(0.745, 0.321, 0.584);(0.748, 0.539, 0.388)
R;(0.911, 1.285, -13.020);(0.980, 1.412, -13.154);0,197;(279.989, 120.698, 219.368);(288.742, 207.959, 149.682);-0,9742027;(0.745, 0.321, 0.584);(0.748, 0.539, 0.388)
R;(0.911, 1.285, -13.020);(0.980, 1.412, -13.154);0,197;(279.989, 120.698, 219.368);(288.742, 207.959, 149.682);-0,9742027;(0.745, 0.321, 0.584);(0.748, 0.539, 0.388)
R;(0.910, 1.284, -13.022);(0.980, 1.412, -13.154);0,197;(280.113, 118.929, 221.113);(288.742, 207.959, 149.682);-0,973682;(0.745, 0.316, 0.588);(0.748, 0.539, 0.388)
R;(0.911, 1.281, -13.024);(0.980, 1.412, -13.154);0,197;(280.325, 119.823, 220.761);(288.742, 207.959, 149.682);-0,9744294;(0.745, 0.318, 0.587);(0.748, 0.539, 0.388)
R;(0.911, 1.281, -13.024);(0.980, 1.412, -13.154);0,197;(280.325, 119.823, 220.761);(288.742, 207.959, 149.682);-0,9744294;(0.745, 0.318, 0.587);(0.748, 0.539, 0.388)
R;(0.910, 1.280, -13.025);(0.980, 1.412, -13.154);0,197;(280.190, 116.760, 223.652);(288.742, 207.959, 149.682);-0,9735347;(0.743, 0.310, 0.593);(0.748, 0.539, 0.388)
R;(0.910, 1.280, -13.025);(0.980, 1.412, -13.154);0,197;(280.190, 116.760, 223.652);(288.742, 207.959, 149.682);-0,9735348;(0.743, 0.310, 0.593);(0.748, 0.539, 0.388)
R;(0.910, 1.283, -13.025);(0.980, 1.412, -13.154);0,195;(280.960, 123.564, 216.871);(288.742, 207.959, 149.682);-0,9749106;(0.748, 0.329, 0.577);(0.748, 0.539, 0.388)
R;(0.910, 1.283, -13.027);(0.980, 1.412, -13.154);0,194;(281.831, 126.612, 214.212);(288.742, 207.959, 149.682);-0,9757746;(0.750, 0.337, 0.570);(0.748, 0.539, 0.388)
R;(0.910, 1.283, -13.027);(0.980, 1.412, -13.154);0,194;(281.831, 126.612, 214.212);(288.742, 207.959, 149.682);-0,9757746;(0.750, 0.337, 0.570);(0.748, 0.539, 0.388)
R;(0.908, 1.282, -13.029);(0.980, 1.412, -13.154);0,193;(282.047, 124.542, 216.236);(288.742, 207.959, 149.682);-0,9750273;(0.749, 0.331, 0.574);(0.748, 0.539, 0.388)
L;(0.989, 1.377, -13.074);(0.990, 1.378, -13.076);0,002;(23.979, 19.644, 28.292);(23.155, 19.570, 27.906);0,9999691;(0.571, 0.468, 0.674);(0.562, 0.475, 0.677)
L;(0.989, 1.376, -13.071);(0.990, 1.378, -13.076);0,006;(25.430, 19.927, 29.339);(23.155, 19.570, 27.906);0,9997357;(0.583, 0.457, 0.672);(0.562, 0.475, 0.677)
L;(0.989, 1.376, -13.071);(0.990, 1.378, -13.076);0,006;(25.430, 19.927, 29.339);(23.155, 19.570, 27.906);0,9997357;(0.583, 0.457, 0.672);(0.562, 0.475, 0.677)
L;(0.989, 1.375, -13.070);(0.990, 1.378, -13.076);0,006;(25.252, 19.735, 29.147);(23.155, 19.570, 27.906);0,9997793;(0.583, 0.456, 0.673);(0.562, 0.475, 0.677)
L;(0.989, 1.375, -13.070);(0.990, 1.378, -13.076);0,006;(25.252, 19.735, 29.147);(23.155, 19.570, 27.906);0,9997793;(0.583, 0.456, 0.673);(0.562, 0.475, 0.677)
L;(0.988, 1.373, -13.067);(0.990, 1.378, -13.076);0,011;(26.345, 19.541, 29.193);(23.155, 19.570, 27.906);0,9995483;(0.600, 0.445, 0.665);(0.562, 0.475, 0.677)
L;(0.988, 1.373, -13.067);(0.990, 1.378, -13.076);0,011;(26.345, 19.541, 29.193);(23.155, 19.570, 27.906);0,9995483;(0.600, 0.445, 0.665);(0.562, 0.475, 0.677)
L;(0.988, 1.371, -13.064);(0.990, 1.378, -13.076);0,014;(26.834, 19.013, 28.580);(23.155, 19.570, 27.906);0,9994434;(0.616, 0.436, 0.656);(0.562, 0.475, 0.677)
L;(0.988, 1.371, -13.064);(0.990, 1.378, -13.076);0,014;(26.834, 19.013, 28.580);(23.155, 19.570, 27.906);0,9994434;(0.616, 0.436, 0.656);(0.562, 0.475, 0.677)
L;(0.987, 1.368, -13.062);(0.990, 1.378, -13.076);0,017;(27.556, 18.457, 28.062);(23.155, 19.570, 27.906);0,9992086;(0.634, 0.425, 0.646);(0.562, 0.475, 0.677)
L;(0.987, 1.368, -13.062);(0.990, 1.378, -13.076);0,017;(27.556, 18.457, 28.062);(23.155, 19.570, 27.906);0,9992086;(0.634, 0.425, 0.646);(0.562, 0.475, 0.677)
L;(0.986, 1.365, -13.060);(0.990, 1.378, -13.076);0,021;(28.531, 17.965, 27.647);(23.155, 19.570, 27.906);0,9988129;(0.654, 0.412, 0.634);(0.562, 0.475, 0.677)
L;(0.986, 1.362, -13.057);(0.990, 1.378, -13.076);0,026;(30.762, 17.871, 27.656);(23.155, 19.570, 27.906);0,9976999;(0.683, 0.397, 0.614);(0.562, 0.475, 0.677)
L;(0.986, 1.362, -13.057);(0.990, 1.378, -13.076);0,026;(30.762, 17.871, 27.656);(23.155, 19.570, 27.906);0,9976999;(0.683, 0.397, 0.614);(0.562, 0.475, 0.677)
L;(0.986, 1.361, -13.057);(0.990, 1.378, -13.076);0,026;(31.220, 18.140, 27.770);(23.155, 19.570, 27.906);0,9974521;(0.685, 0.398, 0.610);(0.562, 0.475, 0.677)
L;(0.986, 1.361, -13.057);(0.990, 1.378, -13.076);0,026;(31.220, 18.140, 27.770);(23.155, 19.570, 27.906);0,9974521;(0.685, 0.398, 0.610);(0.562, 0.475, 0.677)
L;(0.985, 1.356, -13.055);(0.990, 1.378, -13.076);0,030;(34.190, 18.439, 27.486);(23.155, 19.570, 27.906);0,9953288;(0.718, 0.387, 0.578);(0.562, 0.475, 0.677)
L;(0.985, 1.356, -13.055);(0.990, 1.378, -13.076);0,030;(34.190, 18.439, 27.486);(23.155, 19.570, 27.906);0,9953288;(0.718, 0.387, 0.578);(0.562, 0.475, 0.677)
L;(0.984, 1.353, -13.055);(0.990, 1.378, -13.076);0,033;(36.088, 18.907, 27.298);(23.155, 19.570, 27.906);0,9936218;(0.736, 0.386, 0.557);(0.562, 0.475, 0.677)
L;(0.984, 1.353, -13.055);(0.990, 1.378, -13.076);0,033;(36.088, 18.907, 27.298);(23.155, 19.570, 27.906);0,9936218;(0.736, 0.386, 0.557);(0.562, 0.475, 0.677)
L;(0.983, 1.350, -13.055);(0.990, 1.378, -13.076);0,036;(37.816, 18.976, 26.921);(23.155, 19.570, 27.906);0,9917987;(0.754, 0.378, 0.537);(0.562, 0.475, 0.677)
L;(0.983, 1.350, -13.055);(0.990, 1.378, -13.076);0,036;(37.816, 18.976, 26.921);(23.155, 19.570, 27.906);0,9917987;(0.754, 0.378, 0.537);(0.562, 0.475, 0.677)
L;(0.983, 1.347, -13.054);(0.990, 1.378, -13.076);0,039;(39.720, 18.960, 26.700);(23.155, 19.570, 27.906);0,9895292;(0.772, 0.368, 0.519);(0.562, 0.475, 0.677)
L;(0.982, 1.340, -13.053);(0.990, 1.378, -13.076);0,045;(43.224, 19.007, 26.426);(23.155, 19.570, 27.906);0,9846427;(0.799, 0.351, 0.488);(0.562, 0.475, 0.677)
L;(0.982, 1.340, -13.053);(0.990, 1.378, -13.076);0,045;(43.224, 19.007, 26.426);(23.155, 19.570, 27.906);0,9846427;(0.799, 0.351, 0.488);(0.562, 0.475, 0.677)
L;(0.982, 1.340, -13.053);(0.990, 1.378, -13.076);0,046;(43.128, 18.808, 26.359);(23.155, 19.570, 27.906);0,9847856;(0.800, 0.349, 0.489);(0.562, 0.475, 0.677)
L;(0.982, 1.340, -13.053);(0.990, 1.378, -13.076);0,046;(43.128, 18.808, 26.359);(23.155, 19.570, 27.906);0,9847856;(0.800, 0.349, 0.489);(0.562, 0.475, 0.677)
L;(0.981, 1.333, -13.051);(0.990, 1.378, -13.076);0,052;(46.113, 18.723, 26.123);(23.155, 19.570, 27.906);0,9799179;(0.820, 0.333, 0.465);(0.562, 0.475, 0.677)
L;(0.981, 1.333, -13.051);(0.990, 1.378, -13.076);0,052;(46.113, 18.723, 26.123);(23.155, 19.570, 27.906);0,9799179;(0.820, 0.333, 0.465);(0.562, 0.475, 0.677)
L;(0.981, 1.329, -13.051);(0.990, 1.378, -13.076);0,056;(47.344, 18.517, 25.873);(23.155, 19.570, 27.906);0,9777023;(0.830, 0.325, 0.454);(0.562, 0.475, 0.677)
L;(0.981, 1.329, -13.051);(0.990, 1.378, -13.076);0,056;(47.344, 18.517, 25.873);(23.155, 19.570, 27.906);0,9777023;(0.830, 0.325, 0.454);(0.562, 0.475, 0.677)
L;(0.980, 1.325, -13.050);(0.990, 1.378, -13.076);0,060;(48.615, 18.269, 25.403);(23.155, 19.570, 27.906);0,9752687;(0.841, 0.316, 0.439);(0.562, 0.475, 0.677)
L;(0.980, 1.318, -13.050);(0.990, 1.378, -13.076);0,067;(51.454, 18.965, 25.525);(23.155, 19.570, 27.906);0,9695033;(0.851, 0.314, 0.422);(0.562, 0.475, 0.677)
L;(0.980, 1.318, -13.050);(0.990, 1.378, -13.076);0,067;(51.454, 18.965, 25.525);(23.155, 19.570, 27.906);0,9695033;(0.851, 0.314, 0.422);(0.562, 0.475, 0.677)
L;(0.978, 1.316, -13.049);(0.990, 1.378, -13.076);0,068;(51.469, 17.783, 24.308);(23.155, 19.570, 27.906);0,96933;(0.863, 0.298, 0.408);(0.562, 0.475, 0.677)
L;(0.978, 1.316, -13.049);(0.990, 1.378, -13.076);0,068;(51.469, 17.783, 24.308);(23.155, 19.570, 27.906);0,96933;(0.863, 0.298, 0.408);(0.562, 0.475, 0.677)
L;(0.977, 1.309, -13.049);(0.990, 1.378, -13.076);0,075;(54.453, 17.622, 23.761);(23.155, 19.570, 27.906);0,9625471;(0.879, 0.284, 0.383);(0.562, 0.475, 0.677)
L;(0.975, 1.302, -13.048);(0.990, 1.378, -13.076);0,083;(57.215, 16.240, 22.365);(23.155, 19.570, 27.906);0,9555351;(0.900, 0.256, 0.352);(0.562, 0.475, 0.677)
L;(0.975, 1.302, -13.048);(0.990, 1.378, -13.076);0,083;(57.215, 16.240, 22.365);(23.155, 19.570, 27.906);0,9555351;(0.900, 0.256, 0.352);(0.562, 0.475, 0.677)
L;(0.976, 1.301, -13.048);(0.990, 1.378, -13.076);0,083;(57.261, 16.512, 22.826);(23.155, 19.570, 27.906);0,9555174;(0.897, 0.259, 0.358);(0.562, 0.475, 0.677)
L;(0.976, 1.301, -13.048);(0.990, 1.378, -13.076);0,083;(57.261, 16.512, 22.826);(23.155, 19.570, 27.906);0,9555174;(0.897, 0.259, 0.358);(0.562, 0.475, 0.677)
L;(0.976, 1.301, -13.048);(0.990, 1.378, -13.076);0,083;(57.261, 16.512, 22.826);(23.155, 19.570, 27.906);0,9555174;(0.897, 0.259, 0.358);(0.562, 0.475, 0.677)
L;(0.975, 1.298, -13.048);(0.990, 1.378, -13.076);0,087;(58.736, 16.443, 22.722);(23.155, 19.570, 27.906);0,9516605;(0.902, 0.253, 0.349);(0.562, 0.475, 0.677)
L;(0.974, 1.292, -13.050);(0.990, 1.378, -13.076);0,092;(61.626, 17.845, 23.647);(23.155, 19.570, 27.906);0,9437891;(0.901, 0.261, 0.346);(0.562, 0.475, 0.677)
L;(0.974, 1.292, -13.050);(0.990, 1.378, -13.076);0,092;(61.626, 17.845, 23.647);(23.155, 19.570, 27.906);0,9437891;(0.901, 0.261, 0.346);(0.562, 0.475, 0.677)
L;(0.974, 1.291, -13.048);(0.990, 1.378, -13.076);0,093;(61.356, 17.087, 23.050);(23.155, 19.570, 27.906);0,9444917;(0.906, 0.252, 0.340);(0.562, 0.475, 0.677)
L;(0.974, 1.291, -13.048);(0.990, 1.378, -13.076);0,093;(61.356, 17.087, 23.050);(23.155, 19.570, 27.906);0,9444917;(0.906, 0.252, 0.340);(0.562, 0.475, 0.677)
L;(0.974, 1.288, -13.049);(0.990, 1.378, -13.076);0,096;(62.364, 17.375, 23.201);(23.155, 19.570, 27.906);0,9415971;(0.907, 0.253, 0.337);(0.562, 0.475, 0.677)
L;(0.971, 1.280, -13.050);(0.990, 1.378, -13.076);0,103;(64.368, 16.478, 22.119);(23.155, 19.570, 27.906);0,9354275;(0.919, 0.235, 0.316);(0.562, 0.475, 0.677)
L;(0.971, 1.280, -13.050);(0.990, 1.378, -13.076);0,103;(64.368, 16.478, 22.119);(23.155, 19.570, 27.906);0,9354275;(0.919, 0.235, 0.316);(0.562, 0.475, 0.677)
L;(0.971, 1.276, -13.048);(0.990, 1.378, -13.076);0,107;(65.093, 15.378, 21.321);(23.155, 19.570, 27.906);0,9330716;(0.927, 0.219, 0.304);(0.562, 0.475, 0.677)
L;(0.971, 1.276, -13.048);(0.990, 1.378, -13.076);0,107;(65.093, 15.378, 21.321);(23.155, 19.570, 27.906);0,9330716;(0.927, 0.219, 0.304);(0.562, 0.475, 0.677)
L;(0.972, 1.273, -13.049);(0.990, 1.378, -13.076);0,110;(65.700, 15.852, 21.939);(23.155, 19.570, 27.906);0,931294;(0.925, 0.223, 0.309);(0.562, 0.475, 0.677)
L;(0.972, 1.273, -13.049);(0.990, 1.378, -13.076);0,110;(65.700, 15.852, 21.939);(23.155, 19.570, 27.906);0,931294;(0.925, 0.223, 0.309);(0.562, 0.475, 0.677)
L;(0.971, 1.269, -13.048);(0.990, 1.378, -13.076);0,114;(66.166, 14.094, 20.065);(23.155, 19.570, 27.906);0,929441;(0.938, 0.200, 0.284);(0.562, 0.475, 0.677)
L;(0.971, 1.269, -13.048);(0.990, 1.378, -13.076);0,114;(66.166, 14.094, 20.065);(23.155, 19.570, 27.906);0,929441;(0.938, 0.200, 0.284);(0.562, 0.475, 0.677)
L;(0.971, 1.266, -13.049);(0.990, 1.378, -13.076);0,117;(66.657, 14.523, 20.415);(23.155, 19.570, 27.906);0,9279497;(0.936, 0.204, 0.287);(0.562, 0.475, 0.677)
L;(0.968, 1.258, -13.048);(0.990, 1.378, -13.076);0,126;(67.635, 10.982, 16.552);(23.155, 19.570, 27.906);0,9237546;(0.959, 0.156, 0.235);(0.562, 0.475, 0.677)
L;(0.968, 1.258, -13.048);(0.990, 1.378, -13.076);0,126;(67.635, 10.982, 16.552);(23.155, 19.570, 27.906);0,9237546;(0.959, 0.156, 0.235);(0.562, 0.475, 0.677)
L;(0.970, 1.259, -13.050);(0.990, 1.378, -13.076);0,124;(67.742, 13.517, 19.089);(23.155, 19.570, 27.906);0,9241208;(0.945, 0.189, 0.266);(0.562, 0.475, 0.677)
L;(0.970, 1.259, -13.050);(0.990, 1.378, -13.076);0,124;(67.742, 13.517, 19.089);(23.155, 19.570, 27.906);0,9241208;(0.945, 0.189, 0.266);(0.562, 0.475, 0.677)
L;(0.968, 1.253, -13.051);(0.990, 1.378, -13.076);0,130;(68.943, 13.206, 18.638);(23.155, 19.570, 27.906);0,9200275;(0.949, 0.182, 0.257);(0.562, 0.475, 0.677)
L;(0.968, 1.253, -13.051);(0.990, 1.378, -13.076);0,130;(68.943, 13.206, 18.638);(23.155, 19.570, 27.906);0,9200275;(0.949, 0.182, 0.257);(0.562, 0.475, 0.677)
L;(0.968, 1.250, -13.051);(0.990, 1.378, -13.076);0,132;(69.595, 13.094, 18.425);(23.155, 19.570, 27.906);0,9177699;(0.951, 0.179, 0.252);(0.562, 0.475, 0.677)
L;(0.968, 1.250, -13.051);(0.990, 1.378, -13.076);0,132;(69.595, 13.094, 18.425);(23.155, 19.570, 27.906);0,9177699;(0.951, 0.179, 0.252);(0.562, 0.475, 0.677)
L;(0.966, 1.248, -13.051);(0.990, 1.378, -13.076);0,135;(70.292, 12.293, 17.524);(23.155, 19.570, 27.906);0,9151608;(0.957, 0.167, 0.238);(0.562, 0.475, 0.677)
L;(0.966, 1.248, -13.051);(0.990, 1.378, -13.076);0,135;(70.292, 12.293, 17.524);(23.155, 19.570, 27.906);0,9151608;(0.957, 0.167, 0.238);(0.562, 0.475, 0.677)
L;(0.966, 1.244, -13.049);(0.990, 1.378, -13.076);0,139;(71.144, 10.121, 15.479);(23.155, 19.570, 27.906);0,9116663;(0.968, 0.138, 0.211);(0.562, 0.475, 0.677)
L;(0.964, 1.239, -13.049);(0.990, 1.378, -13.076);0,145;(72.779, 7.185, 12.535);(23.155, 19.570, 27.906);0,9049994;(0.981, 0.097, 0.169);(0.562, 0.475, 0.677)
L;(0.964, 1.239, -13.049);(0.990, 1.378, -13.076);0,145;(72.779, 7.185, 12.535);(23.155, 19.570, 27.906);0,9049994;(0.981, 0.097, 0.169);(0.562, 0.475, 0.677)
L;(0.963, 1.239, -13.051);(0.990, 1.378, -13.076);0,144;(73.001, 7.705, 12.874);(23.155, 19.570, 27.906);0,9043268;(0.980, 0.103, 0.173);(0.562, 0.475, 0.677)
L;(0.963, 1.239, -13.051);(0.990, 1.378, -13.076);0,144;(73.001, 7.705, 12.874);(23.155, 19.570, 27.906);0,9043268;(0.980, 0.103, 0.173);(0.562, 0.475, 0.677)
