L/R;Position Real;Position Virtual;Distance;Rotation Real;Rotation Virtual;Rotation Similarity;Rotation Real Normalized;Rotation Virtual Normalized
R;(0.954, 1.210, -13.267);(1.000, 1.174, -13.309);0,072;(315.770, 147.386, 195.982);(290.648, 208.665, 158.437);-0,9323453;(0.790, 0.369, 0.490);(0.743, 0.533, 0.405)
R;(0.955, 1.211, -13.266);(1.000, 1.174, -13.309);0,072;(316.021, 147.286, 196.049);(290.648, 208.665, 158.437);-0,9316247;(0.790, 0.368, 0.490);(0.743, 0.533, 0.405)
R;(0.955, 1.211, -13.266);(1.000, 1.174, -13.309);0,072;(316.021, 147.286, 196.049);(290.684, 208.613, 158.493);-0,9316965;(0.790, 0.368, 0.490);(0.743, 0.533, 0.405)
R;(0.954, 1.209, -13.262);(1.000, 1.174, -13.309);0,074;(318.564, 147.403, 195.438);(290.684, 208.613, 158.493);-0,9250555;(0.793, 0.367, 0.486);(0.743, 0.533, 0.405)
R;(0.950, 1.200, -13.255);(1.000, 1.170, -13.306);0,077;(322.407, 145.647, 195.679);(292.141, 206.667, 160.582);-0,9147691;(0.797, 0.360, 0.484);(0.745, 0.527, 0.409)
R;(0.950, 1.200, -13.255);(1.000, 1.155, -13.296);0,078;(322.407, 145.647, 195.679);(297.979, 201.133, 166.683);-0,9264877;(0.797, 0.360, 0.484);(0.752, 0.508, 0.421)
R;(0.951, 1.202, -13.254);(1.000, 1.155, -13.296);0,080;(322.363, 146.443, 195.353);(297.979, 201.133, 166.683);-0,9280954;(0.797, 0.362, 0.483);(0.752, 0.508, 0.421)
R;(0.951, 1.202, -13.254);(1.000, 1.156, -13.297);0,079;(322.363, 146.443, 195.353);(297.507, 201.483, 166.287);-0,9272628;(0.797, 0.362, 0.483);(0.751, 0.509, 0.420)
R;(0.947, 1.195, -13.244);(1.000, 1.156, -13.297);0,084;(325.941, 144.514, 195.342);(297.507, 201.483, 166.287);-0,9140729;(0.802, 0.355, 0.480);(0.751, 0.509, 0.420)
R;(0.947, 1.195, -13.244);(1.000, 1.142, -13.285);0,085;(325.941, 144.514, 195.342);(303.699, 197.750, 170.618);-0,9249263;(0.802, 0.355, 0.480);(0.758, 0.494, 0.426)
R;(0.945, 1.194, -13.239);(1.000, 1.142, -13.285);0,088;(327.352, 144.031, 194.795);(303.699, 197.750, 170.618);-0,920108;(0.804, 0.354, 0.478);(0.758, 0.494, 0.426)
R;(0.945, 1.194, -13.239);(1.000, 1.137, -13.279);0,089;(327.352, 144.031, 194.795);(306.446, 196.543, 172.092);-0,9241869;(0.804, 0.354, 0.478);(0.761, 0.488, 0.427)
R;(0.937, 1.187, -13.224);(1.000, 1.137, -13.279);0,097;(328.518, 141.782, 194.058);(306.446, 196.543, 172.092);-0,9148012;(0.807, 0.348, 0.477);(0.761, 0.488, 0.427)
R;(0.937, 1.187, -13.224);(1.000, 1.121, -13.258);0,098;(328.518, 141.782, 194.058);(315.221, 193.786, 175.725);-0,9244569;(0.807, 0.348, 0.477);(0.770, 0.473, 0.429)
R;(0.934, 1.185, -13.217);(1.000, 1.121, -13.258);0,101;(329.549, 141.084, 193.770);(315.221, 193.786, 175.725);-0,9205817;(0.809, 0.346, 0.476);(0.770, 0.473, 0.429)
R;(0.934, 1.185, -13.217);(1.000, 1.115, -13.249);0,101;(329.549, 141.084, 193.770);(318.959, 192.959, 176.938);-0,9231882;(0.809, 0.346, 0.476);(0.773, 0.468, 0.429)
R;(0.929, 1.182, -13.205);(1.000, 1.115, -13.249);0,107;(332.004, 139.700, 193.219);(318.959, 192.959, 176.938);-0,9151542;(0.812, 0.342, 0.473);(0.773, 0.468, 0.429)
R;(0.929, 1.182, -13.205);(1.000, 1.106, -13.231);0,107;(332.004, 139.700, 193.219);(325.819, 191.798, 178.837);-0,9184391;(0.812, 0.342, 0.473);(0.779, 0.459, 0.428)
R;(0.925, 1.180, -13.198);(1.000, 1.106, -13.231);0,111;(332.834, 139.043, 192.753);(325.819, 191.798, 178.837);-0,9150796;(0.814, 0.340, 0.471);(0.779, 0.459, 0.428)
R;(0.925, 1.180, -13.198);(1.000, 1.102, -13.221);0,111;(332.834, 139.043, 192.753);(329.774, 191.289, 179.791);-0,9156581;(0.814, 0.340, 0.471);(0.782, 0.454, 0.427)
R;(0.922, 1.180, -13.191);(1.000, 1.102, -13.221);0,114;(334.522, 138.343, 192.139);(329.774, 191.289, 179.791);-0,9115871;(0.816, 0.338, 0.469);(0.782, 0.454, 0.427)
R;(0.922, 1.180, -13.191);(1.000, 1.099, -13.210);0,114;(334.522, 138.343, 192.139);(333.609, 190.884, 180.645);-0,911563;(0.816, 0.338, 0.469);(0.786, 0.449, 0.425)
R;(0.920, 1.182, -13.184);(1.000, 1.099, -13.210);0,118;(336.956, 138.288, 191.135);(333.609, 190.884, 180.645);-0,9093003;(0.819, 0.336, 0.465);(0.786, 0.449, 0.425)
R;(0.918, 1.185, -13.173);(1.000, 1.097, -13.202);0,123;(341.551, 137.648, 189.670);(336.524, 190.627, 181.255);-0,9034541;(0.825, 0.332, 0.458);(0.788, 0.446, 0.424)
R;(0.918, 1.185, -13.173);(1.000, 1.095, -13.186);0,122;(341.551, 137.648, 189.670);(341.999, 190.245, 182.333);-0,9035217;(0.825, 0.332, 0.458);(0.792, 0.441, 0.422)
R;(0.917, 1.184, -13.173);(1.000, 1.095, -13.186);0,123;(341.582, 136.940, 189.778);(341.999, 190.245, 182.333);-0,9009532;(0.825, 0.331, 0.458);(0.792, 0.441, 0.422)
R;(0.917, 1.184, -13.173);(1.000, 1.095, -13.185);0,123;(341.582, 136.940, 189.778);(342.275, 190.229, 182.386);-0,9008995;(0.825, 0.331, 0.458);(0.792, 0.440, 0.422)
R;(0.915, 1.186, -13.167);(1.000, 1.095, -13.185);0,127;(343.788, 136.268, 189.041);(342.275, 190.229, 182.386);-0,8972671;(0.828, 0.328, 0.455);(0.792, 0.440, 0.422)
R;(0.911, 1.189, -13.157);(1.000, 1.094, -13.178);0,132;(347.396, 135.767, 187.266);(344.781, 190.096, 182.854);-0,8930334;(0.832, 0.325, 0.449);(0.794, 0.438, 0.421)
R;(0.911, 1.189, -13.157);(1.000, 1.094, -13.165);0,131;(347.396, 135.767, 187.266);(349.377, 189.910, 183.685);-0,8927341;(0.832, 0.325, 0.449);(0.798, 0.434, 0.419)
R;(0.914, 1.193, -13.158);(1.000, 1.094, -13.165);0,132;(347.905, 136.453, 187.153);(349.377, 189.910, 183.685);-0,8953481;(0.832, 0.326, 0.448);(0.798, 0.434, 0.419)
R;(0.914, 1.193, -13.158);(1.000, 1.094, -13.166);0,132;(347.905, 136.453, 187.153);(349.156, 189.917, 183.646);-0,8953873;(0.832, 0.326, 0.448);(0.797, 0.434, 0.419)
R;(0.912, 1.194, -13.152);(1.000, 1.094, -13.166);0,134;(349.114, 136.005, 186.288);(349.156, 189.917, 183.646);-0,8930889;(0.834, 0.325, 0.445);(0.797, 0.434, 0.419)
R;(0.909, 1.198, -13.142);(1.000, 1.094, -13.158);0,139;(351.824, 135.309, 184.539);(351.680, 189.843, 184.092);-0,889131;(0.838, 0.322, 0.440);(0.799, 0.431, 0.418)
R;(0.909, 1.198, -13.142);(1.000, 1.095, -13.146);0,138;(351.824, 135.309, 184.539);(356.136, 189.761, 184.866);-0,8884404;(0.838, 0.322, 0.440);(0.802, 0.428, 0.416)
R;(0.908, 1.198, -13.141);(1.000, 1.095, -13.146);0,138;(351.331, 135.133, 184.695);(356.136, 189.761, 184.866);-0,8876514;(0.838, 0.322, 0.440);(0.802, 0.428, 0.416)
R;(0.908, 1.198, -13.141);(1.000, 1.095, -13.145);0,138;(351.331, 135.133, 184.695);(356.293, 189.759, 184.893);-0,8875957;(0.838, 0.322, 0.440);(0.802, 0.427, 0.416)
R;(0.906, 1.200, -13.136);(1.000, 1.095, -13.145);0,142;(352.410, 134.776, 184.073);(356.293, 189.759, 184.893);-0,8862228;(0.839, 0.321, 0.438);(0.802, 0.427, 0.416)
R;(0.906, 1.200, -13.136);(1.000, 1.096, -13.139);0,140;(352.410, 134.776, 184.073);(358.503, 189.742, 185.273);-0,8854642;(0.839, 0.321, 0.438);(0.804, 0.425, 0.415)
R;(0.905, 1.203, -13.130);(1.000, 1.096, -13.139);0,144;(353.860, 134.453, 183.739);(358.503, 189.742, 185.273);-0,8846236;(0.841, 0.320, 0.437);(0.804, 0.425, 0.415)
R;(0.903, 1.209, -13.120);(1.000, 1.098, -13.132);0,148;(356.333, 133.687, 183.140);(0.850, 189.739, 185.676);-0,8815748;(0.844, 0.317, 0.434);(0.003, 0.715, 0.699)
R;(0.903, 1.209, -13.120);(1.000, 1.101, -13.121);0,146;(356.333, 133.687, 183.140);(4.729, 189.772, 186.344);-0,8800088;(0.844, 0.317, 0.434);(0.018, 0.713, 0.701)
R;(0.905, 1.211, -13.119);(1.000, 1.101, -13.121);0,146;(356.485, 133.773, 183.337);(4.729, 189.772, 186.344);-0,8804948;(0.844, 0.317, 0.434);(0.018, 0.713, 0.701)
R;(0.905, 1.211, -13.119);(1.000, 1.101, -13.120);0,146;(356.485, 133.773, 183.337);(5.207, 189.779, 186.426);-0,8802327;(0.844, 0.317, 0.434);(0.020, 0.713, 0.701)
R;(0.903, 1.214, -13.114);(1.000, 1.101, -13.120);0,149;(357.116, 133.531, 182.851);(5.207, 189.779, 186.426);-0,8796005;(0.845, 0.316, 0.432);(0.020, 0.713, 0.701)
R;(0.901, 1.222, -13.102);(1.000, 1.103, -13.115);0,156;(358.277, 132.510, 181.461);(7.061, 189.813, 186.748);-0,8750722;(0.847, 0.313, 0.429);(0.027, 0.713, 0.701)
R;(0.901, 1.222, -13.102);(1.000, 1.106, -13.106);0,153;(358.277, 132.510, 181.461);(10.340, 189.901, 187.324);-0,8730323;(0.847, 0.313, 0.429);(0.039, 0.711, 0.702)
R;(0.899, 1.222, -13.101);(1.000, 1.106, -13.106);0,154;(357.570, 132.008, 181.167);(10.340, 189.901, 187.324);-0,8701841;(0.847, 0.313, 0.429);(0.039, 0.711, 0.702)
R;(0.899, 1.222, -13.101);(1.000, 1.106, -13.107);0,154;(357.570, 132.008, 181.167);(10.194, 189.896, 187.299);-0,8702969;(0.847, 0.313, 0.429);(0.038, 0.711, 0.702)
R;(0.898, 1.228, -13.096);(1.000, 1.106, -13.107);0,159;(358.245, 131.308, 180.195);(10.194, 189.896, 187.299);-0,8679485;(0.849, 0.311, 0.427);(0.038, 0.711, 0.702)
R;(0.895, 1.238, -13.087);(1.000, 1.107, -13.104);0,169;(359.211, 130.866, 178.385);(11.270, 189.932, 187.490);-0,8661048;(0.851, 0.310, 0.423);(0.042, 0.711, 0.702)
R;(0.895, 1.238, -13.087);(1.000, 1.107, -13.104);0,169;(359.211, 130.866, 178.385);(11.270, 189.932, 187.490);-0,8661048;(0.851, 0.310, 0.423);(0.042, 0.711, 0.702)
R;(0.896, 1.240, -13.087);(1.000, 1.107, -13.104);0,170;(359.603, 131.002, 178.384);(11.270, 189.932, 187.490);-0,8671139;(0.852, 0.310, 0.422);(0.042, 0.711, 0.702)
R;(0.896, 1.240, -13.087);(1.000, 1.107, -13.104);0,170;(359.603, 131.002, 178.384);(11.270, 189.932, 187.490);-0,867114;(0.852, 0.310, 0.422);(0.042, 0.711, 0.702)
R;(0.896, 1.253, -13.079);(1.000, 1.107, -13.104);0,181;(1.538, 130.836, 176.888);(11.270, 189.932, 187.490);-0,8681839;(0.007, 0.595, 0.804);(0.042, 0.711, 0.702)
R;(0.896, 1.253, -13.079);(1.000, 1.107, -13.104);0,181;(1.538, 130.836, 176.888);(11.270, 189.932, 187.490);-0,868184;(0.007, 0.595, 0.804);(0.042, 0.711, 0.702)
R;(0.896, 1.260, -13.075);(1.000, 1.107, -13.104);0,187;(2.527, 130.591, 176.295);(11.270, 189.932, 187.490);-0,8680269;(0.012, 0.595, 0.804);(0.042, 0.711, 0.702)
R;(0.895, 1.273, -13.069);(1.000, 1.107, -13.104);0,199;(4.107, 129.939, 175.028);(11.270, 189.932, 187.490);-0,8665181;(0.019, 0.596, 0.803);(0.042, 0.711, 0.702)
R;(0.895, 1.273, -13.069);(1.000, 1.107, -13.104);0,199;(4.107, 129.939, 175.028);(11.270, 189.932, 187.490);-0,8665181;(0.019, 0.596, 0.803);(0.042, 0.711, 0.702)
R;(0.894, 1.273, -13.068);(1.000, 1.107, -13.104);0,200;(3.645, 130.028, 175.034);(11.270, 189.932, 187.490);-0,8664557;(0.017, 0.596, 0.803);(0.042, 0.711, 0.702)
R;(0.894, 1.273, -13.068);(1.000, 1.107, -13.104);0,200;(3.645, 130.028, 175.034);(11.270, 189.932, 187.490);-0,8664557;(0.017, 0.596, 0.803);(0.042, 0.711, 0.702)
R;(0.893, 1.281, -13.066);(1.000, 1.107, -13.104);0,208;(4.000, 129.792, 174.057);(11.270, 189.932, 187.490);-0,8655336;(0.018, 0.598, 0.802);(0.042, 0.711, 0.702)
R;(0.892, 1.296, -13.061);(1.000, 1.107, -13.104);0,222;(4.774, 129.477, 172.007);(11.270, 189.932, 187.490);-0,8642476;(0.022, 0.601, 0.799);(0.042, 0.711, 0.702)
R;(0.892, 1.296, -13.061);(1.000, 1.107, -13.104);0,222;(4.774, 129.477, 172.007);(11.270, 189.932, 187.490);-0,8642476;(0.022, 0.601, 0.799);(0.042, 0.711, 0.702)
R;(0.892, 1.299, -13.061);(1.000, 1.107, -13.104);0,224;(4.506, 129.551, 171.698);(11.270, 189.932, 187.490);-0,8641554;(0.021, 0.602, 0.798);(0.042, 0.711, 0.702)
R;(0.892, 1.299, -13.061);(1.000, 1.107, -13.104);0,224;(4.506, 129.551, 171.698);(11.270, 189.932, 187.490);-0,8641555;(0.021, 0.602, 0.798);(0.042, 0.711, 0.702)
R;(0.892, 1.306, -13.059);(1.000, 1.107, -13.104);0,231;(4.626, 129.192, 170.591);(11.270, 189.932, 187.490);-0,8622516;(0.022, 0.604, 0.797);(0.042, 0.711, 0.702)
R;(0.890, 1.319, -13.056);(1.000, 1.107, -13.104);0,244;(4.865, 128.655, 168.486);(11.270, 189.932, 187.490);-0,8590763;(0.023, 0.607, 0.795);(0.042, 0.711, 0.702)
R;(0.890, 1.319, -13.056);(1.000, 1.107, -13.104);0,244;(4.865, 128.655, 168.486);(11.270, 189.932, 187.490);-0,8590763;(0.023, 0.607, 0.795);(0.042, 0.711, 0.702)
R;(0.890, 1.319, -13.057);(1.000, 1.107, -13.104);0,244;(4.715, 128.751, 168.523);(11.270, 189.932, 187.490);-0,8593326;(0.022, 0.607, 0.794);(0.042, 0.711, 0.702)
R;(0.890, 1.319, -13.057);(1.000, 1.107, -13.104);0,244;(4.715, 128.751, 168.523);(11.270, 189.932, 187.490);-0,8593326;(0.022, 0.607, 0.794);(0.042, 0.711, 0.702)
R;(0.888, 1.326, -13.057);(1.000, 1.107, -13.104);0,250;(4.699, 128.798, 167.757);(11.270, 189.932, 187.490);-0,8590124;(0.022, 0.609, 0.793);(0.042, 0.711, 0.702)
R;(0.886, 1.337, -13.059);(1.000, 1.107, -13.104);0,261;(4.985, 129.175, 166.678);(11.270, 189.932, 187.490);-0,860155;(0.024, 0.612, 0.790);(0.042, 0.711, 0.702)
R;(0.886, 1.337, -13.059);(1.000, 1.107, -13.104);0,261;(4.985, 129.175, 166.678);(11.270, 189.932, 187.490);-0,860155;(0.024, 0.612, 0.790);(0.042, 0.711, 0.702)
R;(0.887, 1.336, -13.059);(1.000, 1.107, -13.104);0,259;(5.130, 129.327, 167.231);(11.270, 189.932, 187.490);-0,8613545;(0.024, 0.612, 0.791);(0.042, 0.711, 0.702)
R;(0.887, 1.336, -13.059);(1.000, 1.107, -13.104);0,259;(5.130, 129.327, 167.231);(11.270, 189.932, 187.490);-0,8613545;(0.024, 0.612, 0.791);(0.042, 0.711, 0.702)
R;(0.887, 1.339, -13.062);(1.000, 1.107, -13.104);0,262;(5.570, 129.690, 167.319);(11.270, 189.932, 187.490);-0,8634175;(0.026, 0.612, 0.790);(0.042, 0.711, 0.702)
R;(0.887, 1.339, -13.062);(1.000, 1.107, -13.104);0,262;(5.570, 129.690, 167.319);(11.270, 189.932, 187.490);-0,8634176;(0.026, 0.612, 0.790);(0.042, 0.711, 0.702)
R;(0.886, 1.342, -13.064);(1.000, 1.107, -13.104);0,264;(5.792, 130.044, 167.555);(11.270, 189.932, 187.490);-0,8652776;(0.027, 0.613, 0.790);(0.042, 0.711, 0.702)
R;(0.886, 1.342, -13.064);(1.000, 1.107, -13.104);0,264;(5.792, 130.044, 167.555);(11.270, 189.932, 187.490);-0,8652776;(0.027, 0.613, 0.790);(0.042, 0.711, 0.702)
