Position;
(-2.014, 0.000, -5.011)
(-0.661, 0.000, -10.285)
(0.568, 0.000, -11.883)
(0.443, 0.000, -13.520)
(0.775, 0.000, -16.825)
(0.270, 0.000, -12.009)
(0.841, 0.000, -5.188)
(-0.289, 0.000, 2.245)
(-0.238, 0.000, 10.212)
(0.199, 0.000, 18.203)
(0.303, 0.000, 25.897)
(1.066, 0.000, 30.805)
(2.332, 0.000, 31.658)
(2.136, 0.000, 31.812)
(0.431, 0.000, 32.076)
