L/R;Position Real;Rotation Real;Rotation Real Normalized
R;(0.936, 1.299, -13.299);(334.311, 120.168, 19.183);(0.940, 0.338, 0.054)
R;(0.936, 1.299, -13.299);(334.333, 120.339, 18.946);(0.940, 0.338, 0.053)
R;(0.936, 1.299, -13.299);(334.419, 120.568, 18.651);(0.939, 0.339, 0.052)
R;(0.936, 1.299, -13.300);(334.720, 121.210, 18.177);(0.939, 0.340, 0.051)
R;(0.936, 1.299, -13.300);(334.945, 121.639, 17.792);(0.939, 0.341, 0.050)
R;(0.936, 1.299, -13.301);(334.940, 121.463, 17.284);(0.939, 0.341, 0.048)
R;(0.935, 1.299, -13.300);(334.654, 121.117, 17.154);(0.939, 0.340, 0.048)
R;(0.936, 1.299, -13.300);(334.535, 120.704, 17.618);(0.939, 0.339, 0.049)
R;(0.936, 1.299, -13.300);(334.526, 120.754, 17.903);(0.939, 0.339, 0.050)
R;(0.936, 1.299, -13.300);(334.547, 120.832, 18.185);(0.939, 0.339, 0.051)
R;(0.936, 1.299, -13.301);(334.630, 121.288, 18.312);(0.939, 0.340, 0.051)
R;(0.936, 1.299, -13.301);(334.613, 121.581, 17.883);(0.939, 0.341, 0.050)
R;(0.936, 1.300, -13.302);(334.462, 121.792, 17.031);(0.939, 0.342, 0.048)
R;(0.936, 1.300, -13.303);(334.493, 121.762, 16.334);(0.939, 0.342, 0.046)
R;(0.936, 1.300, -13.303);(334.834, 121.962, 15.988);(0.939, 0.342, 0.045)
R;(0.937, 1.299, -13.303);(335.148, 122.146, 15.963);(0.939, 0.342, 0.045)
R;(0.937, 1.299, -13.304);(335.355, 122.234, 16.019);(0.939, 0.342, 0.045)
R;(0.938, 1.298, -13.304);(335.532, 122.225, 16.342);(0.939, 0.342, 0.046)
R;(0.938, 1.298, -13.304);(335.439, 122.254, 16.582);(0.939, 0.342, 0.046)
R;(0.937, 1.298, -13.304);(335.254, 122.415, 16.400);(0.938, 0.343, 0.046)
R;(0.937, 1.298, -13.304);(335.160, 122.314, 15.896);(0.938, 0.342, 0.045)
R;(0.937, 1.298, -13.305);(335.345, 122.311, 15.464);(0.939, 0.342, 0.043)
R;(0.938, 1.298, -13.305);(335.597, 122.291, 15.340);(0.939, 0.342, 0.043)
R;(0.938, 1.298, -13.305);(335.819, 122.286, 15.571);(0.939, 0.342, 0.044)
R;(0.938, 1.298, -13.305);(335.773, 122.434, 16.028);(0.939, 0.342, 0.045)
R;(0.938, 1.298, -13.305);(335.679, 122.505, 16.116);(0.938, 0.342, 0.045)
R;(0.938, 1.299, -13.305);(335.544, 122.475, 16.076);(0.938, 0.343, 0.045)
R;(0.937, 1.299, -13.305);(335.063, 122.173, 15.920);(0.939, 0.342, 0.045)
R;(0.938, 1.300, -13.305);(335.016, 122.252, 15.905);(0.938, 0.342, 0.045)
R;(0.938, 1.300, -13.305);(335.051, 122.201, 15.920);(0.939, 0.342, 0.045)
R;(0.938, 1.300, -13.305);(335.095, 122.128, 15.932);(0.939, 0.342, 0.045)
R;(0.938, 1.300, -13.305);(335.135, 122.237, 15.945);(0.939, 0.342, 0.045)
R;(0.938, 1.301, -13.306);(335.114, 122.393, 15.806);(0.938, 0.343, 0.044)
R;(0.938, 1.302, -13.307);(335.013, 122.854, 14.858);(0.938, 0.344, 0.042)
R;(0.938, 1.302, -13.308);(335.069, 123.272, 13.697);(0.938, 0.345, 0.038)
R;(0.938, 1.301, -13.309);(335.443, 123.507, 12.497);(0.938, 0.345, 0.035)
R;(0.939, 1.300, -13.311);(336.325, 123.486, 11.157);(0.938, 0.344, 0.031)
R;(0.940, 1.299, -13.312);(337.590, 123.316, 9.417);(0.939, 0.343, 0.026)
R;(0.941, 1.297, -13.315);(339.637, 123.188, 6.402);(0.940, 0.341, 0.018)
R;(0.943, 1.295, -13.319);(342.708, 123.090, 1.684);(0.941, 0.338, 0.005)
R;(0.946, 1.292, -13.326);(348.326, 122.732, 352.802);(0.682, 0.240, 0.691)
R;(0.948, 1.287, -13.334);(353.892, 122.967, 344.025);(0.696, 0.242, 0.676)
R;(0.951, 1.281, -13.340);(358.447, 124.188, 338.278);(0.705, 0.244, 0.666)
R;(0.953, 1.272, -13.344);(2.002, 127.431, 337.414);(0.006, 0.353, 0.935)
R;(0.955, 1.263, -13.345);(4.609, 129.545, 338.553);(0.013, 0.357, 0.934)
R;(0.957, 1.256, -13.347);(7.456, 129.702, 337.998);(0.021, 0.358, 0.933)
R;(0.958, 1.246, -13.351);(11.578, 127.057, 333.864);(0.032, 0.355, 0.934)
R;(0.960, 1.236, -13.355);(16.413, 124.168, 327.156);(0.047, 0.354, 0.934)
R;(0.961, 1.225, -13.357);(21.410, 120.898, 320.182);(0.062, 0.353, 0.934)
R;(0.960, 1.214, -13.357);(25.654, 119.209, 317.014);(0.076, 0.351, 0.933)
R;(0.959, 1.205, -13.357);(28.438, 119.991, 316.572);(0.084, 0.353, 0.932)
R;(0.956, 1.196, -13.357);(29.984, 120.560, 315.414);(0.088, 0.356, 0.930)
R;(0.954, 1.187, -13.355);(31.743, 119.723, 312.687);(0.094, 0.356, 0.930)
R;(0.952, 1.178, -13.353);(33.826, 117.419, 308.479);(0.102, 0.354, 0.930)
R;(0.950, 1.170, -13.349);(36.425, 114.191, 304.507);(0.111, 0.349, 0.931)
R;(0.947, 1.163, -13.343);(37.796, 110.780, 301.689);(0.117, 0.342, 0.932)
R;(0.945, 1.157, -13.338);(37.843, 107.336, 299.010);(0.118, 0.335, 0.935)
R;(0.943, 1.151, -13.333);(38.258, 103.337, 294.640);(0.122, 0.329, 0.937)
R;(0.941, 1.145, -13.328);(38.641, 99.207, 289.588);(0.125, 0.322, 0.939)
R;(0.938, 1.138, -13.323);(39.269, 96.039, 284.886);(0.130, 0.317, 0.940)
R;(0.934, 1.132, -13.318);(40.217, 93.858, 280.667);(0.135, 0.314, 0.940)
R;(0.931, 1.126, -13.313);(41.578, 92.036, 277.168);(0.141, 0.312, 0.940)
R;(0.929, 1.120, -13.306);(42.749, 89.444, 273.837);(0.147, 0.307, 0.940)
R;(0.926, 1.116, -13.298);(43.766, 86.608, 271.278);(0.152, 0.301, 0.942)
R;(0.924, 1.112, -13.291);(43.644, 83.337, 267.924);(0.154, 0.293, 0.944)
R;(0.921, 1.110, -13.283);(42.758, 80.533, 264.750);(0.153, 0.288, 0.945)
R;(0.919, 1.108, -13.273);(41.665, 78.290, 263.163);(0.150, 0.282, 0.948)
R;(0.917, 1.107, -13.264);(40.901, 76.274, 262.568);(0.148, 0.276, 0.950)
R;(0.914, 1.105, -13.255);(40.641, 74.171, 262.273);(0.147, 0.269, 0.952)
R;(0.912, 1.103, -13.246);(40.544, 71.895, 261.762);(0.148, 0.262, 0.954)
R;(0.910, 1.102, -13.237);(40.348, 69.951, 261.167);(0.148, 0.256, 0.955)
R;(0.907, 1.101, -13.228);(40.065, 68.587, 260.920);(0.147, 0.251, 0.957)
R;(0.905, 1.100, -13.219);(39.835, 67.390, 260.855);(0.146, 0.247, 0.958)
R;(0.903, 1.099, -13.211);(39.679, 66.134, 260.703);(0.146, 0.243, 0.959)
R;(0.900, 1.098, -13.201);(39.820, 64.377, 260.782);(0.147, 0.237, 0.960)
R;(0.897, 1.098, -13.192);(40.083, 62.409, 260.757);(0.148, 0.230, 0.962)
R;(0.895, 1.097, -13.184);(40.221, 60.565, 260.423);(0.149, 0.224, 0.963)
R;(0.893, 1.098, -13.177);(39.988, 59.265, 260.053);(0.148, 0.220, 0.964)
R;(0.891, 1.099, -13.170);(39.431, 58.419, 260.002);(0.146, 0.217, 0.965)
R;(0.889, 1.101, -13.164);(38.603, 57.896, 260.383);(0.143, 0.215, 0.966)
R;(0.887, 1.103, -13.157);(37.680, 57.656, 260.531);(0.140, 0.214, 0.967)
R;(0.885, 1.105, -13.151);(37.162, 57.072, 260.486);(0.138, 0.212, 0.967)
R;(0.883, 1.107, -13.145);(36.711, 55.751, 260.599);(0.136, 0.207, 0.969)
R;(0.881, 1.109, -13.139);(36.337, 53.788, 260.961);(0.135, 0.200, 0.970)
R;(0.879, 1.111, -13.134);(35.980, 51.757, 261.316);(0.134, 0.193, 0.972)
R;(0.878, 1.112, -13.131);(35.452, 50.362, 261.498);(0.132, 0.187, 0.973)
R;(0.877, 1.114, -13.129);(34.965, 50.110, 261.804);(0.130, 0.186, 0.974)
R;(0.876, 1.115, -13.129);(34.534, 50.523, 262.402);(0.128, 0.188, 0.974)
R;(0.876, 1.116, -13.129);(34.124, 50.903, 262.811);(0.126, 0.189, 0.974)
R;(0.876, 1.117, -13.129);(34.062, 51.543, 262.949);(0.126, 0.191, 0.973)
R;(0.876, 1.118, -13.129);(33.957, 51.811, 263.435);(0.125, 0.191, 0.973)
R;(0.876, 1.118, -13.129);(34.204, 51.724, 264.069);(0.126, 0.191, 0.974)
R;(0.875, 1.119, -13.129);(34.363, 51.643, 264.295);(0.127, 0.190, 0.974)
R;(0.875, 1.119, -13.130);(34.297, 51.530, 264.496);(0.126, 0.190, 0.974)
R;(0.875, 1.119, -13.130);(34.293, 51.254, 264.560);(0.126, 0.189, 0.974)
R;(0.874, 1.118, -13.130);(34.222, 50.985, 264.323);(0.126, 0.188, 0.974)
R;(0.874, 1.118, -13.131);(34.213, 50.909, 264.162);(0.126, 0.188, 0.974)
R;(0.874, 1.118, -13.131);(34.268, 50.963, 263.972);(0.126, 0.188, 0.974)
R;(0.874, 1.117, -13.132);(34.428, 50.999, 263.800);(0.127, 0.188, 0.974)
R;(0.874, 1.117, -13.132);(34.607, 51.101, 263.843);(0.128, 0.189, 0.974)
R;(0.874, 1.117, -13.133);(34.657, 51.287, 264.006);(0.128, 0.189, 0.974)
R;(0.873, 1.117, -13.134);(34.685, 51.624, 264.273);(0.128, 0.190, 0.973)
R;(0.873, 1.117, -13.134);(34.525, 51.993, 264.428);(0.127, 0.191, 0.973)
R;(0.873, 1.117, -13.135);(34.244, 52.286, 264.486);(0.126, 0.192, 0.973)
R;(0.873, 1.117, -13.135);(34.037, 52.379, 264.426);(0.125, 0.193, 0.973)
R;(0.872, 1.117, -13.136);(33.855, 52.480, 264.293);(0.125, 0.193, 0.973)
R;(0.872, 1.117, -13.136);(33.843, 52.488, 264.053);(0.125, 0.193, 0.973)
R;(0.872, 1.117, -13.136);(34.006, 52.416, 264.136);(0.125, 0.193, 0.973)
R;(0.872, 1.117, -13.136);(34.157, 52.376, 264.362);(0.126, 0.193, 0.973)
R;(0.871, 1.116, -13.137);(34.396, 52.502, 264.898);(0.126, 0.193, 0.973)
R;(0.871, 1.116, -13.137);(34.662, 52.649, 265.302);(0.127, 0.193, 0.973)
R;(0.870, 1.115, -13.138);(34.940, 52.727, 265.456);(0.128, 0.193, 0.973)
R;(0.870, 1.115, -13.139);(34.985, 52.875, 265.097);(0.128, 0.194, 0.973)
R;(0.870, 1.114, -13.140);(35.088, 53.103, 264.729);(0.129, 0.195, 0.972)
R;(0.870, 1.114, -13.141);(35.206, 53.005, 264.355);(0.129, 0.195, 0.972)
R;(0.870, 1.113, -13.141);(35.425, 52.955, 264.485);(0.130, 0.195, 0.972)
R;(0.870, 1.113, -13.141);(35.757, 53.065, 265.139);(0.131, 0.195, 0.972)
R;(0.870, 1.113, -13.142);(36.078, 53.229, 266.040);(0.132, 0.194, 0.972)
R;(0.870, 1.113, -13.142);(36.382, 53.571, 267.170);(0.132, 0.195, 0.972)
R;(0.870, 1.112, -13.143);(36.624, 54.053, 268.342);(0.133, 0.196, 0.972)
R;(0.870, 1.111, -13.144);(37.013, 54.293, 268.532);(0.134, 0.196, 0.971)
R;(0.870, 1.111, -13.145);(37.140, 54.458, 267.778);(0.135, 0.197, 0.971)
R;(0.870, 1.110, -13.145);(37.338, 54.232, 266.976);(0.136, 0.197, 0.971)
R;(0.870, 1.110, -13.145);(37.492, 53.991, 266.604);(0.137, 0.197, 0.971)
R;(0.870, 1.110, -13.145);(37.490, 54.067, 266.986);(0.136, 0.197, 0.971)
R;(0.870, 1.110, -13.145);(37.574, 54.200, 267.792);(0.136, 0.197, 0.971)
R;(0.870, 1.110, -13.145);(37.713, 54.421, 268.673);(0.136, 0.197, 0.971)
R;(0.870, 1.110, -13.145);(37.807, 54.667, 268.821);(0.137, 0.197, 0.971)
R;(0.871, 1.110, -13.146);(37.700, 54.755, 268.395);(0.136, 0.198, 0.971)
R;(0.871, 1.110, -13.146);(37.707, 54.698, 267.755);(0.137, 0.198, 0.971)
R;(0.871, 1.110, -13.146);(37.673, 54.667, 267.359);(0.137, 0.198, 0.971)
R;(0.871, 1.110, -13.146);(37.652, 54.569, 267.165);(0.137, 0.198, 0.971)
R;(0.871, 1.110, -13.145);(37.761, 54.456, 267.129);(0.137, 0.198, 0.971)
R;(0.871, 1.110, -13.145);(37.804, 54.415, 267.143);(0.137, 0.198, 0.971)
R;(0.871, 1.111, -13.145);(37.716, 54.493, 267.216);(0.137, 0.198, 0.971)
R;(0.872, 1.112, -13.144);(37.040, 54.997, 267.499);(0.134, 0.200, 0.971)
R;(0.872, 1.114, -13.145);(35.866, 55.802, 267.345);(0.130, 0.203, 0.971)
R;(0.873, 1.115, -13.145);(34.542, 56.738, 266.501);(0.126, 0.207, 0.970)
R;(0.873, 1.116, -13.145);(33.532, 56.665, 265.614);(0.123, 0.207, 0.971)
R;(0.873, 1.116, -13.143);(33.192, 56.029, 265.331);(0.121, 0.205, 0.971)
R;(0.874, 1.116, -13.142);(33.735, 54.999, 266.022);(0.123, 0.201, 0.972)
R;(0.873, 1.115, -13.141);(35.278, 54.358, 267.517);(0.128, 0.197, 0.972)
R;(0.873, 1.115, -13.141);(36.890, 53.696, 269.017);(0.133, 0.194, 0.972)
R;(0.872, 1.116, -13.141);(38.571, 53.400, 270.516);(0.139, 0.192, 0.972)
R;(0.872, 1.117, -13.142);(38.921, 53.145, 270.621);(0.140, 0.191, 0.972)
R;(0.940, 1.427, -13.176);(345.170, 69.507, 96.271);(0.946, 0.190, 0.264)
R;(0.939, 1.426, -13.176);(346.644, 69.011, 94.294);(0.948, 0.189, 0.258)
R;(0.939, 1.426, -13.177);(347.112, 69.316, 93.499);(0.948, 0.189, 0.255)
R;(0.941, 1.426, -13.178);(346.138, 70.408, 92.703);(0.948, 0.193, 0.254)
R;(0.942, 1.427, -13.179);(345.510, 71.896, 91.370);(0.948, 0.197, 0.251)
R;(0.943, 1.427, -13.181);(345.011, 73.092, 90.201);(0.948, 0.201, 0.248)
R;(0.943, 1.427, -13.183);(344.409, 73.960, 89.282);(0.948, 0.204, 0.246)
R;(0.944, 1.426, -13.185);(343.977, 75.169, 88.353);(0.948, 0.207, 0.243)
R;(0.945, 1.426, -13.187);(343.843, 75.911, 87.696);(0.948, 0.209, 0.242)
R;(0.945, 1.425, -13.190);(343.905, 76.362, 87.225);(0.948, 0.210, 0.240)
R;(0.946, 1.424, -13.192);(343.933, 76.703, 87.298);(0.947, 0.211, 0.240)
R;(0.947, 1.423, -13.194);(343.938, 77.013, 87.136);(0.947, 0.212, 0.240)
R;(0.948, 1.422, -13.197);(343.811, 77.572, 86.464);(0.947, 0.214, 0.238)
R;(0.949, 1.422, -13.199);(343.630, 78.440, 85.385);(0.948, 0.216, 0.235)
R;(0.950, 1.421, -13.202);(343.424, 79.557, 84.051);(0.948, 0.220, 0.232)
R;(0.950, 1.421, -13.204);(342.988, 80.468, 82.365);(0.948, 0.222, 0.228)
R;(0.951, 1.421, -13.207);(342.610, 81.194, 80.498);(0.949, 0.225, 0.223)
R;(0.951, 1.421, -13.210);(342.137, 82.031, 78.509);(0.949, 0.228, 0.218)
R;(0.951, 1.421, -13.212);(341.719, 82.890, 76.740);(0.949, 0.230, 0.213)
R;(0.952, 1.420, -13.215);(341.577, 83.659, 75.253);(0.950, 0.233, 0.209)
R;(0.952, 1.418, -13.218);(341.621, 84.378, 74.193);(0.950, 0.235, 0.206)
R;(0.953, 1.416, -13.222);(341.651, 85.211, 73.441);(0.950, 0.237, 0.204)
R;(0.954, 1.415, -13.225);(341.707, 86.233, 72.386);(0.950, 0.240, 0.201)
R;(0.954, 1.413, -13.229);(341.630, 87.484, 71.089);(0.950, 0.243, 0.198)
R;(0.954, 1.412, -13.232);(341.257, 88.579, 69.519);(0.950, 0.246, 0.193)
R;(0.955, 1.412, -13.236);(340.563, 89.848, 67.418);(0.950, 0.251, 0.188)
R;(0.954, 1.411, -13.239);(340.000, 91.235, 64.931);(0.950, 0.255, 0.181)
R;(0.954, 1.410, -13.243);(339.775, 92.506, 62.160);(0.950, 0.259, 0.174)
R;(0.954, 1.408, -13.247);(339.927, 93.586, 59.630);(0.951, 0.262, 0.167)
R;(0.955, 1.405, -13.251);(340.421, 94.575, 57.522);(0.951, 0.264, 0.161)
R;(0.955, 1.402, -13.254);(340.796, 95.390, 56.032);(0.951, 0.266, 0.156)
R;(0.955, 1.400, -13.258);(340.505, 96.496, 54.196);(0.951, 0.270, 0.151)
R;(0.956, 1.399, -13.262);(340.073, 97.599, 52.025);(0.951, 0.273, 0.145)
R;(0.955, 1.397, -13.266);(339.508, 98.641, 49.586);(0.951, 0.276, 0.139)
R;(0.955, 1.395, -13.270);(339.377, 99.615, 46.876);(0.951, 0.279, 0.131)
R;(0.955, 1.392, -13.274);(339.597, 100.614, 44.091);(0.951, 0.282, 0.124)
R;(0.955, 1.389, -13.278);(340.222, 101.646, 41.251);(0.952, 0.284, 0.115)
R;(0.955, 1.386, -13.282);(340.941, 102.509, 38.668);(0.952, 0.286, 0.108)
R;(0.955, 1.383, -13.286);(341.425, 103.336, 36.179);(0.952, 0.288, 0.101)
R;(0.956, 1.380, -13.290);(341.675, 104.685, 32.990);(0.952, 0.292, 0.092)
R;(0.956, 1.378, -13.294);(341.793, 106.261, 29.110);(0.952, 0.296, 0.081)
R;(0.956, 1.375, -13.298);(342.090, 107.364, 24.529);(0.952, 0.299, 0.068)
R;(0.954, 1.371, -13.302);(342.972, 107.097, 18.276);(0.953, 0.298, 0.051)
R;(0.954, 1.368, -13.306);(343.733, 107.352, 13.666);(0.954, 0.298, 0.038)
R;(0.953, 1.364, -13.310);(344.611, 107.309, 8.443);(0.955, 0.297, 0.023)
R;(0.953, 1.359, -13.314);(345.499, 107.438, 3.700);(0.955, 0.297, 0.010)
R;(0.954, 1.353, -13.317);(346.035, 107.943, 359.834);(0.677, 0.211, 0.705)
R;(0.954, 1.347, -13.320);(346.374, 108.627, 356.557);(0.681, 0.213, 0.701)
R;(0.954, 1.341, -13.323);(347.098, 109.410, 353.002);(0.685, 0.216, 0.696)
R;(0.955, 1.334, -13.326);(348.494, 110.109, 349.348);(0.689, 0.218, 0.691)
R;(0.956, 1.325, -13.328);(350.344, 109.938, 346.532);(0.694, 0.218, 0.686)
R;(0.956, 1.317, -13.329);(351.872, 109.248, 344.397);(0.698, 0.217, 0.683)
R;(0.956, 1.309, -13.329);(353.170, 108.342, 342.503);(0.701, 0.215, 0.680)
R;(0.956, 1.301, -13.329);(354.227, 107.653, 340.938);(0.704, 0.214, 0.677)
R;(0.956, 1.293, -13.330);(355.012, 108.397, 338.982);(0.706, 0.216, 0.674)
R;(0.956, 1.286, -13.331);(355.951, 109.418, 336.895);(0.709, 0.218, 0.671)
R;(0.956, 1.278, -13.331);(357.201, 110.062, 334.654);(0.712, 0.219, 0.667)
R;(0.956, 1.270, -13.331);(358.645, 109.904, 331.165);(0.717, 0.220, 0.662)
R;(0.956, 1.263, -13.330);(0.181, 108.676, 326.477);(0.001, 0.316, 0.949)
R;(0.955, 1.255, -13.328);(1.501, 106.897, 322.289);(0.004, 0.315, 0.949)
R;(0.954, 1.248, -13.326);(2.234, 105.770, 319.751);(0.007, 0.314, 0.949)
R;(0.953, 1.242, -13.324);(2.383, 105.724, 318.415);(0.007, 0.315, 0.949)
R;(0.952, 1.236, -13.322);(2.320, 106.227, 317.134);(0.007, 0.318, 0.948)
R;(0.951, 1.230, -13.320);(2.590, 106.157, 314.863);(0.008, 0.319, 0.948)
R;(0.950, 1.223, -13.319);(3.278, 105.529, 310.914);(0.010, 0.321, 0.947)
R;(0.949, 1.216, -13.318);(3.460, 104.377, 305.114);(0.011, 0.324, 0.946)
R;(0.948, 1.211, -13.315);(3.297, 102.587, 299.417);(0.010, 0.324, 0.946)
R;(0.946, 1.206, -13.311);(3.091, 100.734, 295.283);(0.010, 0.323, 0.946)
R;(0.944, 1.200, -13.307);(1.654, 99.363, 292.271);(0.005, 0.322, 0.947)
R;(0.943, 1.193, -13.305);(1.025, 99.730, 289.275);(0.003, 0.326, 0.945)
R;(0.943, 1.185, -13.302);(2.456, 100.329, 286.873);(0.008, 0.330, 0.944)
R;(0.942, 1.178, -13.297);(4.260, 100.565, 285.356);(0.014, 0.332, 0.943)
R;(0.941, 1.170, -13.292);(5.804, 100.282, 283.634);(0.019, 0.333, 0.943)
R;(0.941, 1.163, -13.285);(7.948, 99.268, 281.862);(0.027, 0.332, 0.943)
R;(0.940, 1.157, -13.279);(9.359, 97.404, 279.692);(0.032, 0.329, 0.944)
R;(0.940, 1.152, -13.273);(9.949, 95.529, 277.786);(0.034, 0.325, 0.945)
R;(0.938, 1.149, -13.266);(9.785, 93.736, 276.871);(0.033, 0.320, 0.947)
R;(0.936, 1.146, -13.261);(9.563, 92.674, 276.151);(0.033, 0.318, 0.948)
R;(0.935, 1.143, -13.256);(9.668, 92.612, 275.840);(0.033, 0.318, 0.947)
R;(0.933, 1.139, -13.251);(10.121, 93.201, 275.360);(0.035, 0.320, 0.947)
R;(0.933, 1.135, -13.246);(11.163, 92.410, 273.958);(0.039, 0.319, 0.947)
R;(0.933, 1.131, -13.242);(12.321, 91.054, 272.195);(0.043, 0.317, 0.947)
R;(0.932, 1.128, -13.238);(13.122, 89.932, 270.226);(0.046, 0.315, 0.948)
R;(0.930, 1.126, -13.235);(13.211, 89.339, 269.201);(0.047, 0.315, 0.948)
R;(0.929, 1.126, -13.232);(12.905, 89.383, 269.499);(0.045, 0.314, 0.948)
R;(0.928, 1.126, -13.229);(12.956, 89.893, 270.996);(0.045, 0.315, 0.948)
R;(0.927, 1.127, -13.228);(13.109, 90.247, 272.587);(0.046, 0.314, 0.948)
R;(0.927, 1.127, -13.226);(13.156, 90.308, 273.390);(0.046, 0.313, 0.949)
R;(0.927, 1.127, -13.226);(13.122, 89.949, 273.122);(0.046, 0.312, 0.949)
R;(0.927, 1.127, -13.226);(12.784, 89.536, 272.210);(0.045, 0.312, 0.949)
R;(0.927, 1.128, -13.226);(12.317, 89.275, 271.252);(0.043, 0.312, 0.949)
R;(0.927, 1.129, -13.226);(12.086, 89.122, 271.071);(0.042, 0.312, 0.949)
R;(0.928, 1.130, -13.227);(12.072, 89.272, 271.577);(0.042, 0.312, 0.949)
R;(0.928, 1.131, -13.228);(12.224, 89.766, 272.569);(0.043, 0.313, 0.949)
R;(0.929, 1.132, -13.229);(12.263, 90.229, 273.353);(0.043, 0.313, 0.949)
R;(0.930, 1.133, -13.230);(12.245, 90.432, 273.583);(0.042, 0.314, 0.949)
R;(0.931, 1.133, -13.231);(12.300, 90.009, 273.337);(0.043, 0.312, 0.949)
R;(0.933, 1.134, -13.232);(12.151, 89.544, 272.755);(0.042, 0.312, 0.949)
R;(0.934, 1.135, -13.234);(12.113, 89.299, 272.282);(0.042, 0.311, 0.949)
R;(0.935, 1.136, -13.234);(12.028, 89.102, 272.211);(0.042, 0.311, 0.950)
R;(0.936, 1.137, -13.235);(12.174, 89.111, 272.540);(0.042, 0.310, 0.950)
R;(0.937, 1.138, -13.236);(12.360, 89.296, 273.010);(0.043, 0.311, 0.950)
R;(0.938, 1.139, -13.237);(12.376, 89.669, 273.612);(0.043, 0.311, 0.949)
R;(0.939, 1.141, -13.238);(12.016, 89.950, 274.097);(0.042, 0.312, 0.949)
R;(0.940, 1.143, -13.239);(10.952, 89.904, 274.249);(0.038, 0.311, 0.950)
R;(0.940, 1.145, -13.240);(9.695, 89.469, 274.378);(0.034, 0.310, 0.950)
R;(0.942, 1.146, -13.239);(8.692, 88.533, 274.738);(0.030, 0.307, 0.951)
R;(0.943, 1.146, -13.239);(8.712, 87.172, 275.630);(0.030, 0.301, 0.953)
R;(0.944, 1.145, -13.239);(12.455, 86.706, 278.091);(0.043, 0.297, 0.954)
