L/R;Position Real;Position Virtual;Distance;Rotation Real;Rotation Virtual;Rotation Similarity;Rotation Real Normalized;Rotation Virtual Normalized
R;(0.987, 1.415, -13.241);(0.986, 1.420, -13.264);0,023;(336.560, 326.314, 47.816);(344.449, 335.427, 42.522);0,9946413;(0.714, 0.693, 0.101);(0.714, 0.695, 0.088)
R;(0.986, 1.413, -13.244);(0.986, 1.420, -13.264);0,020;(336.647, 327.634, 47.351);(344.449, 335.427, 42.522);0,9954463;(0.713, 0.694, 0.100);(0.714, 0.695, 0.088)
R;(0.986, 1.414, -13.249);(0.986, 1.420, -13.264);0,016;(336.538, 328.286, 48.124);(344.449, 335.427, 42.522);0,9955084;(0.712, 0.695, 0.102);(0.714, 0.695, 0.088)
R;(0.986, 1.414, -13.249);(0.986, 1.420, -13.264);0,016;(336.538, 328.286, 48.124);(344.449, 335.427, 42.522);0,9955084;(0.712, 0.695, 0.102);(0.714, 0.695, 0.088)
R;(0.986, 1.415, -13.245);(0.986, 1.420, -13.264);0,019;(336.473, 326.505, 49.025);(344.449, 335.427, 42.522);0,9944308;(0.714, 0.693, 0.104);(0.714, 0.695, 0.088)
R;(0.986, 1.415, -13.245);(0.986, 1.420, -13.264);0,019;(336.473, 326.505, 49.025);(344.449, 335.427, 42.522);0,9944308;(0.714, 0.693, 0.104);(0.714, 0.695, 0.088)
R;(0.985, 1.415, -13.246);(0.986, 1.420, -13.264);0,018;(335.971, 325.988, 49.422);(344.449, 335.427, 42.522);0,9937587;(0.714, 0.693, 0.105);(0.714, 0.695, 0.088)
R;(0.985, 1.415, -13.246);(0.986, 1.420, -13.264);0,018;(335.971, 325.988, 49.422);(344.449, 335.427, 42.522);0,9937587;(0.714, 0.693, 0.105);(0.714, 0.695, 0.088)
R;(0.985, 1.414, -13.248);(0.986, 1.420, -13.264);0,016;(334.904, 326.151, 49.480);(344.449, 335.427, 42.522);0,9931434;(0.712, 0.694, 0.105);(0.714, 0.695, 0.088)
R;(0.985, 1.414, -13.248);(0.986, 1.420, -13.264);0,016;(334.904, 326.151, 49.480);(344.449, 335.427, 42.522);0,9931436;(0.712, 0.694, 0.105);(0.714, 0.695, 0.088)
R;(0.986, 1.412, -13.254);(0.986, 1.420, -13.264);0,013;(331.940, 326.935, 49.143);(344.449, 335.427, 42.522);0,9912532;(0.709, 0.698, 0.105);(0.714, 0.695, 0.088)
R;(0.986, 1.412, -13.254);(0.986, 1.420, -13.264);0,013;(331.940, 326.935, 49.143);(344.449, 335.427, 42.522);0,991253;(0.709, 0.698, 0.105);(0.714, 0.695, 0.088)
R;(0.987, 1.410, -13.258);(0.986, 1.420, -13.264);0,012;(328.991, 327.481, 48.979);(344.449, 335.427, 42.522);0,9885072;(0.705, 0.702, 0.105);(0.714, 0.695, 0.088)
R;(0.987, 1.407, -13.262);(0.986, 1.420, -13.264);0,013;(323.961, 326.714, 49.614);(344.449, 335.427, 42.522);0,981381;(0.700, 0.706, 0.107);(0.714, 0.695, 0.088)
R;(0.987, 1.407, -13.262);(0.986, 1.418, -13.267);0,012;(323.961, 326.714, 49.614);(343.331, 335.278, 43.056);0,9832817;(0.700, 0.706, 0.107);(0.713, 0.696, 0.089)
R;(0.986, 1.408, -13.258);(0.986, 1.418, -13.267);0,013;(323.539, 324.301, 51.191);(343.331, 335.278, 43.056);0,9811678;(0.702, 0.704, 0.111);(0.713, 0.696, 0.089)
R;(0.986, 1.408, -13.258);(0.986, 1.420, -13.264);0,013;(323.539, 324.301, 51.191);(344.337, 335.412, 42.576);0,9793828;(0.702, 0.704, 0.111);(0.714, 0.695, 0.088)
R;(0.985, 1.408, -13.260);(0.986, 1.420, -13.264);0,012;(320.410, 322.486, 52.887);(344.337, 335.412, 42.576);0,9728199;(0.700, 0.705, 0.116);(0.714, 0.695, 0.088)
R;(0.985, 1.407, -13.266);(0.986, 1.418, -13.266);0,011;(314.728, 319.840, 55.508);(343.670, 335.325, 42.894);0,9612176;(0.696, 0.707, 0.123);(0.713, 0.696, 0.089)
R;(0.985, 1.407, -13.266);(0.986, 1.416, -13.270);0,010;(314.728, 319.840, 55.508);(342.360, 335.140, 43.526);0,9644186;(0.696, 0.707, 0.123);(0.712, 0.697, 0.090)
R;(0.986, 1.407, -13.267);(0.986, 1.416, -13.270);0,010;(314.059, 319.959, 55.676);(342.360, 335.140, 43.526);0,9631264;(0.695, 0.708, 0.123);(0.712, 0.697, 0.090)
R;(0.986, 1.407, -13.267);(0.986, 1.416, -13.271);0,010;(314.059, 319.959, 55.676);(342.128, 335.105, 43.639);0,9636889;(0.695, 0.708, 0.123);(0.711, 0.697, 0.091)
R;(0.987, 1.406, -13.269);(0.986, 1.416, -13.271);0,010;(310.708, 318.674, 57.005);(342.128, 335.105, 43.639);-0,9554887;(0.692, 0.710, 0.127);(0.711, 0.697, 0.091)
R;(0.988, 1.403, -13.276);(0.986, 1.414, -13.274);0,011;(303.807, 315.499, 60.337);(341.227, 334.967, 44.081);-0,9386861;(0.687, 0.714, 0.136);(0.711, 0.698, 0.092)
R;(0.988, 1.403, -13.276);(0.986, 1.410, -13.279);0,008;(303.807, 315.499, 60.337);(339.303, 334.642, 45.042);-0,9445514;(0.687, 0.714, 0.136);(0.709, 0.699, 0.094)
R;(0.987, 1.403, -13.274);(0.986, 1.410, -13.279);0,008;(303.840, 313.755, 61.654);(339.303, 334.642, 45.042);-0,9431642;(0.689, 0.711, 0.140);(0.709, 0.699, 0.094)
R;(0.987, 1.403, -13.274);(0.986, 1.411, -13.278);0,008;(303.840, 313.755, 61.654);(339.744, 334.720, 44.819);-0,941833;(0.689, 0.711, 0.140);(0.709, 0.699, 0.094)
R;(0.987, 1.403, -13.277);(0.986, 1.411, -13.278);0,007;(300.630, 309.232, 66.114);(339.744, 334.720, 44.819);-0,9293675;(0.689, 0.709, 0.152);(0.709, 0.699, 0.094)
R;(0.987, 1.403, -13.277);(0.986, 1.409, -13.280);0,007;(300.630, 309.232, 66.114);(339.159, 334.616, 45.115);-0,931311;(0.689, 0.709, 0.152);(0.709, 0.699, 0.094)
R;(0.986, 1.402, -13.280);(0.986, 1.409, -13.280);0,007;(298.269, 305.287, 70.092);(339.159, 334.616, 45.115);-0,9211574;(0.690, 0.706, 0.162);(0.709, 0.699, 0.094)
R;(0.985, 1.403, -13.285);(0.986, 1.407, -13.282);0,005;(294.824, 294.409, 81.247);(338.215, 334.440, 45.598);-0,9032262;(0.695, 0.694, 0.191);(0.708, 0.700, 0.095)
R;(0.985, 1.403, -13.285);(0.986, 1.405, -13.286);0,002;(294.824, 294.409, 81.247);(337.172, 334.235, 46.140);-0,9072695;(0.695, 0.694, 0.191);(0.707, 0.701, 0.097)
R;(0.985, 1.404, -13.286);(0.986, 1.405, -13.286);0,001;(296.091, 295.652, 80.353);(337.172, 334.235, 46.140);-0,9114745;(0.695, 0.694, 0.189);(0.707, 0.701, 0.097)
R;(0.985, 1.404, -13.286);(0.986, 1.405, -13.285);0,001;(296.091, 295.652, 80.353);(337.359, 334.273, 46.042);-0,9107703;(0.695, 0.694, 0.189);(0.707, 0.701, 0.096)
R;(0.986, 1.406, -13.289);(0.986, 1.405, -13.285);0,004;(296.902, 295.130, 81.323);(337.359, 334.273, 46.042);-0,9115995;(0.696, 0.692, 0.191);(0.707, 0.701, 0.096)
R;(0.987, 1.401, -13.296);(0.986, 1.405, -13.286);0,010;(296.660, 298.460, 78.930);(337.021, 334.204, 46.219);-0,916283;(0.693, 0.697, 0.184);(0.707, 0.701, 0.097)
R;(0.987, 1.401, -13.296);(0.986, 1.399, -13.292);0,004;(296.660, 298.460, 78.930);(334.760, 333.709, 47.429);-0,9244346;(0.693, 0.697, 0.184);(0.705, 0.702, 0.100)
R;(0.987, 1.397, -13.297);(0.986, 1.399, -13.292);0,006;(296.117, 302.371, 75.185);(334.760, 333.709, 47.429);-0,9275401;(0.689, 0.703, 0.175);(0.705, 0.702, 0.100)
R;(0.987, 1.397, -13.297);(0.986, 1.397, -13.296);0,002;(296.117, 302.371, 75.185);(333.612, 333.433, 48.063);-0,931432;(0.689, 0.703, 0.175);(0.704, 0.703, 0.101)
R;(0.986, 1.391, -13.302);(0.986, 1.397, -13.296);0,008;(294.781, 302.810, 74.943);(333.612, 333.433, 48.063);-0,9287466;(0.687, 0.706, 0.175);(0.704, 0.703, 0.101)
R;(0.985, 1.388, -13.307);(0.986, 1.392, -13.301);0,008;(292.227, 292.561, 85.210);(331.698, 332.933, 49.152);-0,9194834;(0.692, 0.693, 0.202);(0.702, 0.705, 0.104)
R;(0.985, 1.388, -13.307);(0.986, 1.387, -13.305);0,002;(292.227, 292.561, 85.210);(330.005, 332.445, 50.153);-0,9255066;(0.692, 0.693, 0.202);(0.700, 0.706, 0.106)
R;(0.984, 1.386, -13.308);(0.986, 1.387, -13.305);0,004;(291.674, 289.664, 88.217);(330.005, 332.445, 50.153);-0,9214098;(0.694, 0.689, 0.210);(0.700, 0.706, 0.106)
R;(0.984, 1.386, -13.308);(0.986, 1.386, -13.306);0,003;(291.674, 289.664, 88.217);(329.615, 332.327, 50.389);-0,9228031;(0.694, 0.689, 0.210);(0.700, 0.706, 0.107)
R;(0.983, 1.386, -13.311);(0.986, 1.386, -13.306);0,006;(290.826, 279.140, 99.482);(329.615, 332.327, 50.389);-0,9092351;(0.700, 0.672, 0.240);(0.700, 0.706, 0.107)
R;(0.983, 1.386, -13.311);(0.986, 1.385, -13.307);0,005;(290.826, 279.140, 99.482);(329.092, 332.164, 50.709);-0,9112548;(0.700, 0.672, 0.240);(0.700, 0.706, 0.108)
R;(0.982, 1.383, -13.317);(0.986, 1.385, -13.307);0,011;(290.150, 263.994, 115.730);(329.092, 332.164, 50.709);-0,8904861;(0.709, 0.645, 0.283);(0.700, 0.706, 0.108)
R;(0.982, 1.383, -13.317);(0.986, 1.380, -13.312);0,007;(290.150, 263.994, 115.730);(327.290, 331.566, 51.843);-0,8980981;(0.709, 0.645, 0.283);(0.698, 0.707, 0.111)
R;(0.981, 1.378, -13.320);(0.986, 1.380, -13.312);0,009;(290.088, 258.619, 121.430);(327.290, 331.566, 51.843);-0,8906363;(0.712, 0.635, 0.298);(0.698, 0.707, 0.111)
R;(0.981, 1.378, -13.320);(0.986, 1.376, -13.315);0,007;(290.088, 258.619, 121.430);(326.006, 331.104, 52.683);-0,8961051;(0.712, 0.635, 0.298);(0.697, 0.708, 0.113)
R;(0.980, 1.373, -13.323);(0.986, 1.376, -13.315);0,011;(289.905, 255.054, 125.550);(326.006, 331.104, 52.683);-0,891042;(0.714, 0.628, 0.309);(0.697, 0.708, 0.113)
R;(0.979, 1.364, -13.329);(0.986, 1.371, -13.319);0,014;(290.408, 251.537, 130.569);(324.337, 330.454, 53.820);-0,8924873;(0.716, 0.620, 0.322);(0.696, 0.709, 0.115)
R;(0.979, 1.364, -13.329);(0.986, 1.363, -13.325);0,008;(290.408, 251.537, 130.569);(321.674, 329.290, 55.755);-0,9038157;(0.716, 0.620, 0.322);(0.694, 0.710, 0.120)
R;(0.979, 1.363, -13.329);(0.986, 1.363, -13.325);0,008;(289.907, 254.359, 127.938);(321.674, 329.290, 55.755);-0,9075571;(0.713, 0.626, 0.315);(0.694, 0.710, 0.120)
R;(0.979, 1.363, -13.329);(0.986, 1.361, -13.326);0,007;(289.907, 254.359, 127.938);(321.274, 329.100, 56.060);-0,9091843;(0.713, 0.626, 0.315);(0.693, 0.710, 0.121)
R;(0.980, 1.355, -13.332);(0.986, 1.361, -13.326);0,011;(289.391, 258.059, 125.122);(321.274, 329.100, 56.060);-0,9134027;(0.710, 0.633, 0.307);(0.693, 0.710, 0.121)
R;(0.980, 1.339, -13.338);(0.986, 1.355, -13.330);0,019;(287.820, 259.128, 125.102);(319.295, 328.096, 57.630);-0,921814;(0.707, 0.637, 0.307);(0.692, 0.711, 0.125)
R;(0.980, 1.339, -13.338);(0.986, 1.341, -13.338);0,006;(287.820, 259.128, 125.102);(315.095, 325.552, 61.371);-0,937193;(0.707, 0.637, 0.307);(0.689, 0.712, 0.134)
R;(0.979, 1.338, -13.338);(0.986, 1.341, -13.338);0,007;(287.718, 258.411, 125.636);(315.095, 325.552, 61.371);-0,936556;(0.708, 0.636, 0.309);(0.689, 0.712, 0.134)
R;(0.979, 1.338, -13.338);(0.986, 1.340, -13.338);0,007;(287.718, 258.411, 125.636);(314.855, 325.387, 61.604);-0,937395;(0.708, 0.636, 0.309);(0.689, 0.712, 0.135)
R;(0.979, 1.330, -13.339);(0.986, 1.340, -13.338);0,012;(287.719, 251.575, 132.474);(314.855, 325.387, 61.604);-0,9308573;(0.711, 0.622, 0.327);(0.689, 0.712, 0.135)
R;(0.979, 1.319, -13.341);(0.986, 1.332, -13.342);0,015;(290.576, 236.050, 147.786);(312.870, 323.922, 63.636);-0,9199249;(0.722, 0.586, 0.367);(0.688, 0.712, 0.140)
R;(0.979, 1.319, -13.341);(0.986, 1.322, -13.346);0,009;(290.576, 236.050, 147.786);(310.248, 321.677, 66.635);-0,9302238;(0.722, 0.586, 0.367);(0.687, 0.712, 0.147)
R;(0.978, 1.319, -13.341);(0.986, 1.322, -13.346);0,010;(291.404, 232.782, 150.881);(310.248, 321.677, 66.635);-0,9256809;(0.724, 0.579, 0.375);(0.687, 0.712, 0.147)
R;(0.978, 1.319, -13.341);(0.986, 1.322, -13.346);0,010;(291.404, 232.782, 150.881);(310.242, 321.672, 66.642);-0,9257056;(0.724, 0.579, 0.375);(0.687, 0.712, 0.147)
R;(0.977, 1.315, -13.342);(0.986, 1.322, -13.346);0,012;(294.020, 225.813, 158.155);(310.242, 321.672, 66.642);-0,9131536;(0.729, 0.560, 0.392);(0.687, 0.712, 0.147)
R;(0.977, 1.315, -13.342);(0.986, 1.318, -13.347);0,011;(294.020, 225.813, 158.155);(309.109, 320.570, 68.073);-0,9179893;(0.729, 0.560, 0.392);(0.686, 0.712, 0.151)
R;(0.976, 1.309, -13.344);(0.986, 1.318, -13.347);0,013;(296.143, 220.910, 164.203);(309.109, 320.570, 68.073);-0,9070747;(0.732, 0.546, 0.406);(0.686, 0.712, 0.151)
R;(0.976, 1.295, -13.350);(0.986, 1.312, -13.349);0,019;(299.763, 214.256, 172.952);(307.602, 318.959, 70.128);-0,8950783;(0.736, 0.526, 0.425);(0.686, 0.711, 0.156)
R;(0.976, 1.295, -13.350);(0.986, 1.297, -13.353);0,010;(299.763, 214.256, 172.952);(304.297, 314.683, 75.406);-0,9113746;(0.736, 0.526, 0.425);(0.685, 0.708, 0.170)
R;(0.976, 1.293, -13.349);(0.986, 1.297, -13.353);0,011;(299.418, 213.550, 173.792);(304.297, 314.683, 75.406);-0,9112745;(0.736, 0.525, 0.427);(0.685, 0.708, 0.170)
R;(0.976, 1.293, -13.349);(0.986, 1.295, -13.354);0,011;(299.418, 213.550, 173.792);(303.819, 313.960, 76.279);-0,9136107;(0.736, 0.525, 0.427);(0.685, 0.708, 0.172)
R;(0.976, 1.276, -13.352);(0.986, 1.295, -13.354);0,022;(304.236, 205.784, 182.673);(303.819, 313.960, 76.279);-0,8888336;(0.742, 0.502, 0.445);(0.685, 0.708, 0.172)
R;(0.975, 1.262, -13.353);(0.986, 1.277, -13.357);0,020;(311.334, 200.475, 188.551);(300.321, 307.479, 83.921);-0,8777331;(0.749, 0.482, 0.454);(0.686, 0.702, 0.192)
R;(0.975, 1.262, -13.353);(0.986, 1.263, -13.358);0,012;(311.334, 200.475, 188.551);(297.874, 301.026, 91.301);-0,8945773;(0.749, 0.482, 0.454);(0.688, 0.695, 0.211)
R;(0.974, 1.262, -13.351);(0.986, 1.263, -13.358);0,014;(312.000, 200.832, 187.952);(297.874, 301.026, 91.301);-0,8930217;(0.750, 0.483, 0.452);(0.688, 0.695, 0.211)
R;(0.974, 1.262, -13.351);(0.986, 1.263, -13.358);0,014;(312.000, 200.832, 187.952);(297.905, 301.125, 91.189);-0,8927907;(0.750, 0.483, 0.452);(0.688, 0.695, 0.210)
R;(0.972, 1.253, -13.349);(0.986, 1.263, -13.358);0,019;(314.758, 199.033, 190.528);(297.905, 301.125, 91.189);-0,8800759;(0.752, 0.476, 0.455);(0.688, 0.695, 0.210)
R;(0.973, 1.233, -13.345);(0.986, 1.255, -13.358);0,028;(320.064, 194.139, 196.513);(296.617, 296.591, 96.288);-0,8624232;(0.757, 0.459, 0.465);(0.689, 0.689, 0.224)
R;(0.973, 1.233, -13.345);(0.986, 1.233, -13.356);0,017;(320.064, 194.139, 196.513);(294.386, 283.988, 110.236);-0,8882229;(0.757, 0.459, 0.465);(0.695, 0.670, 0.260)
R;(0.973, 1.231, -13.343);(0.986, 1.233, -13.356);0,019;(320.434, 193.395, 197.018);(294.386, 283.988, 110.236);-0,8858652;(0.758, 0.457, 0.466);(0.695, 0.670, 0.260)
R;(0.973, 1.231, -13.343);(0.986, 1.231, -13.356);0,019;(320.434, 193.395, 197.018);(294.217, 282.387, 111.994);-0,88871;(0.758, 0.457, 0.466);(0.696, 0.668, 0.265)
R;(0.972, 1.222, -13.339);(0.986, 1.231, -13.356);0,024;(324.753, 191.531, 198.996);(294.217, 282.387, 111.994);-0,8695598;(0.762, 0.449, 0.467);(0.696, 0.668, 0.265)
R;(0.969, 1.208, -13.334);(0.986, 1.220, -13.354);0,029;(333.687, 190.433, 201.233);(293.711, 274.931, 120.150);-0,8446045;(0.769, 0.439, 0.464);(0.700, 0.655, 0.286)
R;(0.969, 1.208, -13.334);(0.986, 1.205, -13.351);0,024;(333.687, 190.433, 201.233);(293.756, 264.013, 132.070);-0,8653739;(0.769, 0.439, 0.464);(0.705, 0.634, 0.317)
R;(0.968, 1.208, -13.332);(0.986, 1.205, -13.351);0,026;(333.359, 190.806, 200.901);(293.756, 264.013, 132.070);-0,86733;(0.769, 0.440, 0.463);(0.705, 0.634, 0.317)
R;(0.968, 1.208, -13.332);(0.986, 1.204, -13.350);0,026;(333.359, 190.806, 200.901);(293.774, 263.630, 132.489);-0,8680335;(0.769, 0.440, 0.463);(0.706, 0.633, 0.318)
