L/R;Position Real;Rotation Real;Rotation Real Normalized
R;(0.903, 1.359, -13.225);(320.909, 106.103, 335.484);(0.674, 0.223, 0.704)
R;(0.904, 1.357, -13.234);(321.500, 107.892, 334.888);(0.675, 0.226, 0.703)
R;(0.905, 1.354, -13.242);(321.817, 109.623, 334.890);(0.674, 0.230, 0.702)
R;(0.905, 1.352, -13.250);(321.904, 111.157, 334.971);(0.674, 0.233, 0.701)
R;(0.905, 1.348, -13.258);(322.084, 112.555, 335.515);(0.673, 0.235, 0.701)
R;(0.906, 1.344, -13.265);(322.302, 113.996, 335.823);(0.673, 0.238, 0.701)
R;(0.907, 1.339, -13.273);(322.819, 115.445, 335.664);(0.673, 0.241, 0.700)
R;(0.907, 1.334, -13.280);(323.446, 116.857, 334.757);(0.674, 0.243, 0.698)
R;(0.908, 1.328, -13.287);(324.216, 117.864, 334.160);(0.675, 0.245, 0.696)
R;(0.909, 1.322, -13.292);(325.394, 118.898, 334.203);(0.676, 0.247, 0.694)
R;(0.911, 1.315, -13.296);(326.603, 119.806, 334.729);(0.677, 0.248, 0.693)
R;(0.911, 1.307, -13.299);(327.582, 120.273, 335.700);(0.677, 0.248, 0.693)
R;(0.912, 1.299, -13.301);(328.425, 120.411, 337.048);(0.676, 0.248, 0.694)
R;(0.913, 1.291, -13.303);(329.091, 120.494, 338.578);(0.675, 0.247, 0.695)
R;(0.914, 1.282, -13.304);(329.950, 120.767, 340.223);(0.675, 0.247, 0.696)
R;(0.915, 1.272, -13.305);(330.981, 121.229, 341.369);(0.675, 0.247, 0.696)
R;(0.917, 1.263, -13.305);(332.247, 121.558, 342.173);(0.675, 0.247, 0.695)
R;(0.918, 1.254, -13.305);(333.551, 121.817, 342.834);(0.676, 0.247, 0.695)
R;(0.919, 1.244, -13.304);(334.833, 121.889, 343.799);(0.676, 0.246, 0.694)
R;(0.920, 1.234, -13.303);(336.035, 121.710, 344.889);(0.677, 0.245, 0.694)
R;(0.921, 1.224, -13.301);(337.104, 121.576, 345.744);(0.677, 0.244, 0.694)
R;(0.922, 1.214, -13.299);(338.435, 120.922, 345.908);(0.678, 0.242, 0.693)
R;(0.923, 1.204, -13.297);(340.229, 120.275, 344.958);(0.682, 0.241, 0.691)
R;(0.924, 1.195, -13.296);(341.745, 119.938, 344.551);(0.684, 0.240, 0.689)
R;(0.925, 1.185, -13.292);(343.560, 119.538, 344.021);(0.686, 0.239, 0.687)
R;(0.926, 1.175, -13.288);(344.972, 119.116, 344.559);(0.687, 0.237, 0.686)
R;(0.927, 1.165, -13.283);(346.238, 118.688, 346.015);(0.687, 0.236, 0.687)
R;(0.928, 1.156, -13.279);(347.326, 118.397, 347.380);(0.687, 0.234, 0.687)
R;(0.929, 1.147, -13.274);(348.463, 117.582, 347.446);(0.689, 0.232, 0.687)
R;(0.929, 1.139, -13.268);(350.034, 116.495, 346.387);(0.692, 0.230, 0.685)
R;(0.930, 1.130, -13.262);(351.774, 115.468, 345.237);(0.695, 0.228, 0.682)
R;(0.931, 1.123, -13.255);(353.068, 114.401, 344.882);(0.697, 0.226, 0.681)
R;(0.931, 1.116, -13.247);(353.936, 113.325, 345.654);(0.697, 0.223, 0.681)
R;(0.931, 1.109, -13.238);(354.855, 112.490, 347.130);(0.697, 0.221, 0.682)
R;(0.931, 1.104, -13.230);(355.508, 111.258, 348.086);(0.697, 0.218, 0.683)
R;(0.930, 1.101, -13.222);(355.999, 109.924, 348.051);(0.698, 0.216, 0.683)
R;(0.929, 1.098, -13.214);(356.314, 108.697, 347.631);(0.699, 0.213, 0.682)
R;(0.928, 1.097, -13.205);(356.391, 107.487, 347.411);(0.700, 0.211, 0.682)
R;(0.928, 1.096, -13.197);(356.351, 106.332, 347.351);(0.700, 0.209, 0.683)
R;(0.927, 1.096, -13.189);(356.356, 105.192, 347.310);(0.701, 0.207, 0.683)
R;(0.926, 1.096, -13.181);(356.250, 103.975, 347.263);(0.701, 0.205, 0.683)
R;(0.926, 1.098, -13.173);(356.005, 102.739, 347.727);(0.701, 0.202, 0.684)
R;(0.925, 1.100, -13.165);(355.444, 101.516, 348.537);(0.700, 0.200, 0.686)
R;(0.924, 1.104, -13.158);(354.507, 100.497, 349.208);(0.698, 0.198, 0.688)
R;(0.923, 1.108, -13.151);(353.630, 99.572, 349.254);(0.698, 0.196, 0.689)
R;(0.923, 1.110, -13.145);(353.232, 98.549, 349.375);(0.697, 0.195, 0.690)
R;(0.923, 1.116, -13.133);(352.383, 96.829, 349.485);(0.697, 0.191, 0.691)
R;(0.923, 1.119, -13.128);(352.010, 96.168, 349.682);(0.696, 0.190, 0.692)
R;(0.923, 1.123, -13.124);(351.594, 95.626, 349.975);(0.696, 0.189, 0.693)
R;(0.923, 1.127, -13.120);(351.167, 95.126, 350.075);(0.696, 0.188, 0.693)
R;(0.924, 1.131, -13.117);(350.895, 94.744, 349.990);(0.695, 0.188, 0.694)
R;(0.923, 1.135, -13.114);(350.561, 94.317, 350.005);(0.695, 0.187, 0.694)
R;(0.924, 1.139, -13.111);(350.425, 94.107, 350.392);(0.695, 0.187, 0.695)
R;(0.924, 1.142, -13.109);(350.538, 94.343, 350.829);(0.694, 0.187, 0.695)
R;(0.924, 1.145, -13.107);(350.627, 94.844, 350.974);(0.694, 0.188, 0.695)
R;(0.925, 1.148, -13.107);(350.840, 95.610, 350.791);(0.694, 0.189, 0.694)
R;(0.925, 1.150, -13.106);(350.948, 95.430, 351.030);(0.694, 0.189, 0.694)
R;(0.924, 1.153, -13.106);(350.700, 95.381, 351.238);(0.694, 0.189, 0.695)
R;(0.923, 1.155, -13.107);(349.767, 95.423, 351.568);(0.693, 0.189, 0.696)
R;(0.923, 1.157, -13.107);(349.166, 95.641, 351.990);(0.692, 0.189, 0.697)
R;(0.928, 1.205, -13.224);(326.470, 96.824, 60.769);(0.944, 0.280, 0.176)
R;(0.929, 1.200, -13.224);(325.304, 95.619, 64.640);(0.942, 0.277, 0.187)
R;(0.930, 1.198, -13.223);(325.933, 94.394, 66.841);(0.942, 0.273, 0.193)
R;(0.932, 1.195, -13.223);(326.269, 94.526, 67.464);(0.942, 0.273, 0.195)
R;(0.933, 1.193, -13.223);(327.933, 94.736, 65.331);(0.944, 0.273, 0.188)
R;(0.934, 1.192, -13.222);(329.357, 95.161, 63.418);(0.945, 0.273, 0.182)
R;(0.936, 1.190, -13.222);(330.202, 95.781, 62.165);(0.945, 0.274, 0.178)
R;(0.937, 1.189, -13.223);(329.685, 97.260, 60.743);(0.944, 0.279, 0.174)
R;(0.939, 1.187, -13.223);(329.325, 97.995, 60.345);(0.944, 0.281, 0.173)
R;(0.940, 1.185, -13.224);(329.376, 98.605, 60.278);(0.944, 0.282, 0.173)
R;(0.941, 1.183, -13.224);(329.825, 99.193, 60.119);(0.943, 0.284, 0.172)
R;(0.943, 1.180, -13.224);(330.720, 99.585, 59.690);(0.944, 0.284, 0.170)
R;(0.944, 1.178, -13.225);(331.348, 100.428, 59.036);(0.943, 0.286, 0.168)
R;(0.944, 1.176, -13.225);(331.622, 100.939, 57.672);(0.944, 0.287, 0.164)
R;(0.945, 1.175, -13.225);(332.050, 101.654, 56.659);(0.944, 0.289, 0.161)
R;(0.946, 1.173, -13.225);(332.343, 102.829, 54.776);(0.944, 0.292, 0.156)
R;(0.946, 1.171, -13.224);(332.845, 103.704, 52.602);(0.944, 0.294, 0.149)
R;(0.946, 1.169, -13.223);(333.783, 104.182, 50.347);(0.945, 0.295, 0.143)
R;(0.946, 1.166, -13.220);(335.111, 104.316, 48.388);(0.946, 0.294, 0.137)
R;(0.945, 1.164, -13.217);(336.224, 103.902, 47.243);(0.947, 0.293, 0.133)
R;(0.944, 1.162, -13.214);(336.606, 103.415, 46.862);(0.948, 0.291, 0.132)
R;(0.943, 1.161, -13.211);(336.401, 103.004, 47.044);(0.948, 0.290, 0.133)
R;(0.943, 1.161, -13.207);(335.819, 102.605, 47.205);(0.948, 0.290, 0.133)
R;(0.942, 1.161, -13.203);(335.476, 102.396, 46.661);(0.948, 0.289, 0.132)
R;(0.940, 1.163, -13.199);(335.327, 101.925, 45.383);(0.949, 0.288, 0.128)
R;(0.939, 1.165, -13.194);(335.359, 101.633, 44.174);(0.950, 0.288, 0.125)
R;(0.938, 1.167, -13.190);(335.333, 101.420, 43.258);(0.950, 0.287, 0.123)
R;(0.937, 1.170, -13.186);(334.761, 101.089, 42.625);(0.950, 0.287, 0.121)
R;(0.936, 1.174, -13.182);(333.894, 100.833, 42.287);(0.950, 0.287, 0.120)
R;(0.935, 1.177, -13.179);(332.985, 100.792, 42.110);(0.950, 0.288, 0.120)
R;(0.935, 1.182, -13.176);(331.590, 101.469, 42.829);(0.949, 0.290, 0.123)
R;(0.935, 1.186, -13.174);(330.205, 102.634, 43.971);(0.947, 0.294, 0.126)
R;(0.935, 1.190, -13.173);(329.057, 103.275, 44.756);(0.946, 0.297, 0.129)
R;(0.935, 1.195, -13.172);(327.572, 103.645, 45.503);(0.945, 0.299, 0.131)
R;(0.934, 1.199, -13.172);(325.699, 103.838, 45.966);(0.944, 0.301, 0.133)
R;(0.934, 1.203, -13.172);(324.382, 104.123, 45.915);(0.944, 0.303, 0.134)
R;(0.933, 1.207, -13.173);(323.314, 104.950, 45.429);(0.943, 0.306, 0.132)
R;(0.946, 1.190, -13.204);(327.554, 97.581, 75.785);(0.936, 0.279, 0.216)
R;(0.945, 1.185, -13.207);(328.179, 97.259, 75.936);(0.936, 0.277, 0.217)
R;(0.944, 1.179, -13.208);(330.756, 95.812, 75.019);(0.938, 0.272, 0.213)
R;(0.944, 1.175, -13.210);(332.004, 95.929, 74.634);(0.939, 0.271, 0.211)
R;(0.944, 1.171, -13.210);(333.361, 96.704, 73.653);(0.939, 0.273, 0.208)
R;(0.942, 1.168, -13.211);(333.680, 96.872, 72.376);(0.940, 0.273, 0.204)
R;(0.940, 1.166, -13.211);(333.294, 97.175, 71.046);(0.941, 0.274, 0.200)
R;(0.938, 1.164, -13.209);(333.075, 97.618, 69.152);(0.941, 0.276, 0.195)
R;(0.937, 1.161, -13.208);(333.725, 98.168, 67.059);(0.942, 0.277, 0.189)
R;(0.936, 1.159, -13.206);(334.519, 98.746, 65.044);(0.943, 0.278, 0.183)
R;(0.934, 1.156, -13.202);(335.399, 98.781, 62.977);(0.944, 0.278, 0.177)
R;(0.933, 1.154, -13.197);(336.470, 98.608, 60.527);(0.946, 0.277, 0.170)
R;(0.932, 1.152, -13.192);(337.811, 98.153, 57.645);(0.948, 0.275, 0.162)
R;(0.930, 1.151, -13.186);(339.363, 97.624, 53.701);(0.950, 0.273, 0.150)
R;(0.929, 1.150, -13.181);(340.491, 97.106, 49.503);(0.952, 0.272, 0.138)
R;(0.928, 1.151, -13.175);(340.922, 96.774, 45.316);(0.954, 0.271, 0.127)
R;(0.927, 1.152, -13.169);(341.147, 96.425, 42.409);(0.955, 0.270, 0.119)
R;(0.925, 1.152, -13.163);(341.275, 95.495, 41.417);(0.956, 0.268, 0.116)
R;(0.924, 1.153, -13.157);(341.062, 94.341, 42.354);(0.957, 0.265, 0.119)
R;(0.922, 1.154, -13.150);(340.071, 92.774, 44.346);(0.957, 0.261, 0.125)
R;(0.919, 1.157, -13.145);(338.457, 90.481, 46.737);(0.958, 0.256, 0.132)
R;(0.918, 1.159, -13.140);(337.185, 89.961, 48.947);(0.957, 0.255, 0.139)
R;(0.918, 1.162, -13.136);(336.051, 89.723, 50.723);(0.956, 0.255, 0.144)
R;(0.916, 1.166, -13.132);(335.113, 88.908, 51.303);(0.956, 0.254, 0.146)
R;(0.915, 1.170, -13.129);(334.457, 88.456, 50.852);(0.956, 0.253, 0.145)
R;(0.913, 1.174, -13.127);(333.962, 88.034, 49.847);(0.957, 0.252, 0.143)
R;(0.912, 1.178, -13.125);(333.453, 87.771, 48.863);(0.957, 0.252, 0.140)
R;(0.912, 1.182, -13.125);(332.608, 87.791, 47.891);(0.958, 0.253, 0.138)
R;(0.911, 1.185, -13.125);(331.547, 87.931, 47.579);(0.957, 0.254, 0.137)
R;(0.911, 1.188, -13.125);(330.534, 88.179, 47.655);(0.957, 0.255, 0.138)
R;(0.911, 1.191, -13.126);(329.452, 88.432, 48.665);(0.956, 0.257, 0.141)
R;(0.911, 1.193, -13.127);(328.554, 89.081, 49.104);(0.955, 0.259, 0.143)
R;(0.910, 1.196, -13.128);(327.735, 89.719, 49.047);(0.955, 0.261, 0.143)
R;(0.909, 1.199, -13.130);(327.355, 90.862, 48.141);(0.954, 0.265, 0.140)
R;(0.908, 1.201, -13.132);(327.310, 91.484, 47.099);(0.954, 0.267, 0.137)
R;(0.905, 1.202, -13.133);(327.787, 91.711, 45.658);(0.954, 0.267, 0.133)
R;(0.902, 1.202, -13.135);(327.939, 91.009, 44.843);(0.955, 0.265, 0.131)
R;(0.898, 1.202, -13.137);(327.334, 89.610, 44.769);(0.956, 0.262, 0.131)
