L/R;Position Real;Position Virtual;Distance;Rotation Real;Rotation Virtual;Rotation Similarity;Rotation Real Normalized;Rotation Virtual Normalized
R;(0.999, 1.380, -13.312);(1.003, 1.387, -13.314);0.008;(320.519, 319.748, 63.256);(335.490, 327.217, 60.522);0.9899138;(0.701, 0.699, 0.138);(0.710, 0.692, 0.128)
R;(0.999, 1.380, -13.312);(1.003, 1.387, -13.314);0.008;(320.519, 319.748, 63.256);(335.490, 327.217, 60.522);0.9899138;(0.701, 0.699, 0.138);(0.710, 0.692, 0.128)
R;(0.998, 1.368, -13.318);(1.003, 1.387, -13.314);0.020;(315.514, 317.695, 64.094);(335.490, 327.217, 60.522);0.9824339;(0.698, 0.702, 0.142);(0.710, 0.692, 0.128)
R;(0.998, 1.368, -13.318);(1.003, 1.377, -13.322);0.011;(315.514, 317.695, 64.094);(332.222, 326.162, 62.914);0.9870856;(0.698, 0.702, 0.142);(0.707, 0.694, 0.134)
R;(0.998, 1.368, -13.318);(1.003, 1.377, -13.322);0.011;(315.514, 317.695, 64.094);(332.222, 326.162, 62.914);0.9870856;(0.698, 0.702, 0.142);(0.707, 0.694, 0.134)
R;(0.998, 1.368, -13.318);(1.003, 1.377, -13.322);0.011;(315.514, 317.695, 64.094);(332.222, 326.162, 62.914);0.9870856;(0.698, 0.702, 0.142);(0.707, 0.694, 0.134)
R;(0.996, 1.357, -13.324);(1.003, 1.377, -13.322);0.022;(311.338, 314.989, 67.548);(332.222, 326.162, 62.914);0.9804028;(0.695, 0.703, 0.151);(0.707, 0.694, 0.134)
R;(0.996, 1.357, -13.324);(1.003, 1.365, -13.331);0.013;(311.338, 314.989, 67.548);(328.803, 324.833, 65.613);0.9855534;(0.695, 0.703, 0.151);(0.704, 0.696, 0.141)
R;(0.996, 1.357, -13.324);(1.003, 1.365, -13.331);0.013;(311.338, 314.989, 67.548);(328.803, 324.833, 65.613);0.9855534;(0.695, 0.703, 0.151);(0.704, 0.696, 0.141)
R;(0.989, 1.344, -13.332);(1.003, 1.365, -13.331);0.026;(308.620, 310.512, 72.982);(328.803, 324.833, 65.613);0.9801171;(0.695, 0.700, 0.164);(0.704, 0.696, 0.141)
R;(0.989, 1.344, -13.332);(1.003, 1.351, -13.339);0.018;(308.620, 310.512, 72.982);(324.863, 322.954, 69.045);0.9861112;(0.695, 0.700, 0.164);(0.701, 0.697, 0.149)
R;(0.989, 1.344, -13.332);(1.003, 1.351, -13.339);0.018;(308.620, 310.512, 72.982);(324.863, 322.954, 69.045);0.9861112;(0.695, 0.700, 0.164);(0.701, 0.697, 0.149)
R;(0.989, 1.344, -13.332);(1.003, 1.351, -13.339);0.018;(308.620, 310.512, 72.982);(324.863, 322.954, 69.045);0.9861112;(0.695, 0.700, 0.164);(0.701, 0.697, 0.149)
R;(0.982, 1.329, -13.337);(1.003, 1.351, -13.339);0.031;(303.621, 305.689, 78.315);(324.863, 322.954, 69.045);0.9772462;(0.693, 0.698, 0.179);(0.701, 0.697, 0.149)
R;(0.982, 1.329, -13.337);(1.003, 1.335, -13.347);0.025;(303.621, 305.689, 78.315);(320.808, 320.529, 73.055);0.9838504;(0.693, 0.698, 0.179);(0.698, 0.698, 0.159)
R;(0.976, 1.317, -13.340);(1.003, 1.335, -13.347);0.034;(302.031, 303.198, 81.073);(320.808, 320.529, 73.055);0.9808549;(0.693, 0.696, 0.186);(0.698, 0.698, 0.159)
R;(0.976, 1.317, -13.340);(1.003, 1.322, -13.352);0.031;(302.031, 303.198, 81.073);(317.643, 318.187, 76.640);0.9854081;(0.693, 0.696, 0.186);(0.696, 0.698, 0.168)
R;(0.976, 1.317, -13.340);(1.003, 1.322, -13.352);0.031;(302.031, 303.198, 81.073);(317.643, 318.187, 76.640);0.9854081;(0.693, 0.696, 0.186);(0.696, 0.698, 0.168)
R;(0.973, 1.308, -13.341);(1.003, 1.322, -13.352);0.035;(300.170, 302.578, 82.395);(317.643, 318.187, 76.640);0.9833126;(0.691, 0.697, 0.190);(0.696, 0.698, 0.168)
R;(0.973, 1.308, -13.341);(1.003, 1.313, -13.356);0.034;(300.170, 302.578, 82.395);(315.450, 316.264, 79.435);0.9861671;(0.691, 0.697, 0.190);(0.695, 0.697, 0.175)
R;(0.973, 1.308, -13.341);(1.003, 1.313, -13.356);0.034;(300.170, 302.578, 82.395);(315.450, 316.264, 79.435);0.9861671;(0.691, 0.697, 0.190);(0.695, 0.697, 0.175)
R;(0.973, 1.308, -13.341);(1.003, 1.313, -13.356);0.034;(300.170, 302.578, 82.395);(315.450, 316.264, 79.435);0.9861671;(0.691, 0.697, 0.190);(0.695, 0.697, 0.175)
R;(0.969, 1.295, -13.346);(1.003, 1.313, -13.356);0.040;(298.832, 298.008, 89.588);(315.450, 316.264, 79.435);0.9843313;(0.693, 0.691, 0.208);(0.695, 0.697, 0.175)
R;(0.969, 1.295, -13.346);(1.003, 1.298, -13.359);0.037;(298.832, 298.008, 89.588);(312.315, 312.960, 84.016);0.9886251;(0.693, 0.691, 0.208);(0.694, 0.695, 0.187)
R;(0.969, 1.295, -13.346);(1.003, 1.298, -13.359);0.037;(298.832, 298.008, 89.588);(312.315, 312.960, 84.016);0.9886251;(0.693, 0.691, 0.208);(0.694, 0.695, 0.187)
R;(0.965, 1.268, -13.347);(1.003, 1.298, -13.359);0.050;(293.819, 295.778, 90.792);(312.315, 312.960, 84.016);0.9816206;(0.689, 0.693, 0.213);(0.694, 0.695, 0.187)
R;(0.965, 1.268, -13.347);(1.003, 1.269, -13.363);0.042;(293.819, 295.778, 90.792);(306.879, 304.820, 94.556);0.9876532;(0.689, 0.693, 0.213);(0.693, 0.688, 0.214)
R;(0.965, 1.268, -13.347);(1.003, 1.269, -13.363);0.042;(293.819, 295.778, 90.792);(306.879, 304.820, 94.556);0.9876532;(0.689, 0.693, 0.213);(0.693, 0.688, 0.214)
R;(0.965, 1.268, -13.347);(1.003, 1.269, -13.363);0.042;(293.819, 295.778, 90.792);(306.879, 304.820, 94.556);0.9876532;(0.689, 0.693, 0.213);(0.693, 0.688, 0.214)
R;(0.955, 1.232, -13.340);(1.003, 1.269, -13.363);0.065;(287.560, 267.080, 115.596);(306.879, 304.820, 94.556);0.9696692;(0.703, 0.653, 0.283);(0.693, 0.688, 0.214)
R;(0.955, 1.232, -13.340);(1.003, 1.228, -13.362);0.053;(287.560, 267.080, 115.596);(301.414, 289.048, 113.537);0.9774721;(0.703, 0.653, 0.283);(0.696, 0.668, 0.262)
R;(0.955, 1.232, -13.340);(1.003, 1.228, -13.362);0.053;(287.560, 267.080, 115.596);(301.414, 289.048, 113.537);0.9774721;(0.703, 0.653, 0.283);(0.696, 0.668, 0.262)
R;(0.952, 1.210, -13.333);(1.003, 1.228, -13.362);0.062;(286.297, 248.019, 133.047);(301.414, 289.048, 113.537);0.9693263;(0.713, 0.618, 0.331);(0.696, 0.668, 0.262)
R;(0.952, 1.210, -13.333);(1.003, 1.203, -13.356);0.057;(286.297, 248.019, 133.047);(299.720, 276.397, 128.207);0.9715154;(0.713, 0.618, 0.331);(0.701, 0.647, 0.300)
R;(0.952, 1.210, -13.333);(1.003, 1.203, -13.356);0.057;(286.297, 248.019, 133.047);(299.720, 276.397, 128.207);0.9715154;(0.713, 0.618, 0.331);(0.701, 0.647, 0.300)
R;(0.948, 1.176, -13.324);(1.003, 1.203, -13.356);0.069;(283.630, 229.607, 150.291);(299.720, 276.397, 128.207);0.9626054;(0.719, 0.582, 0.381);(0.701, 0.647, 0.300)
R;(0.948, 1.176, -13.324);(1.003, 1.168, -13.343);0.058;(283.630, 229.607, 150.291);(300.337, 257.271, 150.231);0.9608161;(0.719, 0.582, 0.381);(0.710, 0.608, 0.355)
R;(0.948, 1.176, -13.324);(1.003, 1.168, -13.343);0.058;(283.630, 229.607, 150.291);(300.337, 257.271, 150.231);0.9608161;(0.719, 0.582, 0.381);(0.710, 0.608, 0.355)
R;(0.947, 1.152, -13.315);(1.003, 1.168, -13.343);0.065;(281.403, 218.986, 159.894);(300.337, 257.271, 150.231);0.9543355;(0.720, 0.560, 0.409);(0.710, 0.608, 0.355)
R;(0.947, 1.152, -13.315);(1.003, 1.144, -13.329);0.058;(281.403, 218.986, 159.894);(302.962, 244.893, 164.746);0.9477115;(0.720, 0.560, 0.409);(0.716, 0.579, 0.390)
R;(0.947, 1.152, -13.315);(1.003, 1.144, -13.329);0.058;(281.403, 218.986, 159.894);(302.962, 244.893, 164.746);0.9477115;(0.720, 0.560, 0.409);(0.716, 0.579, 0.390)
R;(0.942, 1.106, -13.292);(1.003, 1.144, -13.329);0.082;(281.344, 169.474, 204.065);(302.962, 244.893, 164.746);0.922381;(0.728, 0.438, 0.528);(0.716, 0.579, 0.390)
R;(0.942, 1.106, -13.292);(1.003, 1.107, -13.295);0.062;(281.344, 169.474, 204.065);(311.142, 228.489, 185.170);0.9021428;(0.728, 0.438, 0.528);(0.727, 0.534, 0.432)
R;(0.942, 1.106, -13.292);(1.003, 1.107, -13.295);0.062;(281.344, 169.474, 204.065);(311.142, 228.489, 185.170);0.9021428;(0.728, 0.438, 0.528);(0.727, 0.534, 0.432)
R;(0.938, 1.085, -13.273);(1.003, 1.107, -13.295);0.073;(285.388, 161.651, 209.004);(311.142, 228.489, 185.170);0.8963072;(0.734, 0.416, 0.537);(0.727, 0.534, 0.432)
R;(0.938, 1.085, -13.273);(1.003, 1.092, -13.274);0.066;(285.388, 161.651, 209.004);(316.462, 222.814, 193.019);0.8820747;(0.734, 0.416, 0.537);(0.732, 0.515, 0.446)
R;(0.938, 1.085, -13.273);(1.003, 1.092, -13.274);0.066;(285.388, 161.651, 209.004);(316.462, 222.814, 193.019);0.8820747;(0.734, 0.416, 0.537);(0.732, 0.515, 0.446)
R;(0.933, 1.072, -13.262);(1.003, 1.092, -13.274);0.074;(285.151, 152.053, 217.527);(316.462, 222.814, 193.019);0.8727449;(0.732, 0.390, 0.558);(0.732, 0.515, 0.446)
R;(0.933, 1.072, -13.262);(1.003, 1.085, -13.262);0.071;(285.151, 152.053, 217.527);(319.599, 220.312, 196.757);0.863117;(0.732, 0.390, 0.558);(0.734, 0.506, 0.452)
R;(0.933, 1.072, -13.262);(1.003, 1.085, -13.262);0.071;(285.151, 152.053, 217.527);(319.599, 220.312, 196.757);0.863117;(0.732, 0.390, 0.558);(0.734, 0.506, 0.452)
R;(0.929, 1.058, -13.247);(1.003, 1.085, -13.262);0.080;(285.375, 139.223, 228.608);(319.599, 220.312, 196.757);0.8488353;(0.729, 0.356, 0.584);(0.734, 0.506, 0.452)
R;(0.929, 1.058, -13.247);(1.003, 1.077, -13.247);0.077;(285.375, 139.223, 228.608);(323.453, 217.825, 200.751);0.835766;(0.729, 0.356, 0.584);(0.737, 0.497, 0.458)
R;(0.929, 1.058, -13.247);(1.003, 1.077, -13.247);0.077;(285.375, 139.223, 228.608);(323.453, 217.825, 200.751);0.835766;(0.729, 0.356, 0.584);(0.737, 0.497, 0.458)
R;(0.925, 1.047, -13.233);(1.003, 1.077, -13.247);0.085;(285.751, 134.103, 231.665);(323.453, 217.825, 200.751);0.8257172;(0.730, 0.342, 0.592);(0.737, 0.497, 0.458)
R;(0.925, 1.047, -13.233);(1.003, 1.072, -13.233);0.082;(285.751, 134.103, 231.665);(326.860, 216.042, 203.871);0.8132023;(0.730, 0.342, 0.592);(0.740, 0.489, 0.462)
R;(0.925, 1.047, -13.233);(1.003, 1.072, -13.233);0.082;(285.751, 134.103, 231.665);(326.860, 216.042, 203.871);0.8132023;(0.730, 0.342, 0.592);(0.740, 0.489, 0.462)
R;(0.921, 1.041, -13.214);(1.003, 1.072, -13.233);0.090;(285.773, 128.972, 233.317);(326.860, 216.042, 203.871);0.7976167;(0.731, 0.330, 0.597);(0.740, 0.489, 0.462)
R;(0.921, 1.041, -13.214);(1.003, 1.067, -13.218);0.087;(285.773, 128.972, 233.317);(330.676, 214.408, 207.021);0.7824434;(0.731, 0.330, 0.597);(0.743, 0.482, 0.465)
R;(0.921, 1.041, -13.214);(1.003, 1.067, -13.218);0.087;(285.773, 128.972, 233.317);(330.676, 214.408, 207.021);0.7824434;(0.731, 0.330, 0.597);(0.743, 0.482, 0.465)
R;(0.919, 1.043, -13.206);(1.003, 1.067, -13.218);0.089;(287.409, 129.532, 231.142);(330.676, 214.408, 207.021);0.7803938;(0.735, 0.331, 0.591);(0.743, 0.482, 0.465)
R;(0.919, 1.043, -13.206);(1.003, 1.066, -13.212);0.088;(287.409, 129.532, 231.142);(332.077, 213.889, 208.103);0.7747622;(0.735, 0.331, 0.591);(0.744, 0.479, 0.466)
R;(0.919, 1.043, -13.206);(1.003, 1.066, -13.212);0.088;(287.409, 129.532, 231.142);(332.077, 213.889, 208.103);0.7747622;(0.735, 0.331, 0.591);(0.744, 0.479, 0.466)
R;(0.919, 1.043, -13.206);(1.003, 1.066, -13.212);0.088;(287.409, 129.532, 231.142);(332.077, 213.889, 208.103);0.7747622;(0.735, 0.331, 0.591);(0.744, 0.479, 0.466)
R;(0.918, 1.045, -13.196);(1.003, 1.066, -13.212);0.089;(287.075, 131.642, 227.837);(332.077, 213.889, 208.103);0.7725191;(0.737, 0.338, 0.585);(0.744, 0.479, 0.466)
R;(0.918, 1.045, -13.196);(1.003, 1.064, -13.205);0.088;(287.075, 131.642, 227.837);(333.992, 213.243, 209.528);0.7645904;(0.737, 0.338, 0.585);(0.745, 0.476, 0.467)
R;(0.918, 1.045, -13.196);(1.003, 1.064, -13.205);0.088;(287.075, 131.642, 227.837);(333.992, 213.243, 209.528);0.7645904;(0.737, 0.338, 0.585);(0.745, 0.476, 0.467)
R;(0.915, 1.045, -13.180);(1.003, 1.064, -13.205);0.094;(286.035, 127.487, 228.806);(333.992, 213.243, 209.528);0.7473726;(0.738, 0.329, 0.590);(0.745, 0.476, 0.467)
R;(0.915, 1.045, -13.180);(1.003, 1.062, -13.193);0.091;(286.035, 127.487, 228.806);(336.839, 212.402, 211.547);0.7348374;(0.738, 0.329, 0.590);(0.747, 0.471, 0.469)
R;(0.915, 1.045, -13.180);(1.003, 1.062, -13.193);0.091;(286.035, 127.487, 228.806);(336.839, 212.402, 211.547);0.7348374;(0.738, 0.329, 0.590);(0.747, 0.471, 0.469)
R;(0.911, 1.045, -13.169);(1.003, 1.062, -13.193);0.097;(286.454, 124.699, 229.498);(336.839, 212.402, 211.547);0.7253174;(0.739, 0.322, 0.592);(0.747, 0.471, 0.469)
R;(0.911, 1.045, -13.169);(1.003, 1.062, -13.185);0.095;(286.454, 124.699, 229.498);(338.847, 211.888, 212.910);0.7162068;(0.739, 0.322, 0.592);(0.748, 0.468, 0.470)
R;(0.911, 1.045, -13.169);(1.003, 1.062, -13.185);0.095;(286.454, 124.699, 229.498);(338.847, 211.888, 212.910);0.7162068;(0.739, 0.322, 0.592);(0.748, 0.468, 0.470)
R;(0.907, 1.045, -13.158);(1.003, 1.062, -13.185);0.102;(285.618, 123.077, 228.797);(338.847, 211.888, 212.910);0.7041746;(0.740, 0.319, 0.593);(0.748, 0.468, 0.470)
R;(0.907, 1.045, -13.158);(1.003, 1.061, -13.178);0.100;(285.618, 123.077, 228.797);(340.712, 211.464, 214.136);0.6953793;(0.740, 0.319, 0.593);(0.749, 0.465, 0.471)
R;(0.907, 1.045, -13.158);(1.003, 1.061, -13.178);0.100;(285.618, 123.077, 228.797);(340.712, 211.464, 214.136);0.6953793;(0.740, 0.319, 0.593);(0.749, 0.465, 0.471)
R;(0.902, 1.044, -13.147);(1.003, 1.061, -13.178);0.107;(285.324, 120.080, 229.927);(340.712, 211.464, 214.136);0.6844981;(0.740, 0.311, 0.596);(0.749, 0.465, 0.471)
R;(0.902, 1.044, -13.147);(1.003, 1.061, -13.171);0.105;(285.324, 120.080, 229.927);(342.474, 211.108, 215.265);0.6759444;(0.740, 0.311, 0.596);(0.751, 0.463, 0.472)
R;(0.902, 1.044, -13.147);(1.003, 1.061, -13.171);0.105;(285.324, 120.080, 229.927);(342.474, 211.108, 215.265);0.6759444;(0.740, 0.311, 0.596);(0.751, 0.463, 0.472)
R;(0.897, 1.046, -13.136);(1.003, 1.061, -13.171);0.113;(285.775, 120.863, 226.990);(342.474, 211.108, 215.265);0.6696775;(0.743, 0.314, 0.590);(0.751, 0.463, 0.472)
R;(0.897, 1.046, -13.136);(1.003, 1.061, -13.165);0.111;(285.775, 120.863, 226.990);(343.986, 210.835, 216.212);0.6622806;(0.743, 0.314, 0.590);(0.751, 0.461, 0.472)
R;(0.897, 1.046, -13.136);(1.003, 1.061, -13.165);0.111;(285.775, 120.863, 226.990);(343.986, 210.835, 216.212);0.6622806;(0.743, 0.314, 0.590);(0.751, 0.461, 0.472)
R;(0.893, 1.049, -13.126);(1.003, 1.061, -13.165);0.118;(286.240, 121.809, 224.030);(343.986, 210.835, 216.212);0.6567245;(0.747, 0.318, 0.584);(0.751, 0.461, 0.472)
R;(0.893, 1.049, -13.126);(1.003, 1.061, -13.160);0.116;(286.240, 121.809, 224.030);(345.325, 210.616, 217.038);0.6501466;(0.747, 0.318, 0.584);(0.752, 0.459, 0.473)
R;(0.893, 1.049, -13.126);(1.003, 1.061, -13.160);0.116;(286.240, 121.809, 224.030);(345.325, 210.616, 217.038);0.6501466;(0.747, 0.318, 0.584);(0.752, 0.459, 0.473)
R;(0.889, 1.053, -13.117);(1.003, 1.061, -13.160);0.123;(285.023, 118.027, 225.528);(345.325, 210.616, 217.038);0.6335545;(0.746, 0.309, 0.590);(0.752, 0.459, 0.473)
R;(0.889, 1.053, -13.117);(1.003, 1.061, -13.156);0.121;(285.023, 118.027, 225.528);(346.257, 210.477, 217.605);0.6288398;(0.746, 0.309, 0.590);(0.753, 0.458, 0.473)
R;(0.889, 1.053, -13.117);(1.003, 1.061, -13.156);0.121;(285.023, 118.027, 225.528);(346.257, 210.477, 217.605);0.6288398;(0.746, 0.309, 0.590);(0.753, 0.458, 0.473)
R;(0.889, 1.059, -13.112);(1.003, 1.061, -13.156);0.122;(282.927, 120.724, 222.248);(346.257, 210.477, 217.605);0.6229953;(0.746, 0.318, 0.586);(0.753, 0.458, 0.473)
R;(0.889, 1.059, -13.112);(1.003, 1.061, -13.153);0.121;(282.927, 120.724, 222.248);(347.076, 210.363, 218.099);0.6187037;(0.746, 0.318, 0.586);(0.753, 0.457, 0.473)
R;(0.889, 1.059, -13.112);(1.003, 1.061, -13.153);0.121;(282.927, 120.724, 222.248);(347.076, 210.363, 218.099);0.6187037;(0.746, 0.318, 0.586);(0.753, 0.457, 0.473)
R;(0.888, 1.061, -13.105);(1.003, 1.061, -13.153);0.125;(281.319, 112.943, 228.145);(347.076, 210.363, 218.099);0.5992149;(0.741, 0.298, 0.601);(0.753, 0.457, 0.473)
R;(0.888, 1.061, -13.105);(1.003, 1.062, -13.149);0.124;(281.319, 112.943, 228.145);(347.883, 210.258, 218.582);0.5948511;(0.741, 0.298, 0.601);(0.754, 0.456, 0.474)
R;(0.888, 1.061, -13.105);(1.003, 1.062, -13.149);0.124;(281.319, 112.943, 228.145);(347.883, 210.258, 218.582);0.5948511;(0.741, 0.298, 0.601);(0.754, 0.456, 0.474)
R;(0.889, 1.069, -13.099);(1.003, 1.062, -13.149);0.125;(280.621, 120.549, 220.340);(347.883, 210.258, 218.582);0.5979263;(0.745, 0.320, 0.585);(0.754, 0.456, 0.474)
R;(0.889, 1.069, -13.099);(1.003, 1.062, -13.146);0.124;(280.621, 120.549, 220.340);(348.748, 210.154, 219.096);0.5932006;(0.745, 0.320, 0.585);(0.754, 0.455, 0.474)
R;(0.889, 1.069, -13.099);(1.003, 1.062, -13.146);0.124;(280.621, 120.549, 220.340);(348.748, 210.154, 219.096);0.5932006;(0.745, 0.320, 0.585);(0.754, 0.455, 0.474)
R;(0.889, 1.074, -13.092);(1.003, 1.062, -13.146);0.127;(280.830, 121.851, 217.475);(348.748, 210.154, 219.096);0.5880662;(0.748, 0.324, 0.579);(0.754, 0.455, 0.474)
R;(0.889, 1.074, -13.092);(1.003, 1.062, -13.143);0.126;(280.830, 121.851, 217.475);(349.636, 210.056, 219.620);0.5832102;(0.748, 0.324, 0.579);(0.755, 0.453, 0.474)
R;(0.889, 1.074, -13.092);(1.003, 1.062, -13.143);0.126;(280.830, 121.851, 217.475);(349.636, 210.056, 219.620);0.5832102;(0.748, 0.324, 0.579);(0.755, 0.453, 0.474)
R;(0.886, 1.076, -13.085);(1.003, 1.062, -13.143);0.132;(280.223, 114.501, 222.455);(349.636, 210.056, 219.620);0.5652468;(0.746, 0.305, 0.592);(0.755, 0.453, 0.474)
R;(0.886, 1.076, -13.085);(1.003, 1.063, -13.141);0.131;(280.223, 114.501, 222.455);(350.111, 210.007, 219.899);0.5626175;(0.746, 0.305, 0.592);(0.755, 0.453, 0.474)
R;(0.886, 1.076, -13.085);(1.003, 1.063, -13.141);0.131;(280.223, 114.501, 222.455);(350.111, 210.007, 219.899);0.5626175;(0.746, 0.305, 0.592);(0.755, 0.453, 0.474)
R;(0.886, 1.076, -13.085);(1.003, 1.063, -13.141);0.131;(280.223, 114.501, 222.455);(350.111, 210.007, 219.899);0.5626175;(0.746, 0.305, 0.592);(0.755, 0.453, 0.474)
R;(0.884, 1.081, -13.077);(1.003, 1.063, -13.141);0.136;(278.665, 115.293, 220.325);(350.111, 210.007, 219.899);0.5519208;(0.746, 0.309, 0.590);(0.755, 0.453, 0.474)
R;(0.884, 1.081, -13.077);(1.003, 1.063, -13.138);0.135;(278.665, 115.293, 220.325);(350.751, 209.945, 220.274);0.5483114;(0.746, 0.309, 0.590);(0.755, 0.452, 0.474)
R;(0.884, 1.081, -13.077);(1.003, 1.063, -13.138);0.135;(278.665, 115.293, 220.325);(350.751, 209.945, 220.274);0.5483114;(0.746, 0.309, 0.590);(0.755, 0.452, 0.474)
R;(0.882, 1.087, -13.067);(1.003, 1.063, -13.138);0.143;(277.032, 111.974, 221.482);(350.751, 209.945, 220.274);0.5307774;(0.745, 0.301, 0.595);(0.755, 0.452, 0.474)
R;(0.882, 1.087, -13.067);(1.003, 1.063, -13.136);0.142;(277.032, 111.974, 221.482);(351.238, 209.900, 220.558);0.5279772;(0.745, 0.301, 0.595);(0.756, 0.452, 0.474)
R;(0.882, 1.087, -13.067);(1.003, 1.063, -13.136);0.142;(277.032, 111.974, 221.482);(351.238, 209.900, 220.558);0.5279772;(0.745, 0.301, 0.595);(0.756, 0.452, 0.474)
R;(0.878, 1.096, -13.054);(1.003, 1.063, -13.136);0.153;(275.789, 115.190, 216.189);(351.238, 209.900, 220.558);0.5151212;(0.748, 0.312, 0.586);(0.756, 0.452, 0.474)
R;(0.878, 1.096, -13.054);(1.003, 1.063, -13.136);0.153;(275.789, 115.190, 216.189);(351.293, 209.895, 220.590);0.5148043;(0.748, 0.312, 0.586);(0.756, 0.451, 0.474)
R;(0.878, 1.096, -13.054);(1.003, 1.063, -13.136);0.153;(275.789, 115.190, 216.189);(351.293, 209.895, 220.590);0.5148043;(0.748, 0.312, 0.586);(0.756, 0.451, 0.474)
R;(0.875, 1.109, -13.045);(1.003, 1.063, -13.136);0.164;(275.771, 140.293, 189.574);(351.293, 209.895, 220.590);0.514906;(0.760, 0.387, 0.522);(0.756, 0.451, 0.474)
R;(0.875, 1.109, -13.045);(1.003, 1.063, -13.136);0.164;(275.771, 140.293, 189.574);(351.293, 209.895, 220.590);0.5149059;(0.760, 0.387, 0.522);(0.756, 0.451, 0.474)
R;(0.875, 1.109, -13.045);(1.003, 1.063, -13.136);0.164;(275.771, 140.293, 189.574);(351.293, 209.895, 220.590);0.5149059;(0.760, 0.387, 0.522);(0.756, 0.451, 0.474)
R;(0.872, 1.115, -13.038);(1.003, 1.063, -13.136);0.172;(274.907, 141.290, 186.849);(351.293, 209.895, 220.590);0.5018761;(0.761, 0.391, 0.517);(0.756, 0.451, 0.474)
R;(0.872, 1.115, -13.038);(1.003, 1.063, -13.136);0.172;(274.907, 141.290, 186.849);(351.293, 209.895, 220.590);0.5018759;(0.761, 0.391, 0.517);(0.756, 0.451, 0.474)
R;(0.872, 1.115, -13.038);(1.003, 1.063, -13.136);0.172;(274.907, 141.290, 186.849);(351.293, 209.895, 220.590);0.5018759;(0.761, 0.391, 0.517);(0.756, 0.451, 0.474)
R;(0.870, 1.129, -13.031);(1.003, 1.063, -13.136);0.182;(275.030, 166.631, 160.504);(351.293, 209.895, 220.590);0.49834;(0.765, 0.464, 0.447);(0.756, 0.451, 0.474)
R;(0.870, 1.129, -13.031);(1.003, 1.063, -13.136);0.182;(275.030, 166.631, 160.504);(351.293, 209.895, 220.590);0.4983401;(0.765, 0.464, 0.447);(0.756, 0.451, 0.474)
R;(0.870, 1.129, -13.031);(1.003, 1.063, -13.136);0.182;(275.030, 166.631, 160.504);(351.293, 209.895, 220.590);0.4983401;(0.765, 0.464, 0.447);(0.756, 0.451, 0.474)
R;(0.865, 1.145, -13.024);(1.003, 1.063, -13.136);0.196;(275.874, 189.249, 135.653);(351.293, 209.895, 220.590);0.486488;(0.764, 0.524, 0.376);(0.756, 0.451, 0.474)
R;(0.865, 1.145, -13.024);(1.003, 1.063, -13.136);0.196;(275.874, 189.249, 135.653);(351.293, 209.895, 220.589);0.4864882;(0.764, 0.524, 0.376);(0.756, 0.451, 0.474)
R;(0.865, 1.145, -13.024);(1.003, 1.063, -13.136);0.196;(275.874, 189.249, 135.653);(351.293, 209.895, 220.589);0.4864882;(0.764, 0.524, 0.376);(0.756, 0.451, 0.474)
