L/R;Position Real;Rotation Real;Rotation Real Normalized
R;(0.901, 1.137, -13.040);(356.675, 65.630, 341.658);(0.716, 0.132, 0.686)
R;(0.898, 1.147, -13.028);(355.379, 64.285, 341.405);(0.715, 0.129, 0.687)
R;(0.894, 1.159, -13.018);(353.530, 63.383, 341.786);(0.713, 0.128, 0.689)
R;(0.892, 1.173, -13.010);(350.703, 63.460, 341.006);(0.711, 0.129, 0.691)
R;(0.890, 1.187, -13.002);(348.400, 63.422, 339.596);(0.710, 0.129, 0.692)
R;(0.889, 1.203, -12.994);(346.924, 63.477, 338.390);(0.710, 0.130, 0.692)
R;(0.888, 1.219, -12.987);(345.176, 63.311, 336.844);(0.710, 0.130, 0.692)
R;(0.886, 1.234, -12.981);(343.167, 63.191, 336.037);(0.708, 0.130, 0.694)
R;(0.884, 1.254, -12.978);(339.945, 63.338, 335.949);(0.705, 0.131, 0.697)
R;(0.884, 1.273, -12.976);(337.036, 63.861, 334.414);(0.704, 0.133, 0.698)
R;(0.883, 1.291, -12.975);(334.505, 64.691, 332.579);(0.703, 0.136, 0.699)
R;(0.882, 1.309, -12.973);(332.348, 64.873, 331.341);(0.702, 0.137, 0.699)
R;(0.880, 1.328, -12.974);(329.649, 64.613, 331.065);(0.699, 0.137, 0.702)
R;(0.877, 1.347, -12.976);(325.951, 64.624, 331.306);(0.695, 0.138, 0.706)
R;(0.875, 1.365, -12.980);(321.885, 65.181, 331.242);(0.690, 0.140, 0.710)
R;(0.874, 1.384, -12.986);(317.712, 66.539, 330.374);(0.686, 0.144, 0.713)
R;(0.873, 1.401, -12.993);(314.569, 67.839, 329.157);(0.683, 0.147, 0.715)
R;(0.873, 1.416, -13.000);(312.542, 69.063, 327.903);(0.682, 0.151, 0.716)
R;(0.874, 1.431, -13.009);(310.621, 70.991, 325.396);(0.682, 0.156, 0.714)
R;(0.877, 1.445, -13.020);(309.043, 73.821, 321.338);(0.684, 0.163, 0.711)
R;(0.880, 1.457, -13.031);(307.446, 76.821, 317.577);(0.685, 0.171, 0.708)
R;(0.882, 1.468, -13.043);(305.549, 79.768, 314.921);(0.685, 0.179, 0.706)
R;(0.885, 1.477, -13.054);(303.462, 81.884, 313.578);(0.683, 0.184, 0.706)
R;(0.890, 1.483, -13.067);(302.303, 84.611, 311.832);(0.683, 0.191, 0.705)
R;(0.897, 1.488, -13.080);(301.989, 88.584, 307.065);(0.687, 0.201, 0.698)
R;(0.904, 1.492, -13.092);(302.323, 91.312, 303.112);(0.691, 0.209, 0.692)
R;(0.911, 1.495, -13.103);(302.982, 92.675, 302.859);(0.691, 0.211, 0.691)
R;(0.917, 1.498, -13.115);(302.651, 93.962, 302.289);(0.691, 0.215, 0.690)
R;(0.923, 1.499, -13.128);(302.263, 95.647, 302.276);(0.690, 0.218, 0.690)
R;(0.929, 1.500, -13.142);(301.878, 97.275, 301.698);(0.690, 0.222, 0.689)
R;(0.934, 1.500, -13.156);(301.323, 99.753, 300.254);(0.690, 0.228, 0.687)
R;(0.939, 1.498, -13.173);(300.431, 103.009, 298.941);(0.689, 0.236, 0.685)
R;(0.945, 1.496, -13.188);(299.645, 104.929, 298.857);(0.687, 0.241, 0.685)
R;(0.950, 1.494, -13.203);(299.855, 106.709, 299.598);(0.686, 0.244, 0.685)
R;(0.955, 1.489, -13.220);(299.536, 107.866, 300.233);(0.684, 0.246, 0.686)
R;(0.961, 1.482, -13.236);(299.883, 107.938, 303.454);(0.681, 0.245, 0.690)
R;(0.967, 1.476, -13.251);(300.256, 108.408, 305.991);(0.679, 0.245, 0.692)
R;(0.972, 1.468, -13.269);(300.245, 109.546, 306.953);(0.678, 0.247, 0.693)
R;(0.977, 1.460, -13.287);(300.871, 111.409, 308.339);(0.676, 0.250, 0.693)
R;(0.982, 1.451, -13.303);(302.428, 112.073, 311.681);(0.674, 0.250, 0.695)
R;(0.987, 1.442, -13.320);(304.395, 112.018, 315.013);(0.673, 0.248, 0.697)
R;(0.991, 1.432, -13.336);(306.631, 111.218, 318.511);(0.673, 0.244, 0.699)
R;(0.992, 1.422, -13.351);(308.359, 110.772, 322.844);(0.670, 0.241, 0.702)
R;(0.992, 1.411, -13.363);(308.978, 110.017, 328.016);(0.666, 0.237, 0.707)
R;(0.991, 1.400, -13.374);(310.116, 108.583, 333.031);(0.663, 0.232, 0.712)
R;(0.988, 1.389, -13.384);(311.029, 106.685, 336.014);(0.662, 0.227, 0.715)
R;(0.986, 1.378, -13.390);(312.814, 104.370, 340.058);(0.660, 0.220, 0.718)
R;(0.984, 1.367, -13.394);(314.916, 101.772, 345.135);(0.659, 0.213, 0.722)
R;(0.979, 1.356, -13.399);(316.576, 98.521, 349.756);(0.657, 0.204, 0.726)
R;(0.975, 1.346, -13.402);(317.470, 96.016, 353.921);(0.655, 0.198, 0.730)
R;(0.972, 1.336, -13.405);(318.974, 93.110, 358.197);(0.653, 0.191, 0.733)
R;(0.969, 1.327, -13.408);(321.324, 91.524, 1.907);(0.962, 0.274, 0.006)
R;(0.965, 1.321, -13.411);(323.242, 90.065, 3.984);(0.963, 0.268, 0.012)
R;(0.960, 1.317, -13.416);(323.992, 88.555, 4.830);(0.965, 0.264, 0.014)
R;(0.956, 1.318, -13.422);(324.111, 86.934, 5.264);(0.966, 0.259, 0.016)
R;(0.955, 1.321, -13.427);(324.194, 87.750, 7.285);(0.965, 0.261, 0.022)
