L/R;Position Real;Position Virtual;Distance;Rotation Real;Rotation Virtual;Rotation Similarity;Rotation Real Normalized;Rotation Virtual Normalized
R;(1.008, 1.377, -13.315);(1.010, 1.375, -13.315);0,003;(332.594, 348.852, 354.258);(333.650, 348.728, 355.139);0,9999312;(0.556, 0.583, 0.592);(0.557, 0.582, 0.593)
R;(1.007, 1.378, -13.315);(1.010, 1.375, -13.315);0,004;(332.818, 348.990, 353.511);(333.650, 348.728, 355.139);0,9998848;(0.557, 0.584, 0.591);(0.557, 0.582, 0.593)
R;(1.005, 1.380, -13.317);(1.010, 1.375, -13.315);0,008;(333.996, 349.848, 352.482);(333.650, 348.728, 355.139);0,9997787;(0.558, 0.585, 0.589);(0.557, 0.582, 0.593)
R;(1.005, 1.380, -13.317);(1.010, 1.375, -13.315);0,008;(333.996, 349.848, 352.482);(333.650, 348.728, 355.139);0,9997787;(0.558, 0.585, 0.589);(0.557, 0.582, 0.593)
R;(1.004, 1.381, -13.316);(1.010, 1.375, -13.315);0,008;(333.996, 349.533, 352.985);(333.650, 348.728, 355.139);0,9998524;(0.558, 0.584, 0.590);(0.557, 0.582, 0.593)
R;(1.004, 1.381, -13.316);(1.010, 1.375, -13.315);0,008;(333.996, 349.533, 352.985);(333.650, 348.728, 355.139);0,9998524;(0.558, 0.584, 0.590);(0.557, 0.582, 0.593)
R;(1.004, 1.381, -13.316);(1.010, 1.375, -13.315);0,008;(333.996, 349.533, 352.985);(333.650, 348.728, 355.139);0,9998524;(0.558, 0.584, 0.590);(0.557, 0.582, 0.593)
R;(1.004, 1.383, -13.315);(1.010, 1.375, -13.315);0,010;(333.930, 348.646, 353.857);(333.650, 348.728, 355.139);0,9999307;(0.558, 0.582, 0.591);(0.557, 0.582, 0.593)
R;(1.002, 1.386, -13.314);(1.010, 1.375, -13.315);0,014;(333.964, 348.539, 354.323);(333.650, 348.728, 355.139);0,9999644;(0.558, 0.582, 0.592);(0.557, 0.582, 0.593)
R;(1.002, 1.386, -13.314);(1.010, 1.375, -13.315);0,014;(333.964, 348.539, 354.323);(333.650, 348.728, 355.139);0,9999644;(0.558, 0.582, 0.592);(0.557, 0.582, 0.593)
R;(1.002, 1.386, -13.314);(1.010, 1.375, -13.315);0,014;(334.023, 348.671, 354.149);(333.650, 348.728, 355.139);0,9999554;(0.558, 0.582, 0.591);(0.557, 0.582, 0.593)
R;(1.002, 1.386, -13.314);(1.010, 1.375, -13.315);0,014;(334.023, 348.671, 354.149);(333.650, 348.728, 355.139);0,9999553;(0.558, 0.582, 0.591);(0.557, 0.582, 0.593)
R;(1.000, 1.386, -13.314);(1.010, 1.375, -13.315);0,015;(334.739, 349.194, 352.452);(333.650, 348.728, 355.139);0,9997132;(0.559, 0.583, 0.589);(0.557, 0.582, 0.593)
R;(0.996, 1.387, -13.316);(1.010, 1.375, -13.315);0,019;(335.671, 350.349, 350.444);(333.650, 348.728, 355.139);0,9991536;(0.561, 0.585, 0.586);(0.557, 0.582, 0.593)
R;(0.996, 1.387, -13.316);(1.010, 1.375, -13.315);0,019;(335.671, 350.349, 350.444);(333.650, 348.728, 355.139);0,9991536;(0.561, 0.585, 0.586);(0.557, 0.582, 0.593)
R;(0.994, 1.388, -13.317);(1.010, 1.375, -13.315);0,020;(335.756, 350.700, 349.926);(333.650, 348.728, 355.139);0,9989834;(0.561, 0.586, 0.585);(0.557, 0.582, 0.593)
R;(0.994, 1.388, -13.317);(1.010, 1.375, -13.315);0,020;(335.756, 350.700, 349.926);(333.650, 348.728, 355.139);0,9989833;(0.561, 0.586, 0.585);(0.557, 0.582, 0.593)
R;(0.993, 1.389, -13.314);(1.010, 1.375, -13.315);0,022;(334.350, 350.062, 350.765);(333.650, 348.728, 355.139);0,9993802;(0.559, 0.586, 0.587);(0.557, 0.582, 0.593)
R;(0.993, 1.389, -13.314);(1.010, 1.375, -13.315);0,022;(334.350, 350.062, 350.765);(333.650, 348.728, 355.139);0,9993802;(0.559, 0.586, 0.587);(0.557, 0.582, 0.593)
R;(0.993, 1.390, -13.311);(1.010, 1.375, -13.315);0,023;(333.145, 349.411, 351.871);(333.650, 348.728, 355.139);0,9996421;(0.558, 0.585, 0.589);(0.557, 0.582, 0.593)
R;(0.992, 1.389, -13.308);(0.992, 1.389, -13.306);0,002;(334.165, 350.012, 352.060);(333.951, 349.490, 352.189);0,9999896;(0.558, 0.585, 0.588);(0.558, 0.584, 0.589)
R;(0.992, 1.389, -13.307);(0.992, 1.389, -13.306);0,001;(333.794, 350.345, 351.862);(333.951, 349.490, 352.189);0,9999765;(0.558, 0.586, 0.588);(0.558, 0.584, 0.589)
R;(0.992, 1.389, -13.307);(0.992, 1.389, -13.306);0,001;(333.794, 350.345, 351.862);(333.951, 349.490, 352.189);0,9999765;(0.558, 0.586, 0.588);(0.558, 0.584, 0.589)
R;(0.992, 1.388, -13.306);(0.992, 1.389, -13.306);0,002;(333.649, 350.704, 351.582);(333.951, 349.490, 352.189);0,9999511;(0.558, 0.586, 0.588);(0.558, 0.584, 0.589)
R;(0.992, 1.388, -13.306);(0.992, 1.389, -13.306);0,002;(333.649, 350.704, 351.582);(333.951, 349.490, 352.189);0,9999511;(0.558, 0.586, 0.588);(0.558, 0.584, 0.589)
R;(0.992, 1.387, -13.306);(0.992, 1.389, -13.306);0,002;(333.657, 351.079, 350.989);(333.951, 349.490, 352.189);0,9999099;(0.558, 0.587, 0.587);(0.558, 0.584, 0.589)
R;(0.989, 1.387, -13.305);(0.992, 1.389, -13.306);0,004;(333.564, 351.023, 349.943);(333.951, 349.490, 352.189);0,9998287;(0.558, 0.588, 0.586);(0.558, 0.584, 0.589)
R;(0.989, 1.387, -13.305);(0.992, 1.389, -13.306);0,004;(333.564, 351.023, 349.943);(333.951, 349.490, 352.189);0,9998287;(0.558, 0.588, 0.586);(0.558, 0.584, 0.589)
R;(0.988, 1.387, -13.305);(0.992, 1.389, -13.306);0,005;(333.165, 351.298, 349.773);(333.951, 349.490, 352.189);0,9997779;(0.558, 0.588, 0.586);(0.558, 0.584, 0.589)
R;(0.988, 1.387, -13.305);(0.992, 1.389, -13.306);0,005;(333.165, 351.298, 349.773);(333.951, 349.490, 352.189);0,9997777;(0.558, 0.588, 0.586);(0.558, 0.584, 0.589)
R;(0.988, 1.387, -13.305);(0.992, 1.389, -13.306);0,005;(332.531, 351.254, 350.227);(333.951, 349.490, 352.189);0,9997768;(0.557, 0.588, 0.586);(0.558, 0.584, 0.589)
R;(0.988, 1.387, -13.305);(0.992, 1.389, -13.306);0,005;(332.531, 351.254, 350.227);(333.951, 349.490, 352.189);0,9997768;(0.557, 0.588, 0.586);(0.558, 0.584, 0.589)
R;(0.988, 1.388, -13.304);(0.992, 1.389, -13.306);0,005;(331.882, 350.968, 350.847);(333.951, 349.490, 352.189);0,999754;(0.556, 0.588, 0.588);(0.558, 0.584, 0.589)
R;(0.988, 1.388, -13.304);(0.992, 1.389, -13.306);0,005;(331.882, 350.968, 350.847);(333.951, 349.490, 352.189);0,9997541;(0.556, 0.588, 0.588);(0.558, 0.584, 0.589)
R;(0.988, 1.389, -13.304);(0.992, 1.389, -13.306);0,005;(331.676, 351.031, 351.137);(333.951, 349.490, 352.189);0,9997268;(0.555, 0.588, 0.588);(0.558, 0.584, 0.589)
R;(0.988, 1.389, -13.304);(0.992, 1.389, -13.306);0,005;(331.676, 351.031, 351.137);(333.951, 349.490, 352.189);0,9997268;(0.555, 0.588, 0.588);(0.558, 0.584, 0.589)
R;(0.988, 1.389, -13.303);(0.992, 1.389, -13.306);0,005;(331.501, 351.203, 351.081);(333.951, 349.490, 352.189);0,9996793;(0.555, 0.588, 0.588);(0.558, 0.584, 0.589)
R;(0.987, 1.389, -13.304);(0.992, 1.389, -13.306);0,006;(331.458, 351.511, 350.565);(333.951, 349.490, 352.189);0,9996222;(0.555, 0.589, 0.587);(0.558, 0.584, 0.589)
R;(0.987, 1.389, -13.304);(0.992, 1.389, -13.306);0,006;(331.458, 351.511, 350.565);(333.951, 349.490, 352.189);0,9996222;(0.555, 0.589, 0.587);(0.558, 0.584, 0.589)
R;(0.987, 1.389, -13.305);(0.992, 1.389, -13.306);0,006;(331.722, 351.482, 350.567);(333.951, 349.490, 352.189);0,9996719;(0.556, 0.589, 0.587);(0.558, 0.584, 0.589)
R;(0.987, 1.389, -13.305);(0.992, 1.389, -13.306);0,006;(331.722, 351.482, 350.567);(333.951, 349.490, 352.189);0,9996719;(0.556, 0.589, 0.587);(0.558, 0.584, 0.589)
R;(0.986, 1.390, -13.306);(0.992, 1.389, -13.306);0,006;(331.685, 352.121, 350.101);(333.951, 349.490, 352.189);0,9995663;(0.555, 0.590, 0.586);(0.558, 0.584, 0.589)
R;(0.986, 1.390, -13.306);(0.992, 1.389, -13.306);0,006;(331.685, 352.121, 350.101);(333.951, 349.490, 352.189);0,9995663;(0.555, 0.590, 0.586);(0.558, 0.584, 0.589)
R;(0.986, 1.390, -13.306);(0.992, 1.389, -13.306);0,006;(331.595, 351.708, 350.623);(333.951, 349.490, 352.189);0,999629;(0.555, 0.589, 0.587);(0.558, 0.584, 0.589)
R;(0.986, 1.390, -13.306);(0.992, 1.389, -13.306);0,006;(331.595, 351.708, 350.623);(333.951, 349.490, 352.189);0,9996291;(0.555, 0.589, 0.587);(0.558, 0.584, 0.589)
R;(0.987, 1.391, -13.306);(0.992, 1.389, -13.306);0,006;(331.331, 351.705, 351.006);(333.951, 349.490, 352.189);0,9995905;(0.555, 0.589, 0.588);(0.558, 0.584, 0.589)
R;(0.987, 1.392, -13.307);(0.992, 1.389, -13.306);0,006;(331.288, 351.890, 351.423);(333.951, 349.490, 352.189);0,9995526;(0.554, 0.589, 0.588);(0.558, 0.584, 0.589)
R;(0.987, 1.392, -13.307);(0.992, 1.389, -13.306);0,006;(331.288, 351.890, 351.423);(333.951, 349.490, 352.189);0,9995526;(0.554, 0.589, 0.588);(0.558, 0.584, 0.589)
R;(0.987, 1.392, -13.307);(0.992, 1.389, -13.306);0,006;(331.291, 351.725, 351.553);(333.951, 349.490, 352.189);0,9995748;(0.554, 0.589, 0.588);(0.558, 0.584, 0.589)
R;(0.987, 1.392, -13.307);(0.992, 1.389, -13.306);0,006;(331.291, 351.725, 351.553);(333.951, 349.490, 352.189);0,9995748;(0.554, 0.589, 0.588);(0.558, 0.584, 0.589)
R;(0.988, 1.392, -13.308);(0.992, 1.389, -13.306);0,006;(331.753, 352.064, 351.431);(333.951, 349.490, 352.189);0,9996096;(0.555, 0.589, 0.588);(0.558, 0.584, 0.589)
R;(0.988, 1.392, -13.308);(0.992, 1.389, -13.306);0,006;(331.753, 352.064, 351.431);(333.951, 349.490, 352.189);0,9996096;(0.555, 0.589, 0.588);(0.558, 0.584, 0.589)
R;(0.988, 1.393, -13.309);(0.992, 1.389, -13.306);0,006;(332.204, 352.374, 351.063);(333.951, 349.490, 352.189);0,999631;(0.555, 0.589, 0.587);(0.558, 0.584, 0.589)
R;(0.987, 1.393, -13.312);(0.992, 1.389, -13.306);0,009;(332.729, 353.141, 350.220);(333.951, 349.490, 352.189);0,9995338;(0.556, 0.590, 0.585);(0.558, 0.584, 0.589)
R;(0.987, 1.393, -13.312);(0.992, 1.389, -13.306);0,009;(332.729, 353.141, 350.220);(333.951, 349.490, 352.189);0,9995338;(0.556, 0.590, 0.585);(0.558, 0.584, 0.589)
R;(0.986, 1.393, -13.310);(0.992, 1.389, -13.306);0,008;(332.300, 352.623, 350.506);(333.951, 349.490, 352.189);0,9995962;(0.556, 0.590, 0.586);(0.558, 0.584, 0.589)
R;(0.986, 1.393, -13.310);(0.992, 1.389, -13.306);0,008;(332.300, 352.623, 350.506);(333.951, 349.490, 352.189);0,9995962;(0.556, 0.590, 0.586);(0.558, 0.584, 0.589)
R;(0.985, 1.394, -13.311);(0.992, 1.389, -13.306);0,010;(332.154, 352.679, 350.502);(333.951, 349.490, 352.189);0,9995673;(0.555, 0.590, 0.586);(0.558, 0.584, 0.589)
R;(0.985, 1.394, -13.311);(0.992, 1.389, -13.306);0,010;(332.154, 352.679, 350.502);(333.951, 349.490, 352.189);0,9995673;(0.555, 0.590, 0.586);(0.558, 0.584, 0.589)
R;(0.985, 1.395, -13.309);(0.992, 1.389, -13.306);0,009;(331.105, 352.625, 351.145);(333.951, 349.490, 352.189);0,999391;(0.554, 0.590, 0.587);(0.558, 0.584, 0.589)
R;(0.985, 1.395, -13.309);(0.992, 1.389, -13.306);0,009;(331.105, 352.625, 351.145);(333.951, 349.490, 352.189);0,9993911;(0.554, 0.590, 0.587);(0.558, 0.584, 0.589)
R;(0.985, 1.396, -13.309);(0.992, 1.389, -13.306);0,010;(330.757, 352.519, 351.510);(333.951, 349.490, 352.189);0,9993178;(0.553, 0.590, 0.588);(0.558, 0.584, 0.589)
R;(0.985, 1.396, -13.309);(0.992, 1.389, -13.306);0,010;(330.931, 352.758, 351.500);(333.951, 349.490, 352.189);0,9993075;(0.553, 0.590, 0.588);(0.558, 0.584, 0.589)
R;(0.985, 1.396, -13.309);(0.992, 1.389, -13.306);0,010;(330.931, 352.758, 351.500);(333.951, 349.490, 352.189);0,9993075;(0.553, 0.590, 0.588);(0.558, 0.584, 0.589)
R;(0.984, 1.396, -13.310);(0.992, 1.389, -13.306);0,011;(331.387, 352.419, 351.445);(333.951, 349.490, 352.189);0,9994782;(0.554, 0.589, 0.588);(0.558, 0.584, 0.589)
R;(0.984, 1.396, -13.310);(0.992, 1.389, -13.306);0,011;(331.387, 352.419, 351.445);(333.951, 349.490, 352.189);0,9994781;(0.554, 0.589, 0.588);(0.558, 0.584, 0.589)
R;(0.983, 1.397, -13.313);(0.992, 1.389, -13.306);0,014;(332.379, 353.225, 350.789);(333.951, 349.490, 352.189);0,99948;(0.555, 0.590, 0.586);(0.558, 0.584, 0.589)
R;(0.982, 1.396, -13.313);(0.992, 1.389, -13.306);0,014;(332.746, 352.891, 350.934);(333.951, 349.490, 352.189);0,99959;(0.556, 0.589, 0.586);(0.558, 0.584, 0.589)
R;(0.982, 1.396, -13.313);(0.992, 1.389, -13.306);0,014;(332.746, 352.891, 350.934);(333.951, 349.490, 352.189);0,99959;(0.556, 0.589, 0.586);(0.558, 0.584, 0.589)
R;(0.982, 1.397, -13.316);(0.992, 1.389, -13.306);0,016;(333.281, 353.535, 350.552);(333.951, 349.490, 352.189);0,9994819;(0.556, 0.590, 0.585);(0.558, 0.584, 0.589)
R;(0.982, 1.397, -13.316);(0.992, 1.389, -13.306);0,016;(333.281, 353.535, 350.552);(333.951, 349.490, 352.189);0,9994819;(0.556, 0.590, 0.585);(0.558, 0.584, 0.589)
R;(0.981, 1.397, -13.317);(0.992, 1.389, -13.306);0,018;(333.806, 353.614, 350.413);(333.951, 349.490, 352.189);0,999477;(0.557, 0.590, 0.585);(0.558, 0.584, 0.589)
R;(0.981, 1.397, -13.317);(0.992, 1.382, -13.313);0,019;(333.806, 353.614, 350.413);(330.934, 349.194, 352.829);0,9990973;(0.557, 0.590, 0.585);(0.555, 0.585, 0.591)
R;(0.980, 1.397, -13.314);(0.992, 1.382, -13.313);0,019;(333.063, 352.871, 350.877);(330.934, 349.194, 352.829);0,9994246;(0.556, 0.589, 0.586);(0.555, 0.585, 0.591)
R;(0.980, 1.397, -13.314);(0.992, 1.382, -13.313);0,019;(333.063, 352.871, 350.877);(330.934, 349.194, 352.829);0,9994245;(0.556, 0.589, 0.586);(0.555, 0.585, 0.591)
R;(0.979, 1.397, -13.318);(0.992, 1.382, -13.313);0,020;(333.666, 353.791, 350.430);(330.934, 349.194, 352.829);0,9990829;(0.557, 0.590, 0.585);(0.555, 0.585, 0.591)
R;(0.979, 1.397, -13.318);(0.992, 1.381, -13.314);0,021;(333.666, 353.791, 350.430);(330.653, 349.164, 352.891);0,9990139;(0.557, 0.590, 0.585);(0.554, 0.585, 0.592)
R;(0.980, 1.397, -13.314);(0.992, 1.381, -13.314);0,021;(332.802, 352.735, 351.350);(330.653, 349.164, 352.891);0,9994467;(0.556, 0.589, 0.587);(0.554, 0.585, 0.592)
R;(0.979, 1.399, -13.315);(0.992, 1.381, -13.314);0,022;(332.714, 352.566, 351.627);(330.653, 349.164, 352.891);0,9994922;(0.556, 0.589, 0.587);(0.554, 0.585, 0.592)
R;(0.979, 1.399, -13.315);(0.992, 1.381, -13.314);0,022;(332.714, 352.566, 351.627);(330.653, 349.164, 352.891);0,9994922;(0.556, 0.589, 0.587);(0.554, 0.585, 0.592)
R;(0.978, 1.399, -13.318);(0.992, 1.381, -13.314);0,024;(333.520, 353.425, 351.095);(330.653, 349.164, 352.891);0,999146;(0.556, 0.590, 0.586);(0.554, 0.585, 0.592)
R;(0.978, 1.399, -13.318);(0.992, 1.381, -13.314);0,024;(333.520, 353.425, 351.095);(330.653, 349.164, 352.891);0,999146;(0.556, 0.590, 0.586);(0.554, 0.585, 0.592)
R;(0.977, 1.399, -13.319);(0.992, 1.381, -13.314);0,024;(333.528, 353.418, 351.068);(330.653, 349.164, 352.891);0,9991463;(0.556, 0.590, 0.586);(0.554, 0.585, 0.592)
R;(0.977, 1.399, -13.319);(0.992, 1.381, -13.314);0,024;(333.528, 353.418, 351.068);(330.653, 349.164, 352.891);0,9991464;(0.556, 0.590, 0.586);(0.554, 0.585, 0.592)
R;(0.979, 1.399, -13.317);(0.992, 1.381, -13.314);0,022;(333.098, 353.203, 351.269);(330.653, 349.164, 352.891);0,9992864;(0.556, 0.589, 0.586);(0.554, 0.585, 0.592)
R;(0.979, 1.399, -13.317);(0.992, 1.381, -13.314);0,022;(333.098, 353.203, 351.269);(330.653, 349.164, 352.891);0,9992864;(0.556, 0.589, 0.586);(0.554, 0.585, 0.592)
R;(0.977, 1.399, -13.319);(0.992, 1.381, -13.314);0,024;(333.779, 353.869, 350.699);(330.653, 349.164, 352.891);0,9989687;(0.557, 0.590, 0.585);(0.554, 0.585, 0.592)
R;(0.976, 1.399, -13.321);(0.992, 1.381, -13.314);0,026;(334.199, 353.893, 350.833);(330.653, 349.164, 352.891);0,9988523;(0.557, 0.590, 0.585);(0.554, 0.585, 0.592)
R;(0.976, 1.399, -13.321);(0.992, 1.379, -13.316);0,027;(334.199, 353.893, 350.833);(329.742, 349.063, 353.093);0,9985528;(0.557, 0.590, 0.585);(0.553, 0.586, 0.592)
R;(0.978, 1.399, -13.318);(0.992, 1.379, -13.316);0,025;(333.543, 353.295, 351.441);(329.742, 349.063, 353.093);0,9989173;(0.556, 0.589, 0.586);(0.553, 0.586, 0.592)
R;(0.978, 1.399, -13.318);(0.992, 1.379, -13.316);0,025;(333.543, 353.295, 351.441);(329.742, 349.063, 353.093);0,9989174;(0.556, 0.589, 0.586);(0.553, 0.586, 0.592)
L;(0.986, 1.178, -13.031);(0.986, 1.177, -13.030);0,001;(49.611, 192.954, 212.409);(49.951, 193.045, 212.711);0,9999934;(0.170, 0.663, 0.729);(0.171, 0.662, 0.730)
L;(0.987, 1.179, -13.031);(0.986, 1.177, -13.030);0,002;(49.436, 192.897, 211.947);(49.951, 193.045, 212.711);0,9999733;(0.170, 0.663, 0.729);(0.171, 0.662, 0.730)
L;(0.987, 1.179, -13.031);(0.986, 1.177, -13.030);0,002;(49.436, 192.897, 211.947);(49.951, 193.045, 212.711);0,9999735;(0.170, 0.663, 0.729);(0.171, 0.662, 0.730)
R;(0.978, 1.399, -13.317);(0.992, 1.379, -13.316);0,024;(333.274, 352.704, 352.011);(329.742, 349.064, 353.093);0,9991192;(0.556, 0.588, 0.587);(0.553, 0.586, 0.592)
L;(0.988, 1.180, -13.032);(0.986, 1.177, -13.030);0,003;(49.050, 192.887, 211.764);(49.951, 193.045, 212.711);0,9999427;(0.169, 0.664, 0.729);(0.171, 0.662, 0.730)
R;(0.978, 1.399, -13.317);(0.992, 1.379, -13.316);0,024;(333.274, 352.704, 352.011);(329.742, 349.064, 353.093);0,9991191;(0.556, 0.588, 0.587);(0.553, 0.586, 0.592)
L;(0.988, 1.180, -13.032);(0.986, 1.177, -13.030);0,003;(49.050, 192.887, 211.764);(49.951, 193.045, 212.711);0,9999425;(0.169, 0.664, 0.729);(0.171, 0.662, 0.730)
R;(0.978, 1.399, -13.319);(0.992, 1.379, -13.316);0,025;(333.569, 353.283, 351.585);(329.742, 349.064, 353.093);0,9989083;(0.556, 0.589, 0.586);(0.553, 0.586, 0.592)
L;(0.990, 1.181, -13.032);(0.986, 1.177, -13.030);0,006;(48.834, 192.714, 211.673);(49.951, 193.045, 212.711);0,9999272;(0.168, 0.664, 0.729);(0.171, 0.662, 0.730)
R;(0.978, 1.399, -13.319);(0.992, 1.389, -13.306);0,021;(333.569, 353.283, 351.585);(333.924, 349.488, 352.194);0,9995105;(0.556, 0.589, 0.586);(0.558, 0.584, 0.589)
L;(0.990, 1.181, -13.032);(0.986, 1.167, -13.037);0,015;(48.834, 192.714, 211.673);(45.796, 192.023, 211.334);0,9996389;(0.168, 0.664, 0.729);(0.158, 0.664, 0.731)
R;(0.977, 1.398, -13.320);(0.992, 1.389, -13.306);0,022;(333.468, 353.678, 351.274);(333.924, 349.488, 352.194);0,9994213;(0.556, 0.590, 0.586);(0.558, 0.584, 0.589)
L;(0.991, 1.182, -13.031);(0.986, 1.167, -13.037);0,017;(48.915, 192.890, 212.466);(45.796, 192.023, 211.334);0,9996071;(0.168, 0.663, 0.730);(0.158, 0.664, 0.731)
R;(0.976, 1.398, -13.321);(0.992, 1.389, -13.307);0,024;(332.884, 354.262, 350.997);(333.570, 349.455, 352.268);0,9992505;(0.555, 0.591, 0.585);(0.558, 0.584, 0.589)
L;(0.994, 1.184, -13.030);(0.986, 1.168, -13.036);0,019;(49.307, 192.764, 212.812);(46.148, 192.101, 211.443);0,9995829;(0.169, 0.662, 0.730);(0.159, 0.664, 0.731)
R;(0.976, 1.398, -13.321);(0.992, 1.388, -13.308);0,023;(332.884, 354.262, 350.997);(333.154, 349.416, 352.355);0,9992604;(0.555, 0.591, 0.585);(0.557, 0.585, 0.590)
L;(0.994, 1.184, -13.030);(0.986, 1.169, -13.036);0,018;(49.307, 192.764, 212.812);(46.561, 192.195, 211.572);0,9996818;(0.169, 0.662, 0.730);(0.161, 0.664, 0.731)
R;(0.977, 1.397, -13.317);(0.992, 1.388, -13.308);0,021;(331.898, 353.533, 351.610);(333.154, 349.416, 352.355);0,9993812;(0.554, 0.590, 0.587);(0.557, 0.585, 0.590)
L;(0.995, 1.185, -13.029);(0.986, 1.169, -13.036);0,019;(49.455, 192.620, 212.495);(46.561, 192.195, 211.572);0,9996641;(0.170, 0.662, 0.730);(0.161, 0.664, 0.731)
R;(0.977, 1.397, -13.317);(0.992, 1.389, -13.307);0,021;(331.898, 353.533, 351.610);(333.556, 349.454, 352.271);0,9993393;(0.554, 0.590, 0.587);(0.558, 0.584, 0.589)
L;(0.995, 1.185, -13.029);(0.986, 1.168, -13.036);0,020;(49.455, 192.620, 212.495);(46.162, 192.104, 211.447);0,9995658;(0.170, 0.662, 0.730);(0.160, 0.664, 0.731)
R;(0.975, 1.398, -13.317);(0.992, 1.389, -13.307);0,022;(331.577, 353.246, 351.677);(333.556, 349.454, 352.271);0,9993693;(0.554, 0.590, 0.587);(0.558, 0.584, 0.589)
L;(0.996, 1.187, -13.029);(0.986, 1.168, -13.036);0,023;(49.937, 192.473, 212.024);(46.162, 192.104, 211.447);0,9994517;(0.172, 0.662, 0.729);(0.160, 0.664, 0.731)
R;(0.975, 1.398, -13.317);(0.992, 1.389, -13.307);0,022;(331.577, 353.246, 351.677);(333.556, 349.454, 352.271);0,9993692;(0.554, 0.590, 0.587);(0.558, 0.584, 0.589)
L;(0.996, 1.187, -13.029);(0.986, 1.168, -13.036);0,023;(49.937, 192.473, 212.024);(46.162, 192.104, 211.447);0,9994516;(0.172, 0.662, 0.729);(0.160, 0.664, 0.731)
R;(0.976, 1.397, -13.318);(0.992, 1.389, -13.307);0,022;(331.308, 353.465, 351.634);(333.556, 349.454, 352.271);0,99927;(0.553, 0.590, 0.587);(0.558, 0.584, 0.589)
L;(0.997, 1.190, -13.028);(0.986, 1.168, -13.036);0,026;(50.828, 192.226, 211.440);(46.162, 192.104, 211.447);0,9991704;(0.175, 0.662, 0.728);(0.160, 0.664, 0.731)
R;(0.976, 1.397, -13.318);(0.992, 1.388, -13.308);0,022;(331.308, 353.465, 351.634);(333.267, 349.427, 352.331);0,9993145;(0.553, 0.590, 0.587);(0.558, 0.585, 0.589)
L;(0.997, 1.190, -13.028);(0.986, 1.169, -13.036);0,025;(50.828, 192.226, 211.440);(46.449, 192.169, 211.536);0,9992691;(0.175, 0.662, 0.728);(0.160, 0.664, 0.731)
R;(0.975, 1.397, -13.318);(0.992, 1.388, -13.308);0,022;(330.813, 353.541, 351.828);(333.267, 349.427, 352.331);0,9991907;(0.553, 0.591, 0.588);(0.558, 0.585, 0.589)
L;(0.998, 1.194, -13.028);(0.986, 1.169, -13.036);0,029;(52.470, 192.773, 211.829);(46.449, 192.169, 211.536);0,9986131;(0.180, 0.662, 0.727);(0.160, 0.664, 0.731)
R;(0.974, 1.397, -13.320);(0.992, 1.387, -13.308);0,024;(330.381, 353.664, 352.180);(333.121, 349.413, 352.361);0,9990532;(0.552, 0.591, 0.588);(0.557, 0.585, 0.590)
L;(1.000, 1.196, -13.027);(0.986, 1.169, -13.035);0,032;(54.624, 193.934, 213.038);(46.594, 192.202, 211.582);0,9974992;(0.186, 0.661, 0.727);(0.161, 0.664, 0.731)
