L/R;Position Real;Position Virtual;Distance;Rotation Real;Rotation Virtual;Rotation Similarity;Rotation Real Normalized;Rotation Virtual Normalized
R;(1.001, 1.357, -13.301);(0.998, 1.354, -13.304);0.004;(326.206, 322.094, 25.462);(331.377, 322.157, 24.680);-0.9989606;(0.710, 0.702, 0.055);(0.716, 0.696, 0.053)
R;(1.001, 1.357, -13.301);(0.998, 1.354, -13.304);0.004;(326.206, 322.094, 25.462);(331.377, 322.157, 24.680);-0.9989606;(0.710, 0.702, 0.055);(0.716, 0.696, 0.053)
R;(1.002, 1.351, -13.302);(0.998, 1.354, -13.304);0.005;(325.177, 323.331, 23.444);(331.377, 322.157, 24.680);-0.998484;(0.708, 0.704, 0.051);(0.716, 0.696, 0.053)
R;(1.002, 1.351, -13.302);(0.998, 1.350, -13.307);0.007;(325.177, 323.331, 23.444);(329.835, 321.473, 26.073);-0.9989794;(0.708, 0.704, 0.051);(0.715, 0.697, 0.057)
R;(1.002, 1.351, -13.302);(0.998, 1.350, -13.307);0.007;(325.177, 323.331, 23.444);(329.835, 321.473, 26.073);-0.9989794;(0.708, 0.704, 0.051);(0.715, 0.697, 0.057)
R;(1.001, 1.351, -13.302);(0.998, 1.350, -13.307);0.006;(325.232, 323.017, 24.222);(329.835, 321.473, 26.073);-0.9990894;(0.709, 0.704, 0.053);(0.715, 0.697, 0.057)
R;(1.001, 1.351, -13.302);(0.998, 1.350, -13.307);0.006;(325.232, 323.017, 24.222);(329.960, 321.531, 25.958);-0.9990559;(0.709, 0.704, 0.053);(0.715, 0.697, 0.056)
R;(1.001, 1.351, -13.302);(0.998, 1.350, -13.307);0.006;(325.232, 323.017, 24.222);(329.960, 321.531, 25.958);-0.9990559;(0.709, 0.704, 0.053);(0.715, 0.697, 0.056)
R;(1.000, 1.352, -13.301);(0.998, 1.350, -13.307);0.007;(325.020, 321.487, 25.850);(329.960, 321.531, 25.958);-0.9990702;(0.710, 0.702, 0.056);(0.715, 0.697, 0.056)
R;(1.000, 1.352, -13.301);(0.998, 1.352, -13.306);0.005;(325.020, 321.487, 25.850);(330.543, 321.794, 25.427);-0.9988337;(0.710, 0.702, 0.056);(0.715, 0.697, 0.055)
R;(1.000, 1.352, -13.301);(0.998, 1.352, -13.306);0.005;(325.020, 321.487, 25.850);(330.543, 321.794, 25.427);-0.9988337;(0.710, 0.702, 0.056);(0.715, 0.697, 0.055)
R;(1.000, 1.352, -13.301);(0.998, 1.352, -13.306);0.005;(325.020, 321.487, 25.850);(330.543, 321.794, 25.427);-0.9988337;(0.710, 0.702, 0.056);(0.715, 0.697, 0.055)
R;(1.000, 1.352, -13.303);(0.998, 1.352, -13.306);0.004;(325.955, 322.204, 25.836);(330.543, 321.794, 25.427);-0.9991793;(0.710, 0.702, 0.056);(0.715, 0.697, 0.055)
R;(1.000, 1.352, -13.303);(0.998, 1.351, -13.306);0.004;(325.955, 322.204, 25.836);(330.293, 321.683, 25.653);-0.9992681;(0.710, 0.702, 0.056);(0.715, 0.697, 0.056)
R;(1.000, 1.352, -13.303);(0.998, 1.351, -13.306);0.004;(325.955, 322.204, 25.836);(330.293, 321.683, 25.653);-0.9992681;(0.710, 0.702, 0.056);(0.715, 0.697, 0.056)
R;(1.000, 1.350, -13.305);(0.998, 1.351, -13.306);0.003;(326.266, 323.234, 25.100);(330.293, 321.683, 25.653);-0.9993135;(0.709, 0.703, 0.055);(0.715, 0.697, 0.056)
R;(1.000, 1.350, -13.305);(0.998, 1.349, -13.307);0.003;(326.266, 323.234, 25.100);(329.761, 321.439, 26.141);-0.9994465;(0.709, 0.703, 0.055);(0.715, 0.697, 0.057)
R;(1.000, 1.350, -13.305);(0.998, 1.349, -13.307);0.003;(326.266, 323.234, 25.100);(329.761, 321.439, 26.141);-0.9994465;(0.709, 0.703, 0.055);(0.715, 0.697, 0.057)
R;(0.999, 1.349, -13.307);(0.998, 1.349, -13.307);0.002;(326.481, 323.715, 24.798);(329.761, 321.439, 26.141);-0.9994475;(0.709, 0.703, 0.054);(0.715, 0.697, 0.057)
R;(0.999, 1.349, -13.307);(0.998, 1.348, -13.309);0.002;(326.481, 323.715, 24.798);(329.227, 321.187, 26.638);-0.9995293;(0.709, 0.703, 0.054);(0.715, 0.697, 0.058)
R;(0.999, 1.349, -13.307);(0.998, 1.348, -13.309);0.002;(326.481, 323.715, 24.798);(329.227, 321.187, 26.638);-0.9995293;(0.709, 0.703, 0.054);(0.715, 0.697, 0.058)
R;(0.999, 1.345, -13.310);(0.998, 1.348, -13.309);0.003;(326.247, 325.153, 23.440);(329.227, 321.187, 26.638);-0.9991897;(0.707, 0.705, 0.051);(0.715, 0.697, 0.058)
R;(0.999, 1.345, -13.310);(0.998, 1.344, -13.311);0.002;(326.247, 325.153, 23.440);(328.063, 320.611, 27.745);-0.9991914;(0.707, 0.705, 0.051);(0.714, 0.698, 0.060)
R;(0.999, 1.345, -13.310);(0.998, 1.344, -13.311);0.002;(326.247, 325.153, 23.440);(328.063, 320.611, 27.745);-0.9991914;(0.707, 0.705, 0.051);(0.714, 0.698, 0.060)
R;(0.999, 1.347, -13.307);(0.998, 1.344, -13.311);0.005;(325.442, 322.972, 25.379);(328.063, 320.611, 27.745);-0.9995463;(0.709, 0.703, 0.055);(0.714, 0.698, 0.060)
R;(0.999, 1.347, -13.307);(0.998, 1.347, -13.309);0.002;(325.442, 322.972, 25.379);(328.984, 321.070, 26.866);-0.9994171;(0.709, 0.703, 0.055);(0.714, 0.697, 0.058)
R;(0.999, 1.347, -13.307);(0.998, 1.347, -13.309);0.002;(325.442, 322.972, 25.379);(328.984, 321.070, 26.866);-0.9994171;(0.709, 0.703, 0.055);(0.714, 0.697, 0.058)
R;(0.999, 1.347, -13.307);(0.998, 1.347, -13.309);0.002;(325.442, 322.972, 25.379);(328.984, 321.070, 26.866);-0.9994171;(0.709, 0.703, 0.055);(0.714, 0.697, 0.058)
R;(0.999, 1.347, -13.307);(0.998, 1.347, -13.309);0.002;(325.442, 322.972, 25.379);(328.984, 321.070, 26.866);-0.9994171;(0.709, 0.703, 0.055);(0.714, 0.697, 0.058)
R;(0.999, 1.344, -13.310);(0.998, 1.347, -13.309);0.004;(324.576, 323.829, 25.051);(328.984, 321.070, 26.866);-0.9990541;(0.707, 0.705, 0.055);(0.714, 0.697, 0.058)
R;(0.999, 1.344, -13.310);(0.998, 1.343, -13.312);0.002;(324.576, 323.829, 25.051);(327.633, 320.388, 28.164);-0.9992796;(0.707, 0.705, 0.055);(0.714, 0.698, 0.061)
R;(0.999, 1.344, -13.310);(0.998, 1.343, -13.312);0.002;(324.576, 323.829, 25.051);(327.633, 320.388, 28.164);-0.9992796;(0.707, 0.705, 0.055);(0.714, 0.698, 0.061)
R;(0.999, 1.344, -13.310);(0.998, 1.343, -13.312);0.002;(324.576, 323.829, 25.051);(327.633, 320.388, 28.164);-0.9992796;(0.707, 0.705, 0.055);(0.714, 0.698, 0.061)
R;(0.999, 1.344, -13.310);(0.998, 1.343, -13.312);0.002;(324.576, 323.829, 25.051);(327.633, 320.388, 28.164);-0.9992796;(0.707, 0.705, 0.055);(0.714, 0.698, 0.061)
R;(1.000, 1.336, -13.317);(0.998, 1.343, -13.312);0.009;(323.740, 325.259, 24.712);(327.633, 320.388, 28.164);-0.9987887;(0.704, 0.708, 0.054);(0.714, 0.698, 0.061)
R;(1.000, 1.336, -13.317);(0.998, 1.333, -13.317);0.003;(323.740, 325.259, 24.712);(324.882, 318.824, 30.978);-0.9986714;(0.704, 0.708, 0.054);(0.712, 0.699, 0.068)
R;(1.000, 1.336, -13.317);(0.998, 1.333, -13.317);0.003;(323.740, 325.259, 24.712);(324.882, 318.824, 30.978);-0.9986714;(0.704, 0.708, 0.054);(0.712, 0.699, 0.068)
R;(1.000, 1.336, -13.317);(0.998, 1.333, -13.317);0.003;(323.740, 325.259, 24.712);(324.882, 318.824, 30.978);-0.9986714;(0.704, 0.708, 0.054);(0.712, 0.699, 0.068)
R;(1.000, 1.317, -13.329);(0.998, 1.333, -13.317);0.020;(321.479, 329.669, 20.701);(324.882, 318.824, 30.978);-0.9961593;(0.697, 0.715, 0.045);(0.712, 0.699, 0.068)
R;(1.000, 1.317, -13.329);(0.998, 1.314, -13.325);0.005;(321.479, 329.669, 20.701);(319.553, 314.955, 37.281);-0.9930058;(0.697, 0.715, 0.045);(0.710, 0.700, 0.083)
R;(1.000, 1.317, -13.329);(0.998, 1.314, -13.325);0.005;(321.479, 329.669, 20.701);(319.553, 314.955, 37.281);-0.9930058;(0.697, 0.715, 0.045);(0.710, 0.700, 0.083)
R;(1.000, 1.309, -13.331);(0.998, 1.314, -13.325);0.007;(319.573, 329.725, 20.464);(319.553, 314.955, 37.281);-0.9932355;(0.695, 0.717, 0.045);(0.710, 0.700, 0.083)
R;(1.000, 1.309, -13.331);(0.998, 1.307, -13.328);0.004;(319.573, 329.725, 20.464);(317.740, 313.311, 39.770);-0.9914317;(0.695, 0.717, 0.045);(0.709, 0.699, 0.089)
R;(1.000, 1.309, -13.331);(0.998, 1.307, -13.328);0.004;(319.573, 329.725, 20.464);(317.740, 313.311, 39.770);-0.9914317;(0.695, 0.717, 0.045);(0.709, 0.699, 0.089)
R;(1.000, 1.299, -13.338);(0.998, 1.307, -13.328);0.012;(318.394, 332.002, 18.994);(317.740, 313.311, 39.770);-0.9901052;(0.692, 0.721, 0.041);(0.709, 0.699, 0.089)
R;(1.000, 1.299, -13.338);(0.998, 1.296, -13.331);0.008;(318.394, 332.002, 18.994);(315.196, 310.624, 43.670);-0.9867128;(0.692, 0.721, 0.041);(0.709, 0.699, 0.098)
R;(1.000, 1.299, -13.338);(0.998, 1.296, -13.331);0.008;(318.394, 332.002, 18.994);(315.196, 310.624, 43.670);-0.9867128;(0.692, 0.721, 0.041);(0.709, 0.699, 0.098)
R;(1.000, 1.291, -13.344);(0.998, 1.296, -13.331);0.015;(318.198, 333.795, 18.044);(315.196, 310.624, 43.670);-0.9854516;(0.689, 0.723, 0.039);(0.709, 0.699, 0.098)
R;(1.000, 1.291, -13.344);(0.998, 1.287, -13.333);0.012;(318.198, 333.795, 18.044);(313.213, 308.139, 47.134);-0.9818384;(0.689, 0.723, 0.039);(0.709, 0.697, 0.107)
R;(1.000, 1.291, -13.344);(0.998, 1.287, -13.333);0.012;(318.198, 333.795, 18.044);(313.213, 308.139, 47.134);-0.9818384;(0.689, 0.723, 0.039);(0.709, 0.697, 0.107)
R;(1.000, 1.285, -13.349);(0.998, 1.287, -13.333);0.016;(318.141, 335.155, 17.149);(313.213, 308.139, 47.134);-0.9805897;(0.688, 0.725, 0.037);(0.709, 0.697, 0.107)
R;(1.000, 1.285, -13.349);(0.998, 1.281, -13.334);0.016;(318.141, 335.155, 17.149);(311.843, 306.170, 49.807);-0.9774824;(0.688, 0.725, 0.037);(0.709, 0.696, 0.113)
R;(1.000, 1.285, -13.349);(0.998, 1.281, -13.334);0.016;(318.141, 335.155, 17.149);(311.843, 306.170, 49.807);-0.9774824;(0.688, 0.725, 0.037);(0.709, 0.696, 0.113)
R;(1.000, 1.285, -13.349);(0.998, 1.281, -13.334);0.016;(318.141, 335.155, 17.149);(311.843, 306.170, 49.807);-0.9774824;(0.688, 0.725, 0.037);(0.709, 0.696, 0.113)
R;(1.000, 1.271, -13.356);(0.998, 1.281, -13.334);0.024;(316.872, 337.905, 14.979);(311.843, 306.170, 49.807);-0.9754307;(0.684, 0.729, 0.032);(0.709, 0.696, 0.113)
R;(1.000, 1.271, -13.356);(0.998, 1.268, -13.335);0.021;(316.872, 337.905, 14.979);(309.320, 301.802, 55.554);-0.9683151;(0.684, 0.729, 0.032);(0.710, 0.693, 0.128)
R;(1.000, 1.271, -13.356);(0.998, 1.268, -13.335);0.021;(316.872, 337.905, 14.979);(309.320, 301.802, 55.554);-0.9683151;(0.684, 0.729, 0.032);(0.710, 0.693, 0.128)
R;(0.997, 1.258, -13.358);(0.998, 1.268, -13.335);0.025;(314.955, 340.577, 11.463);(309.320, 301.802, 55.554);-0.9656642;(0.679, 0.734, 0.025);(0.710, 0.693, 0.128)
R;(0.997, 1.258, -13.358);(0.998, 1.256, -13.336);0.023;(314.955, 340.577, 11.463);(307.380, 297.495, 61.044);-0.95849;(0.679, 0.734, 0.025);(0.711, 0.688, 0.141)
R;(0.997, 1.258, -13.358);(0.998, 1.256, -13.336);0.023;(314.955, 340.577, 11.463);(307.380, 297.495, 61.044);-0.95849;(0.679, 0.734, 0.025);(0.711, 0.688, 0.141)
R;(0.997, 1.258, -13.358);(0.998, 1.256, -13.336);0.023;(314.955, 340.577, 11.463);(307.380, 297.495, 61.044);-0.95849;(0.679, 0.734, 0.025);(0.711, 0.688, 0.141)
R;(0.995, 1.241, -13.359);(0.998, 1.256, -13.336);0.028;(311.550, 343.921, 7.979);(307.380, 297.495, 61.044);0.9576374;(0.671, 0.741, 0.017);(0.711, 0.688, 0.141)
R;(0.995, 1.241, -13.359);(0.998, 1.241, -13.335);0.024;(311.550, 343.921, 7.979);(305.296, 291.248, 68.794);0.9476998;(0.671, 0.741, 0.017);(0.714, 0.681, 0.161)
R;(0.995, 1.241, -13.359);(0.998, 1.241, -13.335);0.024;(311.550, 343.921, 7.979);(305.296, 291.248, 68.794);0.9476998;(0.671, 0.741, 0.017);(0.714, 0.681, 0.161)
R;(0.995, 1.241, -13.359);(0.998, 1.241, -13.335);0.024;(311.550, 343.921, 7.979);(305.296, 291.248, 68.794);0.9476998;(0.671, 0.741, 0.017);(0.714, 0.681, 0.161)
R;(0.995, 1.241, -13.359);(0.998, 1.241, -13.335);0.024;(311.550, 343.921, 7.979);(305.296, 291.248, 68.794);0.9476998;(0.671, 0.741, 0.017);(0.714, 0.681, 0.161)
R;(0.994, 1.222, -13.358);(0.998, 1.241, -13.335);0.030;(311.299, 347.373, 4.068);(305.296, 291.248, 68.794);0.9419721;(0.667, 0.745, 0.009);(0.714, 0.681, 0.161)
R;(0.994, 1.222, -13.358);(0.998, 1.225, -13.333);0.025;(311.299, 347.373, 4.068);(303.606, 283.349, 78.364);0.9284732;(0.667, 0.745, 0.009);(0.718, 0.670, 0.185)
R;(0.994, 1.222, -13.358);(0.998, 1.225, -13.333);0.025;(311.299, 347.373, 4.068);(303.606, 283.349, 78.364);0.9284732;(0.667, 0.745, 0.009);(0.718, 0.670, 0.185)
R;(0.991, 1.191, -13.356);(0.998, 1.225, -13.333);0.042;(310.718, 354.143, 355.415);(303.606, 283.349, 78.364);0.9153009;(0.527, 0.600, 0.602);(0.718, 0.670, 0.185)
R;(0.991, 1.191, -13.356);(0.998, 1.200, -13.326);0.032;(310.718, 354.143, 355.415);(302.584, 269.693, 94.632);0.8892987;(0.527, 0.600, 0.602);(0.727, 0.648, 0.227)
R;(0.991, 1.191, -13.356);(0.998, 1.200, -13.326);0.032;(310.718, 354.143, 355.415);(302.584, 269.693, 94.632);0.8892987;(0.527, 0.600, 0.602);(0.727, 0.648, 0.227)
R;(0.991, 1.191, -13.356);(0.998, 1.200, -13.326);0.032;(310.718, 354.143, 355.415);(302.584, 269.693, 94.632);0.8892987;(0.527, 0.600, 0.602);(0.727, 0.648, 0.227)
R;(0.989, 1.160, -13.348);(0.998, 1.200, -13.326);0.046;(308.387, 359.204, 349.197);(302.584, 269.693, 94.632);0.8857576;(0.524, 0.611, 0.594);(0.727, 0.648, 0.227)
R;(0.989, 1.160, -13.348);(0.998, 1.176, -13.315);0.037;(308.387, 359.204, 349.197);(303.724, 255.930, 111.037);0.8553958;(0.524, 0.611, 0.594);(0.736, 0.621, 0.269)
R;(0.989, 1.160, -13.348);(0.998, 1.176, -13.315);0.037;(308.387, 359.204, 349.197);(303.724, 255.930, 111.037);0.8553958;(0.524, 0.611, 0.594);(0.736, 0.621, 0.269)
R;(0.989, 1.160, -13.348);(0.998, 1.176, -13.315);0.037;(308.387, 359.204, 349.197);(303.724, 255.930, 111.037);0.8553958;(0.524, 0.611, 0.594);(0.736, 0.621, 0.269)
R;(0.989, 1.137, -13.343);(0.998, 1.176, -13.315);0.049;(309.954, 2.171, 345.051);(303.724, 255.930, 111.037);0.8424872;(0.668, 0.005, 0.744);(0.736, 0.621, 0.269)
R;(0.989, 1.137, -13.343);(0.998, 1.160, -13.305);0.045;(309.954, 2.171, 345.051);(305.723, 247.271, 121.561);0.8175152;(0.668, 0.005, 0.744);(0.743, 0.601, 0.295)
R;(0.989, 1.137, -13.343);(0.998, 1.160, -13.305);0.045;(309.954, 2.171, 345.051);(305.723, 247.271, 121.561);0.8175152;(0.668, 0.005, 0.744);(0.743, 0.601, 0.295)
R;(0.985, 1.120, -13.341);(0.998, 1.160, -13.305);0.056;(311.875, 6.164, 339.334);(305.723, 247.271, 121.561);0.7993156;(0.677, 0.013, 0.736);(0.743, 0.601, 0.295)
R;(0.985, 1.120, -13.341);(0.998, 1.151, -13.299);0.055;(311.875, 6.164, 339.334);(307.379, 242.508, 127.487);0.7823427;(0.677, 0.013, 0.736);(0.747, 0.589, 0.310)
R;(0.985, 1.120, -13.341);(0.998, 1.151, -13.299);0.055;(311.875, 6.164, 339.334);(307.379, 242.508, 127.487);0.7823427;(0.677, 0.013, 0.736);(0.747, 0.589, 0.310)
R;(0.988, 1.115, -13.333);(0.998, 1.151, -13.299);0.051;(308.709, 6.202, 340.287);(307.379, 242.508, 127.487);0.7993225;(0.672, 0.013, 0.741);(0.747, 0.589, 0.310)
R;(0.988, 1.115, -13.333);(0.998, 1.146, -13.295);0.051;(308.709, 6.202, 340.287);(308.435, 240.034, 130.623);0.7897839;(0.672, 0.013, 0.741);(0.748, 0.582, 0.317)
R;(0.988, 1.115, -13.333);(0.998, 1.146, -13.295);0.051;(308.709, 6.202, 340.287);(308.435, 240.034, 130.623);0.7897839;(0.672, 0.013, 0.741);(0.748, 0.582, 0.317)
R;(0.988, 1.115, -13.333);(0.998, 1.146, -13.295);0.051;(308.709, 6.202, 340.287);(308.435, 240.034, 130.623);0.7897839;(0.672, 0.013, 0.741);(0.748, 0.582, 0.317)
R;(0.984, 1.096, -13.323);(0.998, 1.146, -13.295);0.060;(305.789, 14.984, 329.572);(308.435, 240.034, 130.623);0.7896155;(0.680, 0.033, 0.733);(0.748, 0.582, 0.317)
R;(0.984, 1.096, -13.323);(0.998, 1.135, -13.283);0.058;(305.789, 14.984, 329.572);(311.419, 234.491, 137.844);0.7661278;(0.680, 0.033, 0.733);(0.753, 0.567, 0.333)
R;(0.984, 1.096, -13.323);(0.998, 1.135, -13.283);0.058;(305.789, 14.984, 329.572);(311.419, 234.491, 137.844);0.7661278;(0.680, 0.033, 0.733);(0.753, 0.567, 0.333)
R;(0.984, 1.096, -13.323);(0.998, 1.135, -13.283);0.058;(305.789, 14.984, 329.572);(311.419, 234.491, 137.844);0.7661278;(0.680, 0.033, 0.733);(0.753, 0.567, 0.333)
R;(0.981, 1.080, -13.308);(0.998, 1.135, -13.283);0.062;(300.652, 23.426, 320.202);(311.419, 234.491, 137.844);0.7844379;(0.684, 0.053, 0.728);(0.753, 0.567, 0.333)
R;(0.981, 1.080, -13.308);(0.998, 1.124, -13.271);0.060;(300.652, 23.426, 320.202);(314.829, 229.807, 144.255);0.7614369;(0.684, 0.053, 0.728);(0.757, 0.553, 0.347)
R;(0.981, 1.080, -13.308);(0.998, 1.124, -13.271);0.060;(300.652, 23.426, 320.202);(314.829, 229.807, 144.255);0.7614369;(0.684, 0.053, 0.728);(0.757, 0.553, 0.347)
R;(0.981, 1.080, -13.308);(0.998, 1.124, -13.271);0.060;(300.652, 23.426, 320.202);(314.829, 229.807, 144.255);0.7614369;(0.684, 0.053, 0.728);(0.757, 0.553, 0.347)
R;(0.975, 1.060, -13.282);(0.998, 1.124, -13.271);0.069;(297.299, 45.564, 297.412);(314.829, 229.807, 144.255);0.7772468;(0.703, 0.108, 0.703);(0.757, 0.553, 0.347)
R;(0.975, 1.060, -13.282);(0.998, 1.110, -13.250);0.064;(297.299, 45.564, 297.412);(320.630, 224.156, 152.638);0.7446703;(0.703, 0.108, 0.703);(0.764, 0.534, 0.363)
R;(0.975, 1.060, -13.282);(0.998, 1.110, -13.250);0.064;(297.299, 45.564, 297.412);(320.630, 224.156, 152.638);0.7446703;(0.703, 0.108, 0.703);(0.764, 0.534, 0.363)
R;(0.975, 1.060, -13.282);(0.998, 1.110, -13.250);0.064;(297.299, 45.564, 297.412);(320.630, 224.156, 152.638);0.7446703;(0.703, 0.108, 0.703);(0.764, 0.534, 0.363)
R;(0.975, 1.060, -13.282);(0.998, 1.110, -13.250);0.064;(297.299, 45.564, 297.412);(320.630, 224.156, 152.638);0.7446703;(0.703, 0.108, 0.703);(0.764, 0.534, 0.363)
R;(0.966, 1.049, -13.259);(0.998, 1.110, -13.250);0.070;(297.862, 41.683, 298.592);(320.630, 224.156, 152.638);0.7341455;(0.703, 0.098, 0.705);(0.764, 0.534, 0.363)
R;(0.966, 1.049, -13.259);(0.998, 1.102, -13.234);0.067;(297.862, 41.683, 298.592);(325.351, 220.892, 158.054);0.706076;(0.703, 0.098, 0.705);(0.768, 0.521, 0.373)
R;(0.966, 1.049, -13.259);(0.998, 1.102, -13.234);0.067;(297.862, 41.683, 298.592);(325.351, 220.892, 158.054);0.706076;(0.703, 0.098, 0.705);(0.768, 0.521, 0.373)
R;(0.966, 1.049, -13.259);(0.998, 1.102, -13.234);0.067;(297.862, 41.683, 298.592);(325.351, 220.892, 158.054);0.706076;(0.703, 0.098, 0.705);(0.768, 0.521, 0.373)
R;(0.959, 1.047, -13.237);(0.998, 1.102, -13.234);0.068;(297.395, 41.394, 297.697);(325.351, 220.892, 158.054);0.7058253;(0.703, 0.098, 0.704);(0.768, 0.521, 0.373)
R;(0.959, 1.047, -13.237);(0.998, 1.097, -13.219);0.066;(297.395, 41.394, 297.697);(329.452, 218.706, 162.107);0.6807647;(0.703, 0.098, 0.704);(0.771, 0.512, 0.379)
R;(0.959, 1.047, -13.237);(0.998, 1.097, -13.219);0.066;(297.395, 41.394, 297.697);(329.452, 218.706, 162.107);0.6807647;(0.703, 0.098, 0.704);(0.771, 0.512, 0.379)
R;(0.959, 1.047, -13.237);(0.998, 1.097, -13.219);0.066;(297.395, 41.394, 297.697);(329.452, 218.706, 162.107);0.6807647;(0.703, 0.098, 0.704);(0.771, 0.512, 0.379)
R;(0.952, 1.051, -13.211);(0.998, 1.097, -13.219);0.065;(294.923, 41.233, 295.431);(329.452, 218.706, 162.107);0.6885088;(0.703, 0.098, 0.704);(0.771, 0.512, 0.379)
R;(0.952, 1.051, -13.211);(0.998, 1.092, -13.202);0.062;(294.923, 41.233, 295.431);(334.312, 216.698, 166.363);0.6581683;(0.703, 0.098, 0.704);(0.774, 0.502, 0.385)
R;(0.952, 1.051, -13.211);(0.998, 1.092, -13.202);0.062;(294.923, 41.233, 295.431);(334.312, 216.698, 166.363);0.6581683;(0.703, 0.098, 0.704);(0.774, 0.502, 0.385)
R;(0.952, 1.051, -13.211);(0.998, 1.092, -13.202);0.062;(294.923, 41.233, 295.431);(334.312, 216.698, 166.363);0.6581683;(0.703, 0.098, 0.704);(0.774, 0.502, 0.385)
R;(0.952, 1.051, -13.211);(0.998, 1.092, -13.202);0.062;(294.923, 41.233, 295.431);(334.312, 216.698, 166.363);0.6581683;(0.703, 0.098, 0.704);(0.774, 0.502, 0.385)
R;(0.949, 1.053, -13.191);(0.998, 1.092, -13.202);0.064;(295.578, 65.711, 272.883);(334.312, 216.698, 166.363);0.6904712;(0.725, 0.161, 0.669);(0.774, 0.502, 0.385)
R;(0.949, 1.053, -13.191);(0.998, 1.090, -13.187);0.062;(295.578, 65.711, 272.883);(338.463, 215.377, 169.657);0.6669792;(0.725, 0.161, 0.669);(0.777, 0.494, 0.389)
