L/R;Position Real;Rotation Real;Rotation Real Normalized
R;(0.971, 1.332, -13.301);(349.293, 222.133, 46.293);(0.839, 0.533, 0.111)
R;(0.971, 1.325, -13.307);(350.686, 223.608, 44.351);(0.838, 0.535, 0.106)
R;(0.971, 1.317, -13.313);(351.921, 224.907, 42.700);(0.838, 0.536, 0.102)
R;(0.970, 1.309, -13.319);(353.109, 226.160, 41.135);(0.838, 0.537, 0.098)
R;(0.970, 1.300, -13.324);(354.084, 227.468, 39.722);(0.838, 0.538, 0.094)
R;(0.969, 1.291, -13.330);(355.109, 228.887, 37.979);(0.837, 0.540, 0.090)
R;(0.968, 1.282, -13.334);(356.406, 230.020, 35.643);(0.837, 0.540, 0.084)
R;(0.967, 1.272, -13.339);(358.239, 230.894, 32.986);(0.838, 0.540, 0.077)
R;(0.966, 1.260, -13.342);(0.176, 231.436, 30.542);(0.001, 0.991, 0.131)
R;(0.965, 1.249, -13.346);(2.121, 231.946, 28.782);(0.009, 0.992, 0.123)
R;(0.964, 1.237, -13.349);(3.991, 232.555, 27.611);(0.017, 0.993, 0.118)
R;(0.963, 1.222, -13.350);(5.947, 233.287, 27.640);(0.025, 0.993, 0.118)
R;(0.962, 1.208, -13.352);(7.888, 233.789, 27.219);(0.033, 0.993, 0.116)
R;(0.960, 1.197, -13.353);(9.826, 234.385, 26.482);(0.042, 0.993, 0.112)
R;(0.958, 1.183, -13.352);(12.029, 234.658, 25.373);(0.051, 0.993, 0.107)
R;(0.956, 1.170, -13.351);(13.733, 234.538, 23.513);(0.058, 0.993, 0.100)
R;(0.954, 1.157, -13.349);(15.400, 234.562, 22.164);(0.065, 0.993, 0.094)
R;(0.952, 1.144, -13.346);(16.956, 234.493, 21.465);(0.072, 0.993, 0.091)
R;(0.951, 1.129, -13.341);(18.303, 234.603, 23.090);(0.077, 0.992, 0.098)
R;(0.949, 1.114, -13.334);(19.404, 234.847, 26.727);(0.082, 0.990, 0.113)
R;(0.947, 1.100, -13.328);(20.680, 234.692, 29.928);(0.087, 0.988, 0.126)
R;(0.944, 1.088, -13.321);(22.259, 234.302, 31.279);(0.094, 0.987, 0.132)
R;(0.942, 1.078, -13.315);(24.255, 233.366, 29.863);(0.103, 0.987, 0.126)
R;(0.940, 1.070, -13.307);(26.379, 232.005, 26.627);(0.112, 0.987, 0.113)
R;(0.939, 1.061, -13.299);(28.324, 230.897, 23.806);(0.121, 0.987, 0.102)
R;(0.937, 1.053, -13.289);(29.919, 229.964, 22.713);(0.128, 0.987, 0.097)
R;(0.936, 1.046, -13.278);(30.367, 229.446, 25.172);(0.130, 0.986, 0.108)
R;(0.934, 1.041, -13.266);(29.982, 228.456, 28.741);(0.129, 0.984, 0.124)
R;(0.933, 1.036, -13.256);(29.509, 227.244, 30.857);(0.128, 0.983, 0.133)
R;(0.933, 1.034, -13.245);(29.150, 225.823, 30.701);(0.127, 0.983, 0.134)
R;(0.933, 1.032, -13.235);(29.555, 224.321, 28.796);(0.130, 0.983, 0.126)
R;(0.934, 1.031, -13.223);(30.554, 223.016, 26.704);(0.135, 0.984, 0.118)
R;(0.935, 1.031, -13.211);(31.224, 221.376, 25.401);(0.139, 0.984, 0.113)
R;(0.935, 1.031, -13.199);(31.258, 219.779, 25.315);(0.140, 0.984, 0.113)
R;(0.936, 1.034, -13.186);(30.331, 217.990, 26.003);(0.137, 0.984, 0.117)
R;(0.937, 1.036, -13.173);(29.440, 216.277, 26.476);(0.134, 0.984, 0.120)
R;(0.938, 1.039, -13.161);(28.914, 214.525, 26.284);(0.133, 0.984, 0.121)
R;(0.940, 1.043, -13.149);(28.428, 212.936, 25.610);(0.131, 0.984, 0.118)
R;(0.942, 1.047, -13.136);(28.023, 211.148, 24.846);(0.131, 0.985, 0.116)
R;(0.943, 1.050, -13.124);(27.792, 209.401, 24.638);(0.131, 0.985, 0.116)
R;(0.944, 1.053, -13.112);(27.582, 207.839, 24.832);(0.131, 0.984, 0.118)
R;(0.945, 1.057, -13.100);(27.513, 206.191, 24.754);(0.131, 0.984, 0.118)
R;(0.946, 1.063, -13.089);(27.161, 204.619, 24.413);(0.131, 0.984, 0.117)
R;(0.947, 1.069, -13.078);(26.737, 203.088, 23.920);(0.130, 0.985, 0.116)
R;(0.949, 1.075, -13.068);(26.208, 201.760, 23.681);(0.128, 0.985, 0.116)
R;(0.951, 1.082, -13.058);(25.799, 201.038, 23.629);(0.126, 0.985, 0.116)
R;(0.952, 1.092, -13.049);(25.052, 200.010, 22.217);(0.124, 0.986, 0.110)
R;(0.954, 1.101, -13.040);(24.713, 198.848, 20.910);(0.123, 0.987, 0.104)
R;(0.955, 1.113, -13.030);(24.316, 197.923, 20.079);(0.121, 0.988, 0.100)
R;(0.954, 1.127, -13.021);(23.285, 196.112, 18.959);(0.117, 0.988, 0.096)
R;(0.954, 1.143, -13.012);(21.280, 194.123, 18.286);(0.108, 0.990, 0.093)
R;(0.953, 1.160, -13.004);(18.586, 192.763, 18.687);(0.096, 0.991, 0.096)
R;(0.952, 1.178, -12.997);(15.983, 191.822, 19.606);(0.083, 0.991, 0.101)
R;(0.951, 1.196, -12.990);(13.754, 190.922, 20.274);(0.071, 0.992, 0.105)
R;(0.950, 1.217, -12.986);(11.259, 189.799, 20.527);(0.059, 0.992, 0.107)
R;(0.949, 1.237, -12.982);(9.013, 189.284, 20.997);(0.047, 0.993, 0.110)
R;(0.948, 1.256, -12.979);(6.837, 188.647, 21.497);(0.036, 0.993, 0.113)
R;(0.948, 1.278, -12.980);(4.333, 188.570, 22.122);(0.023, 0.993, 0.116)
R;(0.948, 1.299, -12.981);(1.715, 188.629, 22.149);(0.009, 0.993, 0.117)
R;(0.948, 1.318, -12.982);(359.363, 188.617, 21.972);(0.884, 0.464, 0.054)
R;(0.948, 1.340, -12.988);(356.863, 189.545, 20.696);(0.882, 0.468, 0.051)
R;(0.948, 1.360, -12.992);(354.571, 189.946, 20.108);(0.880, 0.472, 0.050)
R;(0.948, 1.378, -12.996);(352.525, 190.078, 19.810);(0.879, 0.474, 0.049)
R;(0.948, 1.397, -13.002);(350.722, 190.149, 19.672);(0.878, 0.476, 0.049)
R;(0.948, 1.415, -13.008);(348.927, 190.273, 19.771);(0.877, 0.478, 0.050)
R;(0.949, 1.433, -13.015);(346.788, 191.007, 20.129);(0.875, 0.482, 0.051)
R;(0.949, 1.450, -13.023);(344.247, 192.351, 20.955);(0.872, 0.487, 0.053)
R;(0.948, 1.467, -13.031);(341.650, 193.434, 21.679);(0.869, 0.492, 0.055)
R;(0.947, 1.483, -13.040);(339.102, 194.596, 22.472);(0.866, 0.497, 0.057)
R;(0.946, 1.497, -13.050);(337.031, 195.875, 23.051);(0.863, 0.502, 0.059)
R;(0.946, 1.511, -13.061);(335.145, 197.070, 23.139);(0.860, 0.506, 0.059)
R;(0.945, 1.523, -13.072);(333.473, 198.537, 23.349);(0.858, 0.511, 0.060)
R;(0.944, 1.533, -13.084);(331.759, 200.292, 23.911);(0.854, 0.516, 0.062)
R;(0.944, 1.542, -13.096);(329.990, 202.264, 24.605);(0.851, 0.522, 0.063)
R;(0.943, 1.549, -13.110);(328.422, 204.632, 25.243);(0.847, 0.528, 0.065)
R;(0.942, 1.555, -13.125);(326.763, 207.263, 25.531);(0.843, 0.534, 0.066)
R;(0.941, 1.559, -13.139);(325.322, 209.842, 25.506);(0.839, 0.541, 0.066)
R;(0.941, 1.560, -13.155);(324.766, 212.507, 24.783);(0.835, 0.546, 0.064)
R;(0.940, 1.559, -13.170);(325.300, 214.641, 22.988);(0.833, 0.550, 0.059)
R;(0.940, 1.559, -13.185);(325.884, 216.489, 21.135);(0.832, 0.553, 0.054)
R;(0.940, 1.554, -13.200);(327.359, 217.859, 19.281);(0.831, 0.553, 0.049)
R;(0.942, 1.546, -13.215);(328.771, 219.548, 18.981);(0.831, 0.555, 0.048)
R;(0.942, 1.541, -13.228);(329.667, 221.449, 18.935);(0.829, 0.557, 0.048)
R;(0.944, 1.530, -13.243);(330.725, 223.128, 20.454);(0.828, 0.559, 0.051)
R;(0.945, 1.519, -13.258);(332.004, 225.064, 21.142);(0.827, 0.560, 0.053)
R;(0.947, 1.512, -13.272);(333.049, 226.889, 21.239);(0.825, 0.562, 0.053)
R;(0.949, 1.499, -13.289);(335.257, 228.867, 21.126);(0.825, 0.563, 0.052)
R;(0.950, 1.488, -13.304);(337.227, 231.008, 20.790);(0.824, 0.564, 0.051)
R;(0.952, 1.476, -13.319);(339.231, 233.353, 20.347);(0.823, 0.566, 0.049)
R;(0.952, 1.465, -13.333);(340.970, 235.532, 19.635);(0.822, 0.568, 0.047)
R;(0.951, 1.454, -13.346);(342.698, 237.298, 18.665);(0.821, 0.569, 0.045)
R;(0.950, 1.442, -13.357);(343.672, 238.577, 18.231);(0.821, 0.570, 0.044)
R;(0.949, 1.430, -13.366);(344.274, 240.217, 19.902);(0.819, 0.572, 0.047)
R;(0.948, 1.416, -13.374);(344.414, 241.519, 22.829);(0.818, 0.573, 0.054)
R;(0.948, 1.402, -13.381);(344.474, 242.606, 25.807);(0.816, 0.575, 0.061)
R;(0.948, 1.386, -13.388);(345.605, 243.929, 28.233);(0.815, 0.575, 0.067)
R;(0.947, 1.371, -13.394);(347.651, 244.735, 29.179);(0.816, 0.574, 0.068)
R;(0.946, 1.355, -13.399);(350.248, 244.668, 28.286);(0.818, 0.571, 0.066)
R;(0.945, 1.338, -13.404);(352.898, 244.214, 26.503);(0.821, 0.568, 0.062)
R;(0.945, 1.321, -13.408);(355.187, 244.309, 25.433);(0.822, 0.566, 0.059)
R;(0.945, 1.301, -13.411);(358.038, 245.046, 25.601);(0.824, 0.564, 0.059)
R;(0.944, 1.282, -13.412);(0.359, 245.545, 27.215);(0.001, 0.994, 0.110)
R;(0.943, 1.263, -13.412);(1.833, 245.706, 29.507);(0.007, 0.993, 0.119)
R;(0.941, 1.244, -13.413);(3.188, 246.112, 31.670);(0.013, 0.992, 0.128)
R;(0.939, 1.225, -13.413);(4.485, 246.178, 32.535);(0.018, 0.991, 0.131)
R;(0.937, 1.206, -13.413);(6.347, 246.068, 32.467);(0.026, 0.991, 0.131)
R;(0.935, 1.184, -13.414);(8.979, 246.157, 31.741);(0.036, 0.991, 0.128)
R;(0.934, 1.161, -13.414);(12.103, 246.288, 31.246);(0.049, 0.991, 0.126)
R;(0.932, 1.140, -13.413);(15.254, 246.601, 31.698);(0.061, 0.990, 0.127)
R;(0.928, 1.116, -13.409);(18.496, 247.165, 34.212);(0.074, 0.988, 0.137)
R;(0.924, 1.095, -13.404);(20.721, 247.483, 37.536);(0.082, 0.985, 0.149)
R;(0.919, 1.077, -13.397);(22.480, 247.514, 41.081);(0.089, 0.983, 0.163)
R;(0.915, 1.062, -13.390);(23.558, 246.610, 42.150);(0.094, 0.981, 0.168)
R;(0.910, 1.048, -13.382);(25.243, 245.218, 40.155);(0.101, 0.982, 0.161)
R;(0.906, 1.034, -13.373);(28.504, 243.928, 37.612);(0.115, 0.982, 0.151)
R;(0.902, 1.022, -13.362);(31.333, 243.070, 37.579);(0.126, 0.980, 0.152)
R;(0.897, 1.012, -13.351);(32.902, 241.948, 38.910);(0.133, 0.979, 0.157)
R;(0.893, 1.004, -13.338);(32.954, 240.223, 41.753);(0.134, 0.976, 0.170)
R;(0.890, 0.997, -13.327);(32.869, 239.267, 44.313);(0.134, 0.974, 0.180)
R;(0.888, 0.993, -13.314);(32.453, 238.191, 45.175);(0.133, 0.974, 0.185)
R;(0.886, 0.989, -13.301);(32.788, 236.169, 43.509);(0.135, 0.974, 0.180)
R;(0.885, 0.986, -13.286);(33.911, 234.007, 41.422);(0.141, 0.975, 0.173)
R;(0.885, 0.985, -13.271);(35.100, 231.376, 39.894);(0.148, 0.975, 0.168)
R;(0.885, 0.986, -13.257);(35.413, 228.212, 38.672);(0.151, 0.975, 0.165)
R;(0.886, 0.989, -13.245);(35.002, 225.644, 37.729);(0.151, 0.975, 0.163)
R;(0.887, 0.992, -13.234);(33.958, 224.655, 37.415);(0.147, 0.976, 0.162)
R;(0.891, 0.997, -13.223);(32.499, 224.428, 36.367);(0.142, 0.977, 0.158)
R;(0.894, 1.002, -13.210);(31.894, 223.075, 34.127);(0.140, 0.979, 0.150)
R;(0.896, 1.006, -13.197);(31.557, 221.262, 32.238);(0.140, 0.980, 0.143)
R;(0.899, 1.011, -13.181);(31.390, 218.981, 31.018);(0.141, 0.980, 0.139)
R;(0.900, 1.015, -13.166);(30.870, 216.199, 30.944);(0.140, 0.980, 0.140)
R;(0.902, 1.020, -13.153);(30.288, 213.523, 31.027);(0.139, 0.980, 0.142)
R;(0.904, 1.027, -13.139);(28.927, 210.728, 33.028);(0.134, 0.979, 0.153)
R;(0.908, 1.036, -13.129);(27.532, 210.037, 33.948);(0.128, 0.979, 0.158)
R;(0.911, 1.044, -13.119);(26.178, 209.144, 33.295);(0.123, 0.980, 0.156)
R;(0.915, 1.056, -13.110);(24.873, 208.287, 29.202);(0.117, 0.983, 0.138)
R;(0.919, 1.067, -13.100);(24.239, 207.295, 26.779);(0.115, 0.985, 0.127)
R;(0.922, 1.076, -13.091);(23.543, 205.834, 25.439);(0.113, 0.986, 0.122)
R;(0.925, 1.087, -13.083);(22.036, 204.638, 25.150);(0.106, 0.987, 0.121)
R;(0.929, 1.098, -13.076);(20.070, 203.902, 24.983);(0.097, 0.988, 0.121)
R;(0.933, 1.109, -13.071);(18.614, 203.722, 24.464);(0.090, 0.989, 0.119)
R;(0.937, 1.120, -13.065);(17.559, 203.357, 23.115);(0.085, 0.990, 0.113)
R;(0.940, 1.131, -13.060);(16.932, 202.940, 20.664);(0.083, 0.991, 0.101)
R;(0.944, 1.143, -13.056);(16.307, 202.219, 17.789);(0.080, 0.993, 0.087)
R;(0.946, 1.153, -13.051);(15.479, 201.767, 16.298);(0.076, 0.994, 0.080)
R;(0.949, 1.163, -13.047);(14.585, 201.466, 15.813);(0.072, 0.994, 0.078)
R;(0.950, 1.174, -13.043);(13.177, 200.745, 15.889);(0.065, 0.995, 0.079)
R;(0.951, 1.184, -13.039);(11.697, 200.257, 16.836);(0.058, 0.995, 0.084)
R;(0.952, 1.195, -13.037);(10.120, 199.865, 17.272);(0.050, 0.995, 0.086)
R;(0.954, 1.207, -13.035);(8.868, 199.840, 16.432);(0.044, 0.996, 0.082)
R;(0.956, 1.221, -13.034);(8.243, 199.437, 12.651);(0.041, 0.997, 0.063)
R;(0.958, 1.233, -13.033);(7.529, 199.077, 9.593);(0.038, 0.998, 0.048)
R;(0.959, 1.245, -13.032);(6.968, 199.030, 7.279);(0.035, 0.999, 0.037)
R;(0.960, 1.258, -13.029);(5.773, 198.764, 7.347);(0.029, 0.999, 0.037)
R;(0.960, 1.270, -13.026);(3.992, 198.264, 8.706);(0.020, 0.999, 0.044)
R;(0.959, 1.284, -13.023);(1.525, 197.467, 11.785);(0.008, 0.998, 0.060)
R;(0.959, 1.298, -13.021);(359.464, 196.612, 13.531);(0.877, 0.480, 0.033)
R;(0.959, 1.312, -13.020);(357.639, 195.949, 13.990);(0.876, 0.480, 0.034)
R;(0.958, 1.330, -13.022);(355.533, 196.244, 12.422);(0.875, 0.483, 0.031)
R;(0.957, 1.346, -13.024);(353.545, 196.034, 9.857);(0.874, 0.485, 0.024)
R;(0.956, 1.361, -13.025);(352.112, 196.057, 8.677);(0.873, 0.486, 0.022)
R;(0.954, 1.375, -13.027);(350.659, 195.942, 8.514);(0.873, 0.488, 0.021)
R;(0.951, 1.389, -13.030);(348.863, 195.949, 8.333);(0.872, 0.490, 0.021)
R;(0.948, 1.402, -13.034);(346.937, 195.899, 7.721);(0.871, 0.492, 0.019)
R;(0.946, 1.414, -13.037);(345.409, 196.025, 7.139);(0.870, 0.493, 0.018)
R;(0.943, 1.426, -13.042);(344.670, 196.476, 6.863);(0.869, 0.495, 0.017)
R;(0.940, 1.438, -13.047);(343.810, 196.498, 5.876);(0.868, 0.496, 0.015)
R;(0.937, 1.451, -13.054);(342.415, 196.353, 4.152);(0.867, 0.497, 0.011)
R;(0.934, 1.463, -13.063);(341.082, 196.419, 1.709);(0.867, 0.499, 0.004)
R;(0.932, 1.475, -13.073);(339.560, 197.449, 359.960);(0.637, 0.371, 0.676)
R;(0.929, 1.485, -13.083);(338.002, 198.705, 358.735);(0.636, 0.374, 0.675)
R;(0.928, 1.495, -13.093);(336.509, 200.253, 358.275);(0.634, 0.377, 0.675)
R;(0.927, 1.503, -13.105);(335.655, 202.077, 358.447);(0.632, 0.381, 0.675)
R;(0.927, 1.510, -13.116);(336.083, 203.975, 358.385);(0.632, 0.383, 0.674)
R;(0.927, 1.517, -13.129);(336.704, 207.644, 357.839);(0.631, 0.389, 0.671)
R;(0.928, 1.523, -13.143);(337.027, 211.812, 356.095);(0.631, 0.397, 0.667)
R;(0.927, 1.528, -13.155);(337.645, 214.892, 354.412);(0.632, 0.402, 0.663)
