Position
(-0.808, 0.000, -6.798)
(-0.219, 0.000, -10.841)
(1.203, 0.000, -13.607)
(0.936, 0.000, -16.877)
(0.620, 0.000, -17.872)
(-0.294, 0.000, -11.580)
(-0.347, 0.000, -0.285)
(-1.028, 0.000, 11.453)
(0.799, 0.000, 23.243)
(0.322, 0.000, 35.264)
(0.994, 0.000, 32.107)
(2.805, 0.000, 31.636)
